mention_id,chunk_id,entity_id,char_offset
M00001285,CHK00041_001,ENT00193,410
M00001286,CHK00041_002,ENT00334,431
M00001287,CHK00041_002,ENT00497,280
M00001288,CHK00041_002,ENT00542,227
M00001289,CHK00041_003,ENT00232,497
M00001290,CHK00041_003,ENT00495,147
M00001291,CHK00041_003,ENT00380,394
M00001292,CHK00041_004,ENT00164,146
M00001293,CHK00041_004,ENT00548,93
M00001294,CHK00041_005,ENT00324,294
M00001295,CHK00041_006,ENT00575,340
M00001296,CHK00041_006,ENT00035,162
M00001297,CHK00041_007,ENT00124,476
M00001298,CHK00041_007,ENT00025,255
M00001299,CHK00041_007,ENT00414,393
M00001300,CHK00041_008,ENT00559,499
M00001301,CHK00041_009,ENT00578,173
M00001302,CHK00041_009,ENT00452,352
M00001303,CHK00041_010,ENT00315,12
M00001304,CHK00041_011,ENT00597,113
M00001305,CHK00041_011,ENT00539,400
M00001306,CHK00041_012,ENT00524,201
M00001307,CHK00042_000,ENT00437,197
M00001308,CHK00042_000,ENT00378,190
M00001309,CHK00042_001,ENT00574,379
M00001310,CHK00042_001,ENT00089,212
M00001311,CHK00042_001,ENT00220,411
M00001312,CHK00042_001,ENT00454,226
M00001313,CHK00042_002,ENT00147,106
M00001314,CHK00042_003,ENT00090,212
M00001315,CHK00042_003,ENT00006,89
M00001316,CHK00042_003,ENT00419,284
M00001317,CHK00042_003,ENT00279,236
M00001318,CHK00042_004,ENT00599,286
M00001319,CHK00042_004,ENT00311,378
M00001320,CHK00042_004,ENT00505,237
M00001321,CHK00042_005,ENT00307,334
M00001322,CHK00042_005,ENT00483,340
M00001323,CHK00042_005,ENT00127,457
M00001324,CHK00042_006,ENT00122,391
M00001325,CHK00042_007,ENT00264,262
M00001326,CHK00042_007,ENT00487,375
M00001327,CHK00042_007,ENT00122,294
M00001328,CHK00042_007,ENT00382,8
M00001329,CHK00042_008,ENT00365,27
M00001330,CHK00042_008,ENT00167,139
M00001331,CHK00042_009,ENT00526,99
M00001332,CHK00042_010,ENT00277,273
M00001333,CHK00042_010,ENT00371,296
M00001334,CHK00042_010,ENT00098,180
M00001335,CHK00042_011,ENT00496,471
M00001336,CHK00042_011,ENT00421,466
M00001337,CHK00042_011,ENT00348,83
M00001338,CHK00042_012,ENT00572,433
M00001339,CHK00042_012,ENT00538,272
M00001340,CHK00042_013,ENT00356,418
M00001341,CHK00042_013,ENT00319,226
M00001342,CHK00042_013,ENT00371,455
M00001343,CHK00042_013,ENT00142,305
M00001344,CHK00042_014,ENT00232,64
M00001345,CHK00042_014,ENT00314,107
M00001346,CHK00042_015,ENT00079,9
M00001347,CHK00043_000,ENT00067,154
M00001348,CHK00043_001,ENT00029,433
M00001349,CHK00043_001,ENT00092,382
M00001350,CHK00043_001,ENT00149,482
M00001351,CHK00043_002,ENT00517,34
M00001352,CHK00043_002,ENT00583,50
M00001353,CHK00043_003,ENT00101,473
M00001354,CHK00043_004,ENT00189,92
M00001355,CHK00043_004,ENT00450,427
M00001356,CHK00043_004,ENT00109,181
M00001357,CHK00043_005,ENT00126,266
M00001358,CHK00043_005,ENT00477,69
M00001359,CHK00043_005,ENT00112,253
M00001360,CHK00043_006,ENT00394,145
M00001361,CHK00043_007,ENT00297,458
M00001362,CHK00043_007,ENT00438,430
M00001363,CHK00043_007,ENT00193,410
M00001364,CHK00043_007,ENT00071,243
M00001365,CHK00044_000,ENT00104,499
M00001366,CHK00044_000,ENT00172,101
M00001367,CHK00044_000,ENT00066,173
M00001368,CHK00044_000,ENT00372,102
M00001369,CHK00044_001,ENT00409,341
M00001370,CHK00044_001,ENT00364,308
M00001371,CHK00044_001,ENT00487,486
M00001372,CHK00044_002,ENT00256,250
M00001373,CHK00044_003,ENT00510,347
M00001374,CHK00044_004,ENT00156,389
M00001375,CHK00044_004,ENT00310,39
M00001376,CHK00044_004,ENT00098,338
M00001377,CHK00044_005,ENT00553,487
M00001378,CHK00044_005,ENT00559,391
M00001379,CHK00044_005,ENT00018,16
M00001380,CHK00044_006,ENT00036,337
M00001381,CHK00044_006,ENT00033,440
M00001382,CHK00044_006,ENT00181,399
M00001383,CHK00044_006,ENT00570,155
M00001384,CHK00044_007,ENT00567,243
M00001385,CHK00044_007,ENT00552,287
M00001386,CHK00044_007,ENT00585,437
M00001387,CHK00044_007,ENT00481,80
M00001388,CHK00044_008,ENT00328,302
M00001389,CHK00044_008,ENT00062,23
M00001390,CHK00044_008,ENT00028,65
M00001391,CHK00045_000,ENT00421,338
M00001392,CHK00045_000,ENT00359,125
M00001393,CHK00045_000,ENT00057,126
M00001394,CHK00045_001,ENT00312,58
M00001395,CHK00045_002,ENT00581,10
M00001396,CHK00045_002,ENT00527,356
M00001397,CHK00045_002,ENT00431,240
M00001398,CHK00045_002,ENT00273,301
M00001399,CHK00045_003,ENT00586,51
M00001400,CHK00045_003,ENT00100,353
M00001401,CHK00045_003,ENT00500,345
M00001402,CHK00045_004,ENT00170,496
M00001403,CHK00045_004,ENT00306,223
M00001404,CHK00045_004,ENT00372,103
M00001405,CHK00045_005,ENT00231,303
M00001406,CHK00045_005,ENT00094,172
M00001407,CHK00045_005,ENT00592,139
M00001408,CHK00045_005,ENT00097,34
M00001409,CHK00045_006,ENT00443,102
M00001410,CHK00045_006,ENT00552,212
M00001411,CHK00045_006,ENT00320,205
M00001412,CHK00045_007,ENT00528,441
M00001413,CHK00045_008,ENT00274,372
M00001414,CHK00045_008,ENT00545,320
M00001415,CHK00045_008,ENT00444,30
M00001416,CHK00045_008,ENT00579,267
M00001417,CHK00045_009,ENT00307,210
M00001418,CHK00045_009,ENT00445,163
M00001419,CHK00045_010,ENT00164,207
M00001420,CHK00045_010,ENT00262,122
M00001421,CHK00045_010,ENT00241,58
M00001422,CHK00045_011,ENT00475,223
M00001423,CHK00045_011,ENT00497,216
M00001424,CHK00045_011,ENT00573,331
M00001425,CHK00045_012,ENT00264,404
M00001426,CHK00045_013,ENT00020,308
M00001427,CHK00045_013,ENT00056,152
M00001428,CHK00045_013,ENT00085,443
M00001429,CHK00045_013,ENT00321,32
M00001430,CHK00045_014,ENT00241,292
M00001431,CHK00045_014,ENT00114,376
M00001432,CHK00045_015,ENT00125,168
M00001433,CHK00045_015,ENT00320,426
M00001434,CHK00045_016,ENT00418,273
M00001435,CHK00045_016,ENT00260,191
M00001436,CHK00045_016,ENT00057,358
M00001437,CHK00045_016,ENT00502,485
M00001438,CHK00045_017,ENT00284,185
M00001439,CHK00045_017,ENT00148,243
M00001440,CHK00046_000,ENT00316,443
M00001441,CHK00046_000,ENT00371,121
M00001442,CHK00046_000,ENT00124,439
M00001443,CHK00046_000,ENT00547,226
M00001444,CHK00046_001,ENT00241,152
M00001445,CHK00046_002,ENT00416,443
M00001446,CHK00046_002,ENT00034,41
M00001447,CHK00046_002,ENT00280,421
M00001448,CHK00046_003,ENT00164,357
M00001449,CHK00046_004,ENT00464,328
M00001450,CHK00046_004,ENT00028,328
M00001451,CHK00046_004,ENT00053,94
M00001452,CHK00046_005,ENT00161,127
M00001453,CHK00046_006,ENT00266,351
M00001454,CHK00046_006,ENT00177,303
M00001455,CHK00046_007,ENT00584,472
M00001456,CHK00046_007,ENT00229,285
M00001457,CHK00046_007,ENT00021,331
M00001458,CHK00046_007,ENT00023,313
M00001459,CHK00046_008,ENT00266,87
M00001460,CHK00046_008,ENT00152,484
M00001461,CHK00046_008,ENT00091,290
M00001462,CHK00046_008,ENT00376,60
M00001463,CHK00046_009,ENT00121,484
M00001464,CHK00046_009,ENT00229,441
M00001465,CHK00046_009,ENT00208,416
M00001466,CHK00046_009,ENT00195,400
M00001467,CHK00046_010,ENT00289,214
M00001468,CHK00046_010,ENT00193,92
M00001469,CHK00046_011,ENT00254,43
M00001470,CHK00046_011,ENT00378,5
M00001471,CHK00046_011,ENT00596,240
M00001472,CHK00046_011,ENT00469,68
M00001473,CHK00047_000,ENT00053,170
M00001474,CHK00047_001,ENT00005,129
M00001475,CHK00047_002,ENT00594,91
M00001476,CHK00047_003,ENT00091,363
M00001477,CHK00047_003,ENT00324,271
M00001478,CHK00047_004,ENT00287,462
M00001479,CHK00047_004,ENT00369,448
M00001480,CHK00047_004,ENT00440,134
M00001481,CHK00047_004,ENT00289,313
M00001482,CHK00047_005,ENT00154,96
M00001483,CHK00047_005,ENT00569,76
M00001484,CHK00047_005,ENT00450,27
M00001485,CHK00047_005,ENT00054,117
M00001486,CHK00047_006,ENT00446,226
M00001487,CHK00047_006,ENT00118,182
M00001488,CHK00047_006,ENT00506,363
M00001489,CHK00047_006,ENT00041,287
M00001490,CHK00047_007,ENT00357,47
M00001491,CHK00048_000,ENT00538,392
M00001492,CHK00048_001,ENT00291,348
M00001493,CHK00048_002,ENT00083,235
M00001494,CHK00048_003,ENT00332,441
M00001495,CHK00048_003,ENT00582,24
M00001496,CHK00048_003,ENT00132,410
M00001497,CHK00048_003,ENT00216,329
M00001498,CHK00048_004,ENT00094,122
M00001499,CHK00048_004,ENT00408,494
M00001500,CHK00048_004,ENT00261,394
M00001501,CHK00048_004,ENT00182,443
M00001502,CHK00048_005,ENT00291,251
M00001503,CHK00048_005,ENT00157,410
M00001504,CHK00048_005,ENT00123,221
M00001505,CHK00048_005,ENT00305,376
M00001506,CHK00048_006,ENT00501,453
M00001507,CHK00048_006,ENT00456,198
M00001508,CHK00048_007,ENT00190,47
M00001509,CHK00048_007,ENT00444,20
M00001510,CHK00048_007,ENT00436,262
M00001511,CHK00048_008,ENT00297,239
M00001512,CHK00048_009,ENT00254,151
M00001513,CHK00048_009,ENT00535,291
M00001514,CHK00048_009,ENT00437,24
M00001515,CHK00048_010,ENT00363,41
M00001516,CHK00048_010,ENT00260,393
M00001517,CHK00048_010,ENT00599,257
M00001518,CHK00049_000,ENT00046,160
M00001519,CHK00049_000,ENT00085,300
M00001520,CHK00049_000,ENT00426,370
M00001521,CHK00049_000,ENT00304,232
M00001522,CHK00049_001,ENT00080,446
M00001523,CHK00049_001,ENT00265,344
M00001524,CHK00049_002,ENT00119,235
M00001525,CHK00049_002,ENT00013,354
M00001526,CHK00049_002,ENT00175,207
M00001527,CHK00049_002,ENT00488,444
M00001528,CHK00049_003,ENT00309,7
M00001529,CHK00049_003,ENT00089,97
M00001530,CHK00049_003,ENT00128,57
M00001531,CHK00049_003,ENT00138,417
M00001532,CHK00049_004,ENT00148,97
M00001533,CHK00049_004,ENT00247,44
M00001534,CHK00049_004,ENT00446,154
M00001535,CHK00049_004,ENT00551,394
M00001536,CHK00049_005,ENT00496,299
M00001537,CHK00049_005,ENT00482,124
M00001538,CHK00049_005,ENT00020,103
M00001539,CHK00049_005,ENT00460,150
M00001540,CHK00049_006,ENT00592,249
M00001541,CHK00049_006,ENT00567,204
M00001542,CHK00049_006,ENT00297,248
M00001543,CHK00049_006,ENT00037,262
M00001544,CHK00049_007,ENT00274,457
M00001545,CHK00049_008,ENT00021,240
M00001546,CHK00049_008,ENT00165,176
M00001547,CHK00049_008,ENT00294,224
M00001548,CHK00049_008,ENT00196,118
M00001549,CHK00049_009,ENT00300,491
M00001550,CHK00049_009,ENT00399,213
M00001551,CHK00050_000,ENT00503,406
M00001552,CHK00050_000,ENT00103,212
M00001553,CHK00050_001,ENT00267,89
M00001554,CHK00050_001,ENT00365,423
M00001555,CHK00050_001,ENT00162,440
M00001556,CHK00050_002,ENT00264,394
M00001557,CHK00050_002,ENT00348,449
M00001558,CHK00050_002,ENT00363,285
M00001559,CHK00050_002,ENT00047,136
M00001560,CHK00050_003,ENT00448,409
M00001561,CHK00050_004,ENT00575,21
M00001562,CHK00050_005,ENT00518,331
M00001563,CHK00050_005,ENT00510,186
M00001564,CHK00050_005,ENT00101,171
M00001565,CHK00050_005,ENT00157,419
M00001566,CHK00050_006,ENT00006,146
M00001567,CHK00050_006,ENT00251,258
M00001568,CHK00050_006,ENT00485,87
M00001569,CHK00050_006,ENT00349,43
M00001570,CHK00050_007,ENT00233,470
M00001571,CHK00050_007,ENT00141,209
M00001572,CHK00050_007,ENT00439,459
M00001573,CHK00050_007,ENT00423,234
M00001574,CHK00050_008,ENT00346,161
M00001575,CHK00050_009,ENT00588,500
M00001576,CHK00050_009,ENT00059,323
M00001577,CHK00051_000,ENT00540,228
M00001578,CHK00051_000,ENT00150,329
M00001579,CHK00051_000,ENT00413,105
M00001580,CHK00051_001,ENT00086,171
M00001581,CHK00051_001,ENT00037,199
M00001582,CHK00051_001,ENT00550,371
M00001583,CHK00051_002,ENT00163,455
M00001584,CHK00051_002,ENT00023,407
M00001585,CHK00051_002,ENT00028,276
M00001586,CHK00051_003,ENT00265,63
M00001587,CHK00051_003,ENT00519,24
M00001588,CHK00051_003,ENT00362,387
M00001589,CHK00051_004,ENT00358,145
M00001590,CHK00051_004,ENT00306,341
M00001591,CHK00052_000,ENT00150,364
M00001592,CHK00052_001,ENT00219,346
M00001593,CHK00052_001,ENT00456,269
M00001594,CHK00052_001,ENT00079,206
M00001595,CHK00052_001,ENT00378,301
M00001596,CHK00052_002,ENT00426,65
M00001597,CHK00052_002,ENT00166,248
M00001598,CHK00052_002,ENT00147,364
M00001599,CHK00052_002,ENT00517,234
M00001600,CHK00052_003,ENT00466,16
M00001601,CHK00052_003,ENT00484,382
M00001602,CHK00052_004,ENT00112,148
M00001603,CHK00052_004,ENT00123,20
M00001604,CHK00052_004,ENT00378,267
M00001605,CHK00052_004,ENT00585,78
M00001606,CHK00052_005,ENT00301,405
M00001607,CHK00052_005,ENT00497,73
M00001608,CHK00052_005,ENT00028,72
M00001609,CHK00052_006,ENT00125,280
M00001610,CHK00052_007,ENT00345,390
M00001611,CHK00052_007,ENT00386,70
M00001612,CHK00052_007,ENT00486,258
M00001613,CHK00052_007,ENT00135,325
M00001614,CHK00052_008,ENT00396,276
M00001615,CHK00052_008,ENT00238,23
M00001616,CHK00052_008,ENT00404,490
M00001617,CHK00052_008,ENT00347,343
M00001618,CHK00052_009,ENT00574,43
M00001619,CHK00052_009,ENT00126,98
M00001620,CHK00052_009,ENT00572,489
M00001621,CHK00052_010,ENT00123,337
M00001622,CHK00052_011,ENT00086,301
M00001623,CHK00052_011,ENT00546,23
M00001624,CHK00052_011,ENT00328,251
M00001625,CHK00052_011,ENT00411,441
M00001626,CHK00052_012,ENT00540,162
M00001627,CHK00052_013,ENT00147,393
M00001628,CHK00052_013,ENT00187,45
M00001629,CHK00052_013,ENT00261,78
M00001630,CHK00052_014,ENT00059,152
M00001631,CHK00052_015,ENT00123,385
M00001632,CHK00052_015,ENT00053,305
M00001633,CHK00052_015,ENT00207,300
M00001634,CHK00052_015,ENT00245,121
M00001635,CHK00053_000,ENT00029,137
M00001636,CHK00053_000,ENT00417,283
M00001637,CHK00053_000,ENT00239,493
M00001638,CHK00053_000,ENT00019,300
M00001639,CHK00053_001,ENT00512,104
M00001640,CHK00053_002,ENT00550,492
M00001641,CHK00053_002,ENT00433,466
M00001642,CHK00053_003,ENT00000,477
M00001643,CHK00053_003,ENT00061,471
M00001644,CHK00053_004,ENT00599,144
M00001645,CHK00053_004,ENT00522,23
M00001646,CHK00053_005,ENT00404,357
M00001647,CHK00053_006,ENT00215,325
M00001648,CHK00053_006,ENT00516,133
M00001649,CHK00053_006,ENT00325,385
M00001650,CHK00053_006,ENT00350,362
M00001651,CHK00053_007,ENT00336,311
M00001652,CHK00053_007,ENT00016,243
M00001653,CHK00053_007,ENT00136,2
M00001654,CHK00053_007,ENT00002,461
M00001655,CHK00053_008,ENT00402,275
M00001656,CHK00053_008,ENT00551,15
M00001657,CHK00053_008,ENT00083,456
M00001658,CHK00053_008,ENT00079,426
M00001659,CHK00053_009,ENT00008,236
M00001660,CHK00053_009,ENT00127,189
M00001661,CHK00053_010,ENT00287,348
M00001662,CHK00053_011,ENT00505,18
M00001663,CHK00053_011,ENT00371,143
M00001664,CHK00053_012,ENT00113,252
M00001665,CHK00053_012,ENT00284,87
M00001666,CHK00053_012,ENT00582,282
M00001667,CHK00053_012,ENT00512,99
M00001668,CHK00053_013,ENT00535,98
M00001669,CHK00053_013,ENT00280,434
M00001670,CHK00053_014,ENT00330,221
M00001671,CHK00053_015,ENT00229,24
M00001672,CHK00053_016,ENT00083,377
M00001673,CHK00053_016,ENT00585,115
M00001674,CHK00053_016,ENT00025,500
M00001675,CHK00053_017,ENT00028,245
M00001676,CHK00054_000,ENT00055,406
M00001677,CHK00054_000,ENT00341,121
M00001678,CHK00054_000,ENT00532,483
M00001679,CHK00054_001,ENT00457,296
M00001680,CHK00054_002,ENT00320,470
M00001681,CHK00054_002,ENT00066,410
M00001682,CHK00054_002,ENT00130,226
M00001683,CHK00054_002,ENT00063,28
M00001684,CHK00054_003,ENT00301,435
M00001685,CHK00054_004,ENT00464,196
M00001686,CHK00054_005,ENT00464,264
M00001687,CHK00054_006,ENT00198,463
M00001688,CHK00054_007,ENT00140,30
M00001689,CHK00054_007,ENT00045,65
M00001690,CHK00054_008,ENT00597,75
M00001691,CHK00054_008,ENT00554,240
M00001692,CHK00054_008,ENT00149,158
M00001693,CHK00054_009,ENT00243,259
M00001694,CHK00054_010,ENT00349,96
M00001695,CHK00054_011,ENT00428,53
M00001696,CHK00054_011,ENT00336,232
M00001697,CHK00054_011,ENT00166,448
M00001698,CHK00054_012,ENT00235,319
M00001699,CHK00054_012,ENT00477,109
M00001700,CHK00054_013,ENT00384,94
M00001701,CHK00054_013,ENT00210,422
M00001702,CHK00054_013,ENT00409,3
M00001703,CHK00054_014,ENT00450,467
M00001704,CHK00054_014,ENT00199,391
M00001705,CHK00054_014,ENT00599,184
M00001706,CHK00054_015,ENT00224,368
M00001707,CHK00054_015,ENT00268,89
M00001708,CHK00054_016,ENT00103,194
M00001709,CHK00054_016,ENT00021,335
M00001710,CHK00054_016,ENT00140,403
M00001711,CHK00054_017,ENT00245,481
M00001712,CHK00054_017,ENT00378,269
M00001713,CHK00054_017,ENT00381,500
M00001714,CHK00054_017,ENT00175,409
M00001715,CHK00054_018,ENT00383,471
M00001716,CHK00054_018,ENT00325,23
M00001717,CHK00054_018,ENT00439,390
M00001718,CHK00054_018,ENT00250,315
M00001719,CHK00054_019,ENT00129,453
M00001720,CHK00054_019,ENT00520,250
M00001721,CHK00054_019,ENT00598,107
M00001722,CHK00055_000,ENT00382,366
M00001723,CHK00055_000,ENT00538,489
M00001724,CHK00055_000,ENT00494,253
M00001725,CHK00055_001,ENT00212,112
M00001726,CHK00055_002,ENT00313,455
M00001727,CHK00055_002,ENT00435,193
M00001728,CHK00055_003,ENT00235,238
M00001729,CHK00055_003,ENT00597,262
M00001730,CHK00055_003,ENT00042,318
M00001731,CHK00055_004,ENT00324,91
M00001732,CHK00055_004,ENT00279,226
M00001733,CHK00055_004,ENT00391,119
M00001734,CHK00055_004,ENT00025,135
M00001735,CHK00055_005,ENT00233,36
M00001736,CHK00055_005,ENT00100,184
M00001737,CHK00055_005,ENT00121,19
M00001738,CHK00055_006,ENT00141,467
M00001739,CHK00055_006,ENT00556,133
M00001740,CHK00055_007,ENT00415,334
M00001741,CHK00055_007,ENT00593,262
M00001742,CHK00055_007,ENT00012,389
M00001743,CHK00055_007,ENT00483,487
M00001744,CHK00055_008,ENT00485,264
M00001745,CHK00055_008,ENT00239,300
M00001746,CHK00055_009,ENT00214,15
M00001747,CHK00055_009,ENT00449,191
M00001748,CHK00055_009,ENT00460,71
M00001749,CHK00055_009,ENT00571,295
M00001750,CHK00055_010,ENT00363,217
M00001751,CHK00055_010,ENT00347,351
M00001752,CHK00055_010,ENT00230,385
M00001753,CHK00055_010,ENT00429,206
M00001754,CHK00055_011,ENT00338,322
M00001755,CHK00055_011,ENT00581,409
M00001756,CHK00055_012,ENT00192,291
M00001757,CHK00055_012,ENT00486,492
M00001758,CHK00055_012,ENT00111,231
M00001759,CHK00055_012,ENT00336,327
M00001760,CHK00055_013,ENT00027,466
M00001761,CHK00055_013,ENT00191,493
M00001762,CHK00055_013,ENT00203,197
M00001763,CHK00055_013,ENT00071,145
M00001764,CHK00055_014,ENT00465,29
M00001765,CHK00055_015,ENT00160,214
M00001766,CHK00055_015,ENT00113,244
M00001767,CHK00055_015,ENT00132,380
M00001768,CHK00055_015,ENT00549,35
M00001769,CHK00055_016,ENT00162,257
M00001770,CHK00055_016,ENT00588,366
M00001771,CHK00055_016,ENT00317,350
M00001772,CHK00055_016,ENT00207,234
M00001773,CHK00055_017,ENT00252,450
M00001774,CHK00055_017,ENT00538,251
M00001775,CHK00055_017,ENT00336,235
M00001776,CHK00055_017,ENT00582,236
M00001777,CHK00055_018,ENT00400,127
M00001778,CHK00055_018,ENT00179,91
M00001779,CHK00055_018,ENT00425,460
M00001780,CHK00056_000,ENT00068,210
M00001781,CHK00056_000,ENT00222,390
M00001782,CHK00056_000,ENT00505,283
M00001783,CHK00056_001,ENT00419,129
M00001784,CHK00056_001,ENT00461,106
M00001785,CHK00056_001,ENT00168,259
M00001786,CHK00056_002,ENT00390,203
M00001787,CHK00056_002,ENT00351,19
M00001788,CHK00056_002,ENT00408,5
M00001789,CHK00056_002,ENT00199,128
M00001790,CHK00056_003,ENT00496,280
M00001791,CHK00056_003,ENT00472,336
M00001792,CHK00056_003,ENT00069,124
M00001793,CHK00056_003,ENT00084,365
M00001794,CHK00056_004,ENT00102,90
M00001795,CHK00056_005,ENT00279,78
M00001796,CHK00056_006,ENT00452,428
M00001797,CHK00056_006,ENT00048,325
M00001798,CHK00056_007,ENT00255,465
M00001799,CHK00056_007,ENT00383,122
M00001800,CHK00056_008,ENT00345,420
M00001801,CHK00056_009,ENT00171,212
M00001802,CHK00056_009,ENT00045,262
M00001803,CHK00057_000,ENT00438,54
M00001804,CHK00057_000,ENT00123,182
M00001805,CHK00057_000,ENT00237,165
M00001806,CHK00057_000,ENT00218,88
M00001807,CHK00057_001,ENT00217,336
M00001808,CHK00057_001,ENT00469,417
M00001809,CHK00057_001,ENT00225,142
M00001810,CHK00057_001,ENT00067,332
M00001811,CHK00057_002,ENT00549,405
M00001812,CHK00057_003,ENT00340,325
M00001813,CHK00057_003,ENT00179,389
M00001814,CHK00057_004,ENT00515,119
M00001815,CHK00057_004,ENT00013,10
M00001816,CHK00057_005,ENT00383,151
M00001817,CHK00057_005,ENT00510,103
M00001818,CHK00057_006,ENT00454,68
M00001819,CHK00057_006,ENT00336,142
M00001820,CHK00057_007,ENT00024,175
M00001821,CHK00057_007,ENT00234,124
M00001822,CHK00057_007,ENT00339,105
M00001823,CHK00057_008,ENT00066,445
M00001824,CHK00057_009,ENT00093,303
M00001825,CHK00057_009,ENT00177,281
M00001826,CHK00057_010,ENT00318,217
M00001827,CHK00057_010,ENT00168,90
M00001828,CHK00057_010,ENT00202,310
M00001829,CHK00057_010,ENT00250,127
M00001830,CHK00058_000,ENT00171,258
M00001831,CHK00058_000,ENT00482,312
M00001832,CHK00058_000,ENT00451,376
M00001833,CHK00058_000,ENT00432,221
M00001834,CHK00058_001,ENT00085,283
M00001835,CHK00058_001,ENT00307,372
M00001836,CHK00058_001,ENT00550,89
M00001837,CHK00058_001,ENT00156,131
M00001838,CHK00058_002,ENT00073,100
M00001839,CHK00058_002,ENT00341,79
M00001840,CHK00058_002,ENT00139,469
M00001841,CHK00058_002,ENT00480,97
M00001842,CHK00058_003,ENT00503,481
M00001843,CHK00058_003,ENT00414,202
M00001844,CHK00058_003,ENT00425,496
M00001845,CHK00058_004,ENT00394,477
M00001846,CHK00058_005,ENT00377,376
M00001847,CHK00058_005,ENT00059,126
M00001848,CHK00058_005,ENT00394,124
M00001849,CHK00058_005,ENT00434,244
M00001850,CHK00058_006,ENT00151,133
M00001851,CHK00058_007,ENT00119,394
M00001852,CHK00058_008,ENT00530,465
M00001853,CHK00058_009,ENT00309,337
M00001854,CHK00058_009,ENT00512,453
M00001855,CHK00058_009,ENT00545,195
M00001856,CHK00058_010,ENT00275,476
M00001857,CHK00058_010,ENT00214,383
M00001858,CHK00058_011,ENT00071,396
M00001859,CHK00058_012,ENT00202,93
M00001860,CHK00058_012,ENT00498,257
M00001861,CHK00058_013,ENT00205,383
M00001862,CHK00058_013,ENT00060,93
M00001863,CHK00058_014,ENT00111,43
M00001864,CHK00058_014,ENT00170,193
M00001865,CHK00058_014,ENT00081,63
M00001866,CHK00058_014,ENT00300,141
M00001867,CHK00058_015,ENT00496,136
M00001868,CHK00058_015,ENT00103,384
M00001869,CHK00058_015,ENT00009,489
M00001870,CHK00058_015,ENT00062,3
M00001871,CHK00059_000,ENT00439,349
M00001872,CHK00059_000,ENT00344,455
M00001873,CHK00059_000,ENT00379,175
M00001874,CHK00059_001,ENT00338,233
M00001875,CHK00059_001,ENT00102,445
M00001876,CHK00059_001,ENT00003,357
M00001877,CHK00059_002,ENT00377,316
M00001878,CHK00059_002,ENT00462,351
M00001879,CHK00059_003,ENT00017,496
M00001880,CHK00059_003,ENT00368,413
M00001881,CHK00059_003,ENT00046,376
M00001882,CHK00059_004,ENT00356,219
M00001883,CHK00059_005,ENT00130,254
M00001884,CHK00059_006,ENT00172,339
M00001885,CHK00059_006,ENT00456,276
M00001886,CHK00059_006,ENT00118,123
M00001887,CHK00059_006,ENT00493,124
M00001888,CHK00059_007,ENT00108,222
M00001889,CHK00059_008,ENT00126,46
M00001890,CHK00059_008,ENT00139,407
M00001891,CHK00059_008,ENT00547,354
M00001892,CHK00059_008,ENT00503,170
M00001893,CHK00059_009,ENT00351,193
M00001894,CHK00059_010,ENT00091,174
M00001895,CHK00059_011,ENT00318,31
M00001896,CHK00059_012,ENT00532,54
M00001897,CHK00059_012,ENT00227,202
M00001898,CHK00059_013,ENT00303,255
M00001899,CHK00059_013,ENT00224,348
M00001900,CHK00059_014,ENT00327,158
M00001901,CHK00059_015,ENT00060,434
M00001902,CHK00059_015,ENT00341,375
M00001903,CHK00059_015,ENT00156,478
M00001904,CHK00059_015,ENT00215,414
M00001905,CHK00059_016,ENT00499,153
M00001906,CHK00059_016,ENT00401,417
M00001907,CHK00059_017,ENT00400,144
M00001908,CHK00059_017,ENT00073,356
M00001909,CHK00059_017,ENT00540,472
M00001910,CHK00059_017,ENT00289,99
M00001911,CHK00059_018,ENT00311,234
M00001912,CHK00059_019,ENT00200,185
M00001913,CHK00059_019,ENT00009,371
M00001914,CHK00060_000,ENT00120,263
M00001915,CHK00060_001,ENT00246,203
M00001916,CHK00060_002,ENT00474,442
M00001917,CHK00060_003,ENT00023,293
M00001918,CHK00060_003,ENT00586,245
M00001919,CHK00060_004,ENT00305,166
M00001920,CHK00060_004,ENT00585,32
M00001921,CHK00060_004,ENT00128,365
M00001922,CHK00060_004,ENT00101,465
M00001923,CHK00060_005,ENT00065,365
M00001924,CHK00060_005,ENT00531,419
M00001925,CHK00060_005,ENT00598,404
M00001926,CHK00060_005,ENT00551,333
M00001927,CHK00060_006,ENT00184,284
M00001928,CHK00060_006,ENT00005,228
M00001929,CHK00060_007,ENT00575,131
M00001930,CHK00060_008,ENT00372,216
M00001931,CHK00060_008,ENT00557,500
M00001932,CHK00060_008,ENT00175,483
M00001933,CHK00060_009,ENT00143,267
M00001934,CHK00060_009,ENT00590,466
M00001935,CHK00060_009,ENT00502,180
M00001936,CHK00060_009,ENT00320,310
M00001937,CHK00060_010,ENT00220,110
M00001938,CHK00060_010,ENT00137,302
M00001939,CHK00060_010,ENT00565,183
M00001940,CHK00060_011,ENT00167,483
M00001941,CHK00060_011,ENT00409,130
M00001942,CHK00060_011,ENT00467,346
M00001943,CHK00060_011,ENT00085,217
M00001944,CHK00060_012,ENT00381,336
M00001945,CHK00060_012,ENT00577,331
M00001946,CHK00060_013,ENT00253,39
M00001947,CHK00060_014,ENT00091,398
M00001948,CHK00060_014,ENT00371,139
M00001949,CHK00060_014,ENT00341,74
