chunk_id,concept_id,score
CHK00098_009,CON0033,0.486
CHK00098_010,CON0029,0.637
CHK00098_010,CON0020,0.902
CHK00098_011,CON0067,0.404
CHK00098_012,CON0007,0.853
CHK00098_012,CON0079,0.658
CHK00098_013,CON0072,0.557
CHK00099_000,CON0005,0.815
CHK00099_001,CON0018,0.843
CHK00099_002,CON0001,0.875
CHK00099_002,CON0055,0.797
CHK00099_003,CON0060,0.563
CHK00099_003,CON0019,0.519
CHK00099_004,CON0063,0.692
CHK00099_004,CON0055,0.799
CHK00099_004,CON0020,0.612
CHK00099_005,CON0077,0.485
CHK00099_005,CON0037,0.711
CHK00099_006,CON0020,0.778
CHK00099_006,CON0043,0.81
CHK00099_007,CON0043,0.884
CHK00099_007,CON0047,0.918
CHK00099_008,CON0029,0.78
CHK00099_008,CON0040,0.941
CHK00099_009,CON0016,0.979
CHK00099_010,CON0002,0.707
CHK00099_010,CON0040,0.457
CHK00099_011,CON0077,0.44
CHK00099_011,CON0034,0.634
CHK00099_012,CON0000,0.895
CHK00099_012,CON0041,0.69
CHK00099_012,CON0045,0.488
CHK00099_013,CON0024,0.472
CHK00099_013,CON0076,0.84
CHK00099_013,CON0077,0.841
CHK00099_014,CON0038,0.557
CHK00099_015,CON0057,0.776
CHK00099_016,CON0058,0.519
CHK00099_016,CON0035,0.764
CHK00099_017,CON0006,0.921
CHK00099_018,CON0041,0.596
CHK00099_018,CON0050,0.902
CHK00099_018,CON0022,0.421
CHK00099_019,CON0016,0.956
CHK00099_019,CON0063,0.484
CHK00099_019,CON0008,0.461
CHK00100_000,CON0069,0.715
CHK00100_000,CON0007,0.785
CHK00100_001,CON0020,0.858
CHK00100_001,CON0014,0.921
CHK00100_002,CON0028,0.425
CHK00100_002,CON0061,0.855
CHK00100_002,CON0005,0.97
CHK00100_003,CON0063,0.802
CHK00100_003,CON0003,0.818
CHK00100_004,CON0004,0.75
CHK00100_004,CON0026,0.404
CHK00100_004,CON0029,0.821
CHK00100_005,CON0079,0.569
CHK00100_006,CON0032,0.596
CHK00100_006,CON0042,0.556
CHK00100_006,CON0025,0.472
CHK00100_007,CON0013,0.52
CHK00100_007,CON0026,0.742
CHK00100_008,CON0029,0.53
CHK00100_008,CON0072,0.414
CHK00100_008,CON0032,0.407
CHK00100_009,CON0049,0.991
CHK00100_009,CON0041,0.761
CHK00100_009,CON0058,0.499
CHK00100_010,CON0079,0.43
CHK00100_011,CON0012,0.432
CHK00100_012,CON0002,0.862
CHK00100_012,CON0038,0.939
CHK00100_013,CON0015,0.952
CHK00100_014,CON0014,0.452
CHK00100_015,CON0019,0.529
CHK00101_000,CON0035,0.826
CHK00101_001,CON0057,0.924
CHK00101_001,CON0000,0.901
CHK00101_001,CON0005,0.661
CHK00101_002,CON0069,0.624
CHK00101_002,CON0020,0.941
CHK00101_003,CON0051,0.99
CHK00101_003,CON0047,0.86
CHK00101_003,CON0059,0.489
CHK00101_004,CON0042,0.955
CHK00101_005,CON0018,0.724
CHK00101_005,CON0076,0.899
CHK00101_005,CON0043,0.496
CHK00102_000,CON0000,0.799
CHK00102_000,CON0032,0.499
CHK00102_000,CON0070,0.536
CHK00102_001,CON0070,0.714
CHK00102_001,CON0050,0.892
CHK00102_002,CON0024,0.83
CHK00102_003,CON0039,0.545
CHK00102_004,CON0002,0.419
CHK00102_005,CON0015,0.967
CHK00102_005,CON0054,0.797
CHK00102_006,CON0075,0.756
CHK00102_006,CON0061,0.807
CHK00102_006,CON0078,0.986
CHK00102_007,CON0068,0.654
CHK00102_007,CON0012,0.752
CHK00102_008,CON0069,0.45
CHK00102_008,CON0011,0.835
CHK00102_009,CON0043,0.99
CHK00102_009,CON0030,0.421
CHK00102_009,CON0077,0.586
CHK00102_010,CON0003,0.441
CHK00102_010,CON0064,0.509
CHK00102_010,CON0056,0.565
CHK00103_000,CON0057,0.576
CHK00103_001,CON0054,0.812
CHK00103_001,CON0014,0.981
CHK00103_002,CON0022,0.426
CHK00103_002,CON0048,0.51
CHK00103_003,CON0072,0.698
CHK00103_003,CON0003,0.877
CHK00103_003,CON0056,0.658
CHK00103_004,CON0071,0.44
CHK00103_004,CON0054,0.452
CHK00103_005,CON0015,0.414
CHK00104_000,CON0023,0.47
CHK00104_000,CON0074,0.424
CHK00104_000,CON0052,0.521
CHK00104_001,CON0001,0.8
CHK00104_001,CON0014,0.751
CHK00104_001,CON0067,0.405
CHK00104_002,CON0024,0.798
CHK00104_003,CON0018,0.8
CHK00104_004,CON0021,0.904
CHK00104_004,CON0031,0.617
CHK00104_004,CON0052,0.535
CHK00104_005,CON0047,0.764
CHK00104_005,CON0050,0.92
CHK00104_005,CON0057,0.849
CHK00104_006,CON0055,0.76
CHK00104_007,CON0018,0.566
CHK00104_007,CON0005,0.569
CHK00104_007,CON0047,0.79
CHK00104_008,CON0062,0.817
CHK00104_008,CON0049,0.954
CHK00104_008,CON0075,0.763
CHK00104_009,CON0043,0.71
CHK00104_009,CON0068,0.779
CHK00104_010,CON0030,0.515
CHK00104_010,CON0072,0.983
CHK00105_000,CON0024,0.828
CHK00105_000,CON0046,0.732
CHK00105_001,CON0031,0.874
CHK00105_001,CON0026,0.898
CHK00105_001,CON0076,0.51
CHK00105_002,CON0068,0.488
CHK00105_002,CON0043,0.764
CHK00105_003,CON0050,0.513
CHK00105_003,CON0000,0.96
CHK00105_003,CON0008,0.957
CHK00105_004,CON0062,0.465
CHK00105_004,CON0076,0.662
CHK00105_005,CON0046,0.856
CHK00105_006,CON0070,0.721
CHK00105_007,CON0072,0.436
CHK00105_008,CON0077,0.957
CHK00105_008,CON0073,0.612
CHK00105_008,CON0034,0.542
CHK00105_009,CON0020,0.455
CHK00105_010,CON0030,0.676
CHK00105_011,CON0039,0.661
CHK00105_012,CON0056,0.843
CHK00105_012,CON0019,0.631
CHK00105_013,CON0043,0.699
CHK00105_013,CON0041,0.769
CHK00105_013,CON0002,0.903
CHK00105_014,CON0048,0.524
CHK00105_014,CON0021,0.589
CHK00105_014,CON0051,0.643
CHK00105_015,CON0031,0.828
CHK00105_015,CON0008,0.413
CHK00105_015,CON0057,0.743
CHK00105_016,CON0044,0.561
CHK00105_016,CON0029,0.947
CHK00105_017,CON0004,0.987
CHK00106_000,CON0067,0.959
CHK00106_001,CON0023,0.646
CHK00106_001,CON0029,0.5
CHK00106_002,CON0022,0.682
CHK00106_002,CON0036,0.654
CHK00106_002,CON0070,0.501
CHK00106_003,CON0022,0.474
CHK00106_003,CON0068,0.678
CHK00106_004,CON0041,0.913
CHK00106_005,CON0017,0.429
CHK00106_005,CON0021,0.494
CHK00106_006,CON0031,0.505
CHK00106_006,CON0058,0.466
CHK00106_007,CON0036,0.676
CHK00106_008,CON0066,0.746
CHK00106_008,CON0045,0.903
CHK00106_008,CON0077,0.643
CHK00106_009,CON0047,0.763
CHK00106_009,CON0038,0.647
CHK00106_009,CON0014,0.626
CHK00106_010,CON0002,0.529
CHK00106_011,CON0050,0.485
CHK00106_011,CON0031,0.94
CHK00107_000,CON0012,0.577
CHK00107_001,CON0065,0.686
CHK00107_001,CON0070,0.96
CHK00107_002,CON0012,0.488
CHK00107_003,CON0003,0.642
CHK00107_003,CON0057,0.879
CHK00107_004,CON0015,0.66
CHK00107_004,CON0056,0.708
CHK00107_004,CON0062,0.8
CHK00107_005,CON0042,0.839
CHK00107_005,CON0056,0.781
CHK00107_006,CON0050,0.425
CHK00107_006,CON0028,0.582
CHK00107_007,CON0054,0.728
CHK00107_008,CON0033,0.836
CHK00107_009,CON0063,0.469
CHK00107_010,CON0042,0.493
CHK00107_010,CON0041,0.809
CHK00107_010,CON0067,0.83
CHK00107_011,CON0065,0.699
CHK00107_011,CON0038,0.835
CHK00107_012,CON0013,0.733
CHK00107_012,CON0018,0.907
CHK00107_013,CON0069,0.648
CHK00107_013,CON0064,0.64
CHK00107_013,CON0046,0.74
CHK00107_014,CON0061,0.956
CHK00107_014,CON0008,0.434
CHK00107_014,CON0040,0.644
CHK00107_015,CON0047,0.585
CHK00107_015,CON0015,0.692
CHK00107_016,CON0043,0.496
CHK00108_000,CON0001,0.657
CHK00108_000,CON0019,0.938
CHK00108_000,CON0069,0.961
CHK00108_001,CON0017,0.575
CHK00108_002,CON0042,0.423
CHK00108_002,CON0012,0.75
CHK00108_003,CON0050,0.895
CHK00108_004,CON0078,0.443
CHK00108_004,CON0067,0.768
CHK00108_005,CON0020,0.458
CHK00108_005,CON0065,0.764
CHK00108_006,CON0057,0.971
CHK00108_006,CON0045,0.584
CHK00109_000,CON0004,0.448
CHK00109_001,CON0016,0.834
CHK00109_001,CON0019,0.569
CHK00109_002,CON0070,0.962
CHK00109_002,CON0075,0.526
CHK00109_002,CON0038,0.684
CHK00109_003,CON0032,0.634
CHK00109_004,CON0054,0.921
CHK00109_004,CON0040,0.51
CHK00109_004,CON0072,0.922
CHK00109_005,CON0017,0.544
CHK00109_006,CON0043,0.624
CHK00109_006,CON0078,0.402
CHK00109_007,CON0064,0.634
CHK00109_007,CON0035,0.717
CHK00109_007,CON0067,0.754
CHK00109_008,CON0075,0.723
CHK00109_008,CON0070,0.853
CHK00109_008,CON0037,0.427
CHK00109_009,CON0008,0.957
CHK00109_009,CON0060,0.948
CHK00109_009,CON0053,0.765
CHK00109_010,CON0029,0.801
CHK00109_011,CON0057,0.543
CHK00110_000,CON0039,0.698
CHK00110_000,CON0076,0.748
CHK00110_000,CON0006,0.72
CHK00110_001,CON0069,0.794
CHK00110_002,CON0033,0.803
CHK00110_002,CON0021,0.649
CHK00110_002,CON0037,0.944
CHK00110_003,CON0039,0.815
CHK00110_003,CON0069,0.783
CHK00110_004,CON0034,0.979
CHK00110_005,CON0078,0.614
CHK00110_005,CON0035,0.455
CHK00110_005,CON0010,0.506
CHK00110_006,CON0011,0.487
CHK00110_006,CON0008,0.496
CHK00110_006,CON0020,0.889
CHK00111_000,CON0027,0.514
CHK00111_000,CON0021,0.782
CHK00111_001,CON0063,0.632
CHK00111_001,CON0071,0.786
CHK00111_001,CON0058,0.519
CHK00111_002,CON0073,0.613
CHK00111_003,CON0010,0.906
CHK00111_003,CON0017,0.757
CHK00111_004,CON0070,0.472
CHK00111_004,CON0043,0.886
CHK00111_005,CON0013,0.433
CHK00111_006,CON0052,0.985
CHK00111_006,CON0009,0.618
CHK00111_007,CON0011,0.922
CHK00111_008,CON0033,0.861
CHK00111_009,CON0074,0.88
CHK00111_010,CON0069,0.961
CHK00111_010,CON0010,0.922
CHK00111_010,CON0070,0.728
CHK00111_011,CON0011,0.561
CHK00111_011,CON0042,0.431
CHK00111_012,CON0005,0.886
CHK00111_012,CON0060,0.644
CHK00111_013,CON0072,0.82
CHK00111_014,CON0016,0.543
CHK00111_014,CON0021,0.645
CHK00111_014,CON0065,0.809
CHK00111_015,CON0027,0.8
CHK00111_015,CON0078,0.515
CHK00112_000,CON0053,0.699
CHK00112_000,CON0032,0.987
CHK00112_000,CON0077,0.643
CHK00112_001,CON0031,0.479
CHK00112_002,CON0050,0.566
CHK00112_002,CON0017,0.468
CHK00112_002,CON0027,0.402
CHK00112_003,CON0043,0.524
CHK00112_004,CON0048,0.808
CHK00112_004,CON0066,0.666
CHK00112_005,CON0031,0.662
CHK00112_005,CON0062,0.551
CHK00112_005,CON0035,0.66
CHK00112_006,CON0067,0.522
CHK00112_006,CON0037,0.466
CHK00112_007,CON0060,0.871
CHK00112_008,CON0028,0.521
CHK00112_008,CON0057,0.918
CHK00113_000,CON0062,0.631
CHK00113_001,CON0032,0.917
CHK00113_001,CON0012,0.71
CHK00113_001,CON0034,0.586
CHK00113_002,CON0030,0.939
CHK00113_003,CON0023,0.402
CHK00113_003,CON0063,0.975
CHK00113_003,CON0067,0.596
CHK00113_004,CON0054,0.818
CHK00113_004,CON0032,0.563
CHK00113_005,CON0041,0.427
CHK00113_006,CON0071,0.814
CHK00113_006,CON0002,0.462
CHK00113_007,CON0068,0.462
CHK00113_007,CON0009,0.994
CHK00113_008,CON0075,0.645
CHK00113_009,CON0076,0.848
CHK00113_009,CON0068,0.963
CHK00114_000,CON0042,0.453
CHK00114_000,CON0012,0.75
CHK00114_001,CON0071,0.416
CHK00114_001,CON0021,0.459
CHK00114_002,CON0020,0.541
CHK00114_003,CON0058,0.797
CHK00114_003,CON0007,0.535
CHK00114_004,CON0026,0.901
CHK00114_004,CON0046,0.659
CHK00114_004,CON0038,0.813
CHK00114_005,CON0004,0.505
CHK00114_005,CON0068,0.906
CHK00114_006,CON0027,0.444
CHK00114_007,CON0021,0.828
CHK00114_007,CON0034,0.93
CHK00114_007,CON0066,0.719
CHK00114_008,CON0054,0.767
CHK00114_008,CON0022,0.877
CHK00114_009,CON0068,0.956
CHK00114_009,CON0059,0.925
CHK00114_010,CON0014,0.637
CHK00114_010,CON0071,0.79
CHK00114_010,CON0061,0.827
CHK00114_011,CON0016,0.544
CHK00114_012,CON0010,0.723
CHK00114_012,CON0043,0.556
CHK00114_012,CON0067,0.599
CHK00115_000,CON0066,0.489
CHK00115_001,CON0069,0.677
CHK00115_001,CON0010,0.809
CHK00115_001,CON0041,0.996
CHK00115_002,CON0003,0.865
CHK00115_003,CON0021,0.449
CHK00115_003,CON0074,0.813
CHK00115_004,CON0047,0.416
CHK00115_004,CON0007,0.49
CHK00115_004,CON0077,0.612
CHK00115_005,CON0037,0.496
CHK00115_005,CON0033,0.727
CHK00115_006,CON0064,0.873
CHK00115_006,CON0079,0.588
CHK00115_007,CON0003,0.76
CHK00115_007,CON0005,0.402
CHK00115_008,CON0046,0.834
CHK00115_009,CON0052,0.49
CHK00115_010,CON0039,0.871
CHK00115_010,CON0021,0.625
CHK00115_011,CON0026,0.646
CHK00115_011,CON0030,0.914
CHK00115_012,CON0015,0.919
CHK00115_013,CON0000,0.728
CHK00115_013,CON0033,0.684
CHK00115_013,CON0022,0.928
CHK00115_014,CON0051,0.561
CHK00115_015,CON0079,0.836
CHK00115_015,CON0037,0.713
CHK00115_016,CON0016,0.833
CHK00115_016,CON0047,0.907
CHK00115_017,CON0010,0.924
CHK00115_017,CON0059,0.893
CHK00116_000,CON0047,0.81
CHK00116_000,CON0043,0.576
CHK00116_000,CON0069,0.976
CHK00116_001,CON0039,0.875
CHK00116_001,CON0052,0.918
CHK00116_002,CON0047,0.545
CHK00116_003,CON0059,0.766
CHK00116_004,CON0007,0.543
CHK00116_004,CON0037,0.95
CHK00116_005,CON0015,0.884
CHK00116_005,CON0050,0.884
CHK00116_005,CON0028,0.454
CHK00116_006,CON0075,0.455
CHK00116_007,CON0041,0.929
CHK00116_007,CON0028,0.913
CHK00116_007,CON0005,0.834
CHK00116_008,CON0067,0.525
CHK00116_008,CON0001,0.416
CHK00116_008,CON0023,0.886
CHK00116_009,CON0014,0.477
CHK00116_009,CON0070,0.758
CHK00116_010,CON0063,0.894
CHK00116_010,CON0033,0.758
CHK00116_010,CON0036,0.976
CHK00116_011,CON0078,0.48
CHK00116_011,CON0044,0.435
CHK00116_012,CON0073,0.724
CHK00116_012,CON0036,0.536
CHK00116_012,CON0013,0.638
CHK00116_013,CON0020,0.761
CHK00116_013,CON0027,0.489
CHK00116_013,CON0077,0.544
CHK00116_014,CON0037,0.478
CHK00116_015,CON0055,0.712
CHK00116_015,CON0005,0.458
CHK00117_000,CON0049,0.931
CHK00117_000,CON0050,0.453
CHK00117_001,CON0058,0.964
CHK00117_001,CON0009,0.528
CHK00117_001,CON0041,0.972
CHK00117_002,CON0065,0.51
CHK00117_002,CON0070,0.743
CHK00117_003,CON0005,0.582
CHK00117_003,CON0014,0.733
CHK00117_003,CON0030,0.876
CHK00117_004,CON0070,0.644
CHK00117_004,CON0067,0.527
CHK00117_004,CON0017,0.787
CHK00118_000,CON0008,0.744
CHK00118_000,CON0037,0.961
CHK00118_000,CON0036,0.829
CHK00118_001,CON0079,0.885
CHK00118_001,CON0053,0.922
CHK00118_001,CON0073,0.794
CHK00118_002,CON0072,0.488
CHK00118_002,CON0031,0.739
CHK00118_003,CON0072,0.875
CHK00118_003,CON0079,0.914
CHK00118_004,CON0037,0.868
CHK00118_005,CON0060,0.784
CHK00118_005,CON0019,0.674
CHK00118_005,CON0050,0.651
CHK00118_006,CON0028,0.945
CHK00118_006,CON0041,0.79
CHK00118_006,CON0077,0.939
CHK00118_007,CON0000,0.976
CHK00118_007,CON0044,0.932
CHK00119_000,CON0051,0.754
CHK00119_001,CON0048,0.644
CHK00119_001,CON0073,0.444
CHK00119_001,CON0044,0.898
CHK00119_002,CON0015,0.906
CHK00119_002,CON0032,0.866
CHK00119_003,CON0005,0.9
CHK00119_003,CON0003,0.499
CHK00119_004,CON0055,0.944
CHK00119_004,CON0076,0.634
CHK00119_004,CON0050,0.999
CHK00119_005,CON0003,0.967
CHK00119_005,CON0006,0.625
CHK00119_006,CON0058,0.645
CHK00119_007,CON0018,0.532
CHK00119_007,CON0006,0.568
CHK00119_007,CON0047,0.41
CHK00119_008,CON0051,0.858
CHK00119_009,CON0062,0.835
CHK00119_010,CON0002,0.962
CHK00119_010,CON0050,0.805
CHK00119_011,CON0058,0.539
CHK00119_012,CON0013,0.727
CHK00119_012,CON0059,0.447
CHK00119_013,CON0000,0.628
CHK00119_014,CON0048,0.514
CHK00119_014,CON0015,0.668
CHK00119_015,CON0041,0.918
CHK00119_015,CON0006,0.576
CHK00119_015,CON0018,0.426
CHK00119_016,CON0006,0.671
CHK00119_016,CON0030,0.809
CHK00119_017,CON0013,0.845
CHK00119_017,CON0018,0.7
CHK00119_017,CON0059,0.708
CHK00120_000,CON0068,0.777
CHK00120_000,CON0023,0.557
CHK00120_000,CON0013,0.958
CHK00120_001,CON0077,0.54
CHK00120_001,CON0056,0.656
CHK00120_002,CON0022,0.645
CHK00120_002,CON0069,0.603
CHK00120_002,CON0040,0.743
CHK00120_003,CON0075,0.642
CHK00120_003,CON0069,0.956
CHK00120_003,CON0054,0.471
CHK00120_004,CON0030,0.711
CHK00120_004,CON0051,0.885
CHK00120_005,CON0048,0.724
CHK00120_006,CON0020,0.995
CHK00120_006,CON0011,0.807
CHK00120_007,CON0033,0.49
CHK00120_007,CON0051,0.444
CHK00120_007,CON0072,0.791
CHK00120_008,CON0072,0.981
CHK00120_008,CON0050,0.853
CHK00120_009,CON0020,0.476
CHK00121_000,CON0032,0.789
CHK00121_000,CON0064,0.579
CHK00121_000,CON0037,0.763
CHK00121_001,CON0057,0.705
CHK00121_001,CON0069,0.977
CHK00121_002,CON0022,0.937
CHK00121_002,CON0030,0.641
CHK00121_003,CON0009,0.438
CHK00121_003,CON0078,0.777
CHK00121_004,CON0064,0.831
CHK00121_004,CON0063,0.492
CHK00121_005,CON0004,0.591
CHK00121_005,CON0068,0.715
CHK00122_000,CON0046,0.853
CHK00122_001,CON0069,0.867
CHK00122_001,CON0022,0.606
CHK00122_002,CON0025,0.612
CHK00122_002,CON0017,0.889
CHK00122_003,CON0073,0.898
CHK00122_003,CON0034,0.533
CHK00122_003,CON0050,0.964
CHK00122_004,CON0033,0.448
CHK00122_005,CON0043,0.633
CHK00122_006,CON0043,0.718
CHK00122_007,CON0047,0.415
CHK00122_007,CON0046,0.787
CHK00122_008,CON0036,0.535
CHK00122_008,CON0033,0.516
CHK00122_009,CON0009,0.759
CHK00122_009,CON0014,0.499
CHK00122_009,CON0061,0.519
CHK00122_010,CON0026,0.585
CHK00122_010,CON0050,0.595
CHK00122_011,CON0025,0.53
CHK00122_011,CON0013,0.504
CHK00123_000,CON0057,0.427
CHK00123_000,CON0040,0.976
CHK00123_001,CON0004,0.866
CHK00123_002,CON0016,0.563
CHK00123_002,CON0061,0.478
CHK00123_002,CON0000,0.907
CHK00123_003,CON0053,0.973
CHK00123_003,CON0007,0.918
CHK00123_004,CON0043,0.602
CHK00123_004,CON0065,0.844
CHK00123_005,CON0078,0.507
CHK00123_005,CON0036,0.477
CHK00123_006,CON0054,0.482
CHK00123_006,CON0042,0.911
CHK00123_006,CON0003,0.929
CHK00123_007,CON0029,0.479
CHK00123_007,CON0009,0.926
CHK00123_007,CON0030,0.93
CHK00123_008,CON0008,0.403
CHK00123_008,CON0026,0.604
CHK00123_009,CON0012,0.571
CHK00123_009,CON0036,0.712
CHK00123_009,CON0038,0.77
CHK00123_010,CON0037,0.49
CHK00123_010,CON0052,0.404
CHK00123_011,CON0067,0.531
CHK00123_012,CON0008,0.476
CHK00123_013,CON0048,0.843
CHK00123_014,CON0070,0.678
CHK00123_015,CON0058,0.506
CHK00123_016,CON0071,0.69
CHK00123_016,CON0034,0.627
CHK00123_017,CON0011,0.629
CHK00123_017,CON0065,0.795
CHK00123_017,CON0058,0.545
CHK00124_000,CON0027,0.793
CHK00124_000,CON0072,0.98
CHK00124_001,CON0019,0.746
CHK00124_002,CON0054,0.445
CHK00124_002,CON0041,0.582
CHK00124_002,CON0074,0.732
CHK00124_003,CON0031,0.522
CHK00124_003,CON0073,0.734
CHK00124_003,CON0069,0.585
CHK00124_004,CON0059,0.497
CHK00124_004,CON0063,0.636
CHK00124_004,CON0028,0.548
CHK00124_005,CON0078,0.508
CHK00124_005,CON0014,0.668
CHK00124_006,CON0031,0.681
CHK00124_006,CON0076,0.716
CHK00124_007,CON0041,0.971
CHK00124_007,CON0017,0.967
CHK00124_007,CON0074,0.711
CHK00124_008,CON0050,0.729
CHK00124_008,CON0006,0.504
CHK00124_009,CON0056,0.816
CHK00124_009,CON0044,0.833
CHK00124_009,CON0026,0.927
CHK00125_000,CON0010,0.913
CHK00125_000,CON0073,0.744
CHK00125_001,CON0002,0.867
CHK00125_002,CON0061,0.566
CHK00125_003,CON0053,0.526
CHK00125_003,CON0060,0.756
CHK00125_003,CON0010,0.456
CHK00125_004,CON0019,0.494
CHK00125_004,CON0014,0.92
CHK00125_004,CON0026,0.954
CHK00125_005,CON0014,0.468
CHK00125_006,CON0005,0.473
CHK00125_007,CON0043,0.959
CHK00125_007,CON0067,0.519
CHK00125_007,CON0056,0.774
CHK00125_008,CON0048,0.525
CHK00125_008,CON0043,0.408
CHK00125_009,CON0011,0.571
CHK00125_010,CON0076,0.572
CHK00125_011,CON0044,0.904
CHK00125_011,CON0048,0.44
CHK00126_000,CON0029,0.981
CHK00126_001,CON0070,0.724
CHK00126_001,CON0041,0.632
CHK00126_002,CON0019,0.415
CHK00126_003,CON0078,0.688
CHK00126_003,CON0020,0.735
CHK00126_004,CON0007,0.659
CHK00126_004,CON0056,0.917
CHK00126_004,CON0010,0.413
CHK00126_005,CON0043,0.592
CHK00126_006,CON0036,0.435
CHK00126_006,CON0004,0.41
CHK00126_006,CON0031,0.618
CHK00126_007,CON0047,0.666
CHK00126_008,CON0032,0.688
CHK00126_009,CON0005,0.733
CHK00126_010,CON0026,0.416
CHK00127_000,CON0001,0.887
CHK00127_000,CON0066,0.802
CHK00127_000,CON0012,0.669
CHK00127_001,CON0007,0.451
CHK00127_001,CON0059,0.705
CHK00127_002,CON0036,0.617
CHK00127_003,CON0025,0.415
CHK00127_004,CON0054,0.698
CHK00127_004,CON0076,0.523
CHK00127_004,CON0032,0.737
CHK00127_005,CON0032,0.934
CHK00127_005,CON0055,0.662
CHK00127_006,CON0067,0.544
CHK00127_007,CON0042,0.415
CHK00127_007,CON0075,0.441
CHK00127_008,CON0059,0.948
CHK00127_008,CON0015,0.422
CHK00127_009,CON0072,0.854
CHK00127_010,CON0040,0.871
CHK00127_011,CON0050,0.718
CHK00127_011,CON0077,0.696
CHK00128_000,CON0012,0.53
CHK00128_000,CON0019,0.572
CHK00128_001,CON0055,0.527
CHK00128_001,CON0023,0.813
CHK00128_002,CON0008,0.827
CHK00128_003,CON0006,0.676
CHK00128_003,CON0065,0.942
CHK00128_004,CON0003,0.778
CHK00128_005,CON0078,0.757
CHK00128_005,CON0073,0.931
CHK00128_005,CON0065,0.868
CHK00128_006,CON0068,0.702
CHK00128_007,CON0033,0.721
CHK00128_007,CON0038,0.496
CHK00128_008,CON0056,0.723
CHK00128_008,CON0001,0.437
CHK00128_009,CON0011,0.628
CHK00128_009,CON0023,0.451
CHK00128_009,CON0024,0.757
CHK00128_010,CON0075,0.875
CHK00128_010,CON0034,0.76
CHK00128_011,CON0061,0.426
CHK00128_011,CON0006,0.613
CHK00128_011,CON0034,0.828
CHK00128_012,CON0045,0.656
CHK00128_013,CON0070,0.6
CHK00128_013,CON0071,0.626
CHK00128_013,CON0028,0.464
CHK00128_014,CON0048,0.549
CHK00128_014,CON0049,0.559
CHK00128_014,CON0069,0.767
CHK00128_015,CON0019,0.736
CHK00128_016,CON0035,0.728
CHK00128_016,CON0069,0.4
CHK00128_017,CON0064,0.425
CHK00128_017,CON0029,0.662
CHK00128_017,CON0078,0.991
CHK00128_018,CON0011,0.58
CHK00129_000,CON0060,0.832
CHK00129_001,CON0065,0.599
CHK00129_001,CON0012,0.898
CHK00129_001,CON0051,0.413
CHK00129_002,CON0012,0.79
CHK00129_002,CON0054,0.924
CHK00129_002,CON0040,0.818
CHK00129_003,CON0008,0.853
CHK00129_003,CON0060,0.691
CHK00129_004,CON0033,0.744
CHK00129_004,CON0076,0.728
CHK00129_004,CON0068,0.425
CHK00129_005,CON0018,0.448
CHK00129_005,CON0012,0.563
CHK00129_005,CON0034,0.71
CHK00129_006,CON0048,0.653
CHK00129_006,CON0033,0.798
CHK00129_006,CON0069,0.77
CHK00129_007,CON0041,0.604
CHK00129_008,CON0023,0.997
CHK00129_008,CON0007,0.548
CHK00129_008,CON0061,0.957
CHK00129_009,CON0060,0.447
CHK00129_010,CON0068,0.524
CHK00129_010,CON0071,0.589
CHK00129_010,CON0050,0.646
CHK00129_011,CON0047,0.433
CHK00129_011,CON0076,0.691
CHK00130_000,CON0022,0.576
CHK00130_000,CON0006,0.626
CHK00130_001,CON0055,0.497
CHK00130_001,CON0033,0.892
CHK00130_002,CON0003,0.87
CHK00130_002,CON0073,0.585
CHK00130_002,CON0057,0.591
CHK00130_003,CON0047,0.555
CHK00130_004,CON0042,0.765
CHK00130_004,CON0077,0.537
CHK00130_005,CON0015,0.505
CHK00130_006,CON0060,0.641
CHK00130_006,CON0039,0.858
CHK00130_007,CON0010,0.506
CHK00130_008,CON0032,0.784
CHK00130_008,CON0068,0.996
CHK00130_008,CON0066,0.404
CHK00130_009,CON0066,0.827
CHK00130_009,CON0050,0.995
CHK00130_009,CON0061,0.477
CHK00130_010,CON0034,0.668
CHK00130_011,CON0006,0.522
CHK00130_012,CON0075,0.92
CHK00130_012,CON0049,0.719
CHK00130_013,CON0016,0.803
CHK00130_013,CON0015,0.817
CHK00131_000,CON0036,0.603
CHK00131_000,CON0059,0.487
CHK00131_001,CON0019,0.961
CHK00131_002,CON0026,0.799
CHK00131_002,CON0031,0.787
CHK00131_003,CON0068,0.892
CHK00131_003,CON0048,0.939
CHK00131_003,CON0021,0.612
CHK00131_004,CON0031,0.553
CHK00131_004,CON0005,0.829
CHK00131_005,CON0041,0.832
CHK00131_006,CON0039,0.407
CHK00131_007,CON0050,0.703
CHK00131_007,CON0056,0.709
CHK00131_007,CON0060,0.44
CHK00131_008,CON0033,0.432
CHK00131_008,CON0054,0.719
CHK00131_009,CON0013,0.545
CHK00131_009,CON0001,0.757
CHK00131_009,CON0041,0.488
CHK00131_010,CON0065,0.437
CHK00131_010,CON0019,0.996
CHK00131_010,CON0076,0.589
CHK00131_011,CON0017,0.626
CHK00131_011,CON0032,0.422
CHK00131_012,CON0028,0.498
CHK00131_012,CON0075,0.541
CHK00131_012,CON0057,0.741
CHK00132_000,CON0073,0.734
CHK00132_001,CON0001,0.511
CHK00132_002,CON0066,0.66
CHK00132_002,CON0049,0.469
CHK00132_002,CON0059,0.946
CHK00132_003,CON0049,0.573
CHK00132_003,CON0011,0.95
CHK00132_004,CON0061,0.566
