interaction_id,user_id,item_id,action,timestamp,rating,session_id
IX00006070,U000957,I00548,view,2025-01-24T22:55:00,,S0001214
IX00006071,U000343,I00196,click,2025-02-03T22:25:00,,S0001214
IX00006072,U000419,I00410,purchase,2024-07-09T05:48:00,,S0001214
IX00006073,U000418,I00157,view,2025-06-01T15:25:00,,S0001214
IX00006074,U000437,I00322,click,2024-03-07T14:32:00,,S0001214
IX00006075,U000010,I00470,view,2025-08-17T04:13:00,,S0001215
IX00006076,U000021,I00183,view,2025-06-15T14:42:00,,S0001215
IX00006077,U000046,I00437,view,2024-07-31T05:15:00,,S0001215
IX00006078,U000623,I00540,add_to_cart,2025-04-03T19:02:00,,S0001215
IX00006079,U000404,I00361,click,2025-06-10T12:11:00,,S0001215
IX00006080,U000572,I00072,click,2025-03-17T01:59:00,,S0001216
IX00006081,U000047,I00322,purchase,2025-05-22T03:18:00,,S0001216
IX00006082,U000599,I00535,view,2025-11-03T22:35:00,,S0001216
IX00006083,U001145,I00078,click,2024-10-19T11:56:00,,S0001216
IX00006084,U000505,I00410,purchase,2025-03-04T14:51:00,,S0001216
IX00006085,U000614,I00136,click,2025-05-20T07:17:00,,S0001217
IX00006086,U000478,I00297,click,2025-07-16T01:56:00,,S0001217
IX00006087,U000666,I00100,click,2025-08-09T01:01:00,,S0001217
IX00006088,U000796,I00250,view,2024-03-30T18:52:00,,S0001217
IX00006089,U001110,I00475,view,2024-11-06T15:20:00,,S0001217
IX00006090,U001082,I00537,view,2025-07-06T17:09:00,,S0001218
IX00006091,U000911,I00148,view,2024-09-27T12:06:00,,S0001218
IX00006092,U000825,I00284,view,2025-09-25T07:18:00,,S0001218
IX00006093,U000809,I00107,view,2024-11-27T01:58:00,,S0001218
IX00006094,U000092,I00284,view,2025-08-07T22:00:00,,S0001218
IX00006095,U000798,I00156,view,2025-09-14T21:50:00,,S0001219
IX00006096,U000455,I00173,view,2024-08-25T12:13:00,,S0001219
IX00006097,U000830,I00322,view,2024-06-30T03:49:00,,S0001219
IX00006098,U000209,I00388,add_to_cart,2025-02-02T01:05:00,,S0001219
IX00006099,U001033,I00250,view,2024-01-06T17:47:00,,S0001219
IX00006100,U000429,I00189,click,2024-11-13T14:19:00,,S0001220
IX00006101,U000781,I00249,add_to_cart,2024-11-02T20:03:00,,S0001220
IX00006102,U000434,I00264,view,2024-09-22T15:03:00,,S0001220
IX00006103,U000881,I00417,click,2025-08-19T04:10:00,,S0001220
IX00006104,U000167,I00249,view,2024-07-09T06:03:00,,S0001220
IX00006105,U000692,I00022,add_to_cart,2024-08-31T19:36:00,,S0001221
IX00006106,U000829,I00401,click,2024-12-25T18:48:00,,S0001221
IX00006107,U001029,I00406,click,2025-12-19T02:23:00,,S0001221
IX00006108,U000090,I00022,view,2024-11-05T04:11:00,,S0001221
IX00006109,U000453,I00120,add_to_cart,2025-01-16T04:28:00,,S0001221
IX00006110,U000851,I00410,view,2025-11-08T13:41:00,,S0001222
IX00006111,U000457,I00284,click,2024-11-19T00:00:00,,S0001222
IX00006112,U000053,I00111,view,2024-12-12T16:26:00,,S0001222
IX00006113,U001062,I00010,view,2024-02-01T02:20:00,,S0001222
IX00006114,U000602,I00487,purchase,2025-04-21T03:13:00,,S0001222
IX00006115,U000189,I00535,view,2025-07-26T01:52:00,,S0001223
IX00006116,U000185,I00322,click,2025-09-14T19:23:00,,S0001223
IX00006117,U000237,I00116,click,2025-02-14T21:20:00,,S0001223
IX00006118,U000765,I00021,view,2024-12-30T11:28:00,,S0001223
IX00006119,U000194,I00369,add_to_cart,2025-08-30T07:35:00,,S0001223
IX00006120,U001180,I00249,view,2025-03-24T02:46:00,,S0001224
IX00006121,U001008,I00064,view,2024-01-08T18:18:00,,S0001224
IX00006122,U000637,I00322,add_to_cart,2024-05-31T20:23:00,,S0001224
IX00006123,U000333,I00437,view,2025-07-25T12:28:00,,S0001224
IX00006124,U000207,I00322,purchase,2024-03-26T05:14:00,,S0001224
IX00006125,U000450,I00120,click,2024-05-23T02:32:00,,S0001225
IX00006126,U000572,I00305,view,2024-06-16T04:36:00,,S0001225
IX00006127,U000543,I00022,view,2024-02-23T07:16:00,,S0001225
IX00006128,U000149,I00541,view,2025-04-27T16:55:00,,S0001225
IX00006129,U001138,I00194,view,2024-06-07T15:19:00,,S0001225
IX00006130,U000014,I00222,click,2024-04-18T02:19:00,,S0001226
IX00006131,U000371,I00530,click,2024-05-14T01:07:00,,S0001226
IX00006132,U000121,I00587,purchase,2025-08-29T12:38:00,,S0001226
IX00006133,U000879,I00186,view,2025-11-20T03:11:00,,S0001226
IX00006134,U000241,I00301,view,2024-02-19T21:57:00,,S0001226
IX00006135,U000167,I00524,add_to_cart,2025-11-14T04:29:00,,S0001227
IX00006136,U000471,I00511,purchase,2025-09-21T20:46:00,,S0001227
IX00006137,U000400,I00027,view,2024-11-28T12:11:00,,S0001227
IX00006138,U001040,I00452,view,2025-08-17T04:37:00,,S0001227
IX00006139,U000308,I00120,view,2024-10-18T22:37:00,,S0001227
IX00006140,U000881,I00301,click,2025-12-05T17:14:00,,S0001228
IX00006141,U000215,I00492,click,2025-08-19T13:12:00,,S0001228
IX00006142,U001168,I00452,purchase,2025-07-14T01:39:00,,S0001228
IX00006143,U000735,I00021,view,2024-06-16T03:02:00,,S0001228
IX00006144,U000100,I00492,view,2025-03-08T00:12:00,,S0001228
IX00006145,U000829,I00452,add_to_cart,2024-04-15T23:31:00,,S0001229
IX00006146,U000027,I00136,add_to_cart,2025-02-20T01:27:00,,S0001229
IX00006147,U000154,I00401,view,2025-05-26T03:29:00,,S0001229
IX00006148,U001130,I00492,view,2024-10-06T14:30:00,,S0001229
IX00006149,U000539,I00156,add_to_cart,2024-12-26T01:01:00,,S0001229
IX00006150,U000023,I00316,view,2024-12-06T17:07:00,,S0001230
IX00006151,U000269,I00401,view,2025-04-12T08:57:00,,S0001230
IX00006152,U000885,I00322,click,2024-08-13T23:21:00,,S0001230
IX00006153,U001118,I00535,click,2024-12-22T19:30:00,,S0001230
IX00006154,U000997,I00139,view,2025-09-14T09:21:00,,S0001230
IX00006155,U000293,I00363,view,2025-11-04T00:32:00,,S0001231
IX00006156,U000735,I00254,purchase,2025-10-28T15:07:00,,S0001231
IX00006157,U000366,I00186,click,2024-07-14T23:01:00,,S0001231
IX00006158,U001092,I00163,click,2025-02-19T13:19:00,,S0001231
IX00006159,U000707,I00116,purchase,2024-04-08T13:20:00,,S0001231
IX00006160,U000585,I00269,view,2025-06-21T21:30:00,,S0001232
IX00006161,U000961,I00586,add_to_cart,2025-11-19T12:48:00,,S0001232
IX00006162,U000655,I00305,purchase,2024-01-15T04:35:00,,S0001232
IX00006163,U000793,I00097,view,2025-04-01T13:14:00,,S0001232
IX00006164,U000799,I00220,view,2025-07-07T13:37:00,,S0001232
IX00006165,U000388,I00186,view,2025-06-18T04:21:00,,S0001233
IX00006166,U000819,I00511,rate,2025-08-31T21:32:00,5,S0001233
IX00006167,U000989,I00355,view,2024-05-07T13:30:00,,S0001233
IX00006168,U000322,I00492,view,2025-05-17T23:20:00,,S0001233
IX00006169,U000323,I00036,purchase,2025-01-07T16:58:00,,S0001233
IX00006170,U000422,I00072,view,2024-05-31T11:00:00,,S0001234
IX00006171,U000367,I00572,view,2024-12-14T05:10:00,,S0001234
IX00006172,U000799,I00492,view,2024-01-01T17:47:00,,S0001234
IX00006173,U001070,I00492,view,2024-11-12T20:29:00,,S0001234
IX00006174,U000128,I00250,purchase,2024-04-20T12:21:00,,S0001234
IX00006175,U000115,I00189,click,2024-06-02T00:16:00,,S0001235
IX00006176,U000466,I00189,click,2024-03-30T06:25:00,,S0001235
IX00006177,U001054,I00148,view,2025-02-27T00:34:00,,S0001235
IX00006178,U000470,I00164,view,2024-06-01T08:16:00,,S0001235
IX00006179,U000253,I00010,purchase,2024-03-28T05:00:00,,S0001235
IX00006180,U001185,I00148,click,2024-09-21T07:43:00,,S0001236
IX00006181,U000567,I00533,view,2025-10-18T02:33:00,,S0001236
IX00006182,U000063,I00487,view,2025-07-05T16:34:00,,S0001236
IX00006183,U000543,I00401,add_to_cart,2024-07-20T23:14:00,,S0001236
IX00006184,U000953,I00511,click,2025-05-08T20:11:00,,S0001236
IX00006185,U000309,I00396,click,2024-11-07T01:32:00,,S0001237
IX00006186,U000197,I00541,view,2025-03-13T18:07:00,,S0001237
IX00006187,U000189,I00120,add_to_cart,2025-09-29T19:18:00,,S0001237
IX00006188,U001058,I00072,view,2024-04-21T22:17:00,,S0001237
IX00006189,U000087,I00487,view,2025-08-03T13:04:00,,S0001237
IX00006190,U000636,I00111,rate,2025-02-22T11:44:00,4,S0001238
IX00006191,U000891,I00487,view,2025-11-26T11:20:00,,S0001238
IX00006192,U000969,I00250,add_to_cart,2024-10-16T11:50:00,,S0001238
IX00006193,U000854,I00120,view,2025-12-20T10:15:00,,S0001238
IX00006194,U001091,I00107,view,2025-05-20T21:23:00,,S0001238
IX00006195,U000636,I00167,click,2024-07-09T04:22:00,,S0001239
IX00006196,U000414,I00189,purchase,2024-03-10T15:54:00,,S0001239
IX00006197,U001140,I00439,view,2025-07-20T00:51:00,,S0001239
IX00006198,U000511,I00136,view,2025-01-09T07:51:00,,S0001239
IX00006199,U001079,I00116,view,2025-04-28T05:25:00,,S0001239
IX00006200,U000536,I00250,view,2025-04-29T14:51:00,,S0001240
IX00006201,U000775,I00401,view,2025-06-29T04:23:00,,S0001240
IX00006202,U001014,I00176,view,2025-12-14T17:05:00,,S0001240
IX00006203,U000264,I00022,view,2025-04-28T10:41:00,,S0001240
IX00006204,U000440,I00410,view,2025-02-03T18:57:00,,S0001240
IX00006205,U000388,I00078,view,2024-05-19T13:31:00,,S0001241
IX00006206,U000070,I00264,view,2024-10-29T02:48:00,,S0001241
IX00006207,U000539,I00120,view,2025-10-12T04:09:00,,S0001241
IX00006208,U000793,I00072,view,2024-10-20T12:08:00,,S0001241
IX00006209,U000782,I00541,view,2024-12-26T15:44:00,,S0001241
IX00006210,U000419,I00120,add_to_cart,2025-09-01T20:54:00,,S0001242
IX00006211,U000198,I00487,view,2025-11-30T12:22:00,,S0001242
IX00006212,U000497,I00515,view,2025-08-17T15:23:00,,S0001242
IX00006213,U000885,I00492,view,2025-04-23T00:58:00,,S0001242
IX00006214,U000093,I00437,view,2025-10-10T10:19:00,,S0001242
IX00006215,U000617,I00322,click,2025-05-23T12:26:00,,S0001243
IX00006216,U001111,I00401,click,2025-07-18T14:06:00,,S0001243
IX00006217,U001086,I00297,view,2024-04-04T16:15:00,,S0001243
IX00006218,U000109,I00565,view,2024-05-13T03:56:00,,S0001243
IX00006219,U000314,I00277,view,2024-09-18T07:25:00,,S0001243
IX00006220,U000449,I00284,view,2025-05-17T09:50:00,,S0001244
IX00006221,U000092,I00572,view,2024-08-03T07:19:00,,S0001244
IX00006222,U000342,I00116,view,2025-09-08T10:58:00,,S0001244
IX00006223,U000083,I00541,view,2025-03-25T00:28:00,,S0001244
IX00006224,U000423,I00388,view,2024-11-15T17:55:00,,S0001244
IX00006225,U000811,I00301,view,2024-11-13T15:41:00,,S0001245
IX00006226,U001016,I00136,view,2025-04-15T00:36:00,,S0001245
IX00006227,U000788,I00249,view,2024-12-27T13:43:00,,S0001245
IX00006228,U000920,I00219,add_to_cart,2024-05-22T05:31:00,,S0001245
IX00006229,U001125,I00498,click,2024-05-03T06:10:00,,S0001245
IX00006230,U001103,I00092,add_to_cart,2025-08-17T07:15:00,,S0001246
IX00006231,U001031,I00249,view,2025-07-04T05:37:00,,S0001246
IX00006232,U000535,I00452,view,2024-05-16T14:33:00,,S0001246
IX00006233,U000441,I00322,purchase,2024-07-21T00:22:00,,S0001246
IX00006234,U000737,I00350,view,2025-03-17T19:27:00,,S0001246
IX00006235,U000075,I00524,purchase,2025-02-14T22:31:00,,S0001247
IX00006236,U000066,I00516,rate,2025-07-10T12:01:00,2,S0001247
IX00006237,U000414,I00136,rate,2024-09-27T07:01:00,4,S0001247
IX00006238,U000567,I00305,view,2025-07-29T03:07:00,,S0001247
IX00006239,U001066,I00355,view,2025-03-19T11:59:00,,S0001247
IX00006240,U000535,I00111,click,2024-01-30T13:16:00,,S0001248
IX00006241,U000957,I00301,click,2024-03-31T16:10:00,,S0001248
IX00006242,U000038,I00186,view,2024-08-18T12:50:00,,S0001248
IX00006243,U001083,I00072,click,2025-12-06T14:01:00,,S0001248
IX00006244,U001186,I00194,add_to_cart,2025-01-05T18:51:00,,S0001248
IX00006245,U000762,I00305,view,2024-09-21T05:41:00,,S0001249
IX00006246,U000505,I00279,view,2024-07-21T03:33:00,,S0001249
IX00006247,U000839,I00116,view,2025-12-06T13:26:00,,S0001249
IX00006248,U001016,I00111,view,2025-02-13T15:44:00,,S0001249
IX00006249,U001008,I00264,view,2025-01-09T19:23:00,,S0001249
IX00006250,U001144,I00249,view,2024-08-01T10:32:00,,S0001250
IX00006251,U000526,I00596,view,2024-03-15T19:57:00,,S0001250
IX00006252,U001137,I00018,view,2025-07-14T22:16:00,,S0001250
IX00006253,U000609,I00111,view,2025-05-18T04:26:00,,S0001250
IX00006254,U000026,I00379,view,2025-05-16T13:51:00,,S0001250
IX00006255,U000056,I00021,view,2024-03-17T02:47:00,,S0001251
IX00006256,U000217,I00189,view,2025-06-22T00:00:00,,S0001251
IX00006257,U000375,I00437,view,2025-02-26T08:34:00,,S0001251
IX00006258,U000320,I00441,click,2024-09-24T19:58:00,,S0001251
IX00006259,U000178,I00006,view,2025-06-21T13:26:00,,S0001251
IX00006260,U000787,I00452,click,2024-09-13T15:42:00,,S0001252
IX00006261,U000037,I00186,click,2025-10-05T22:28:00,,S0001252
IX00006262,U000183,I00189,view,2025-05-07T07:39:00,,S0001252
IX00006263,U000054,I00219,view,2025-09-19T19:32:00,,S0001252
IX00006264,U000473,I00220,view,2024-07-04T01:14:00,,S0001252
IX00006265,U000807,I00078,view,2024-07-04T06:36:00,,S0001253
IX00006266,U000885,I00186,view,2025-11-21T05:55:00,,S0001253
IX00006267,U001042,I00474,view,2025-08-04T19:18:00,,S0001253
IX00006268,U000324,I00524,rate,2025-01-06T21:10:00,2,S0001253
IX00006269,U000745,I00215,click,2025-11-29T15:09:00,,S0001253
IX00006270,U000321,I00452,view,2025-05-15T15:56:00,,S0001254
IX00006271,U000236,I00379,click,2024-11-11T23:08:00,,S0001254
IX00006272,U000955,I00374,add_to_cart,2024-07-29T21:20:00,,S0001254
IX00006273,U000847,I00010,view,2025-08-23T14:28:00,,S0001254
IX00006274,U000832,I00284,add_to_cart,2025-12-05T18:17:00,,S0001254
IX00006275,U001127,I00249,purchase,2024-03-05T01:11:00,,S0001255
IX00006276,U001072,I00189,view,2025-09-11T16:11:00,,S0001255
IX00006277,U000710,I00282,view,2025-05-05T20:10:00,,S0001255
IX00006278,U000435,I00567,view,2024-07-18T14:01:00,,S0001255
IX00006279,U001016,I00022,view,2025-01-26T06:51:00,,S0001255
IX00006280,U000810,I00492,add_to_cart,2025-11-04T14:28:00,,S0001256
IX00006281,U000718,I00322,view,2024-09-27T11:25:00,,S0001256
IX00006282,U000793,I00219,click,2024-09-22T19:54:00,,S0001256
IX00006283,U000906,I00437,add_to_cart,2024-12-23T12:04:00,,S0001256
IX00006284,U000488,I00149,add_to_cart,2025-03-29T08:37:00,,S0001256
IX00006285,U000073,I00410,view,2024-05-12T08:38:00,,S0001257
IX00006286,U000746,I00136,click,2025-05-22T05:47:00,,S0001257
IX00006287,U000011,I00301,add_to_cart,2024-10-06T23:11:00,,S0001257
IX00006288,U001073,I00322,click,2024-11-18T07:44:00,,S0001257
IX00006289,U000529,I00189,view,2024-01-28T08:05:00,,S0001257
IX00006290,U000715,I00156,view,2024-02-03T16:27:00,,S0001258
IX00006291,U000767,I00135,click,2024-08-09T06:46:00,,S0001258
IX00006292,U000761,I00541,view,2025-08-17T06:26:00,,S0001258
IX00006293,U000247,I00136,view,2025-09-07T12:57:00,,S0001258
IX00006294,U001074,I00022,view,2024-10-10T00:59:00,,S0001258
IX00006295,U000939,I00120,view,2024-10-08T02:58:00,,S0001259
IX00006296,U000791,I00120,view,2024-09-20T01:00:00,,S0001259
IX00006297,U000093,I00483,view,2024-05-24T13:54:00,,S0001259
IX00006298,U000471,I00509,view,2025-04-07T21:33:00,,S0001259
IX00006299,U000421,I00116,view,2024-10-25T13:28:00,,S0001259
IX00006300,U000874,I00142,click,2025-02-07T14:44:00,,S0001260
IX00006301,U000507,I00120,view,2024-05-19T16:34:00,,S0001260
IX00006302,U001168,I00327,view,2024-09-27T03:48:00,,S0001260
IX00006303,U000300,I00452,add_to_cart,2025-08-12T09:40:00,,S0001260
IX00006304,U000142,I00022,view,2024-03-31T00:43:00,,S0001260
IX00006305,U001001,I00250,view,2025-05-09T18:12:00,,S0001261
IX00006306,U000671,I00078,view,2024-11-02T17:40:00,,S0001261
IX00006307,U000945,I00264,view,2025-10-11T16:01:00,,S0001261
IX00006308,U000402,I00590,view,2024-01-23T14:34:00,,S0001261
IX00006309,U000515,I00120,add_to_cart,2024-11-25T15:15:00,,S0001261
IX00006310,U000760,I00148,view,2025-04-29T18:01:00,,S0001262
IX00006311,U000699,I00018,click,2024-12-18T22:49:00,,S0001262
IX00006312,U000375,I00249,view,2024-07-09T15:57:00,,S0001262
IX00006313,U000826,I00509,view,2025-04-26T11:24:00,,S0001262
IX00006314,U000963,I00030,add_to_cart,2024-03-28T21:43:00,,S0001262
IX00006315,U001109,I00379,view,2024-05-02T05:27:00,,S0001263
IX00006316,U000489,I00511,add_to_cart,2025-02-12T03:14:00,,S0001263
IX00006317,U001167,I00078,view,2024-07-11T16:47:00,,S0001263
IX00006318,U000745,I00322,purchase,2025-08-25T17:46:00,,S0001263
IX00006319,U000209,I00401,view,2024-07-31T08:28:00,,S0001263
IX00006320,U001025,I00250,view,2024-12-08T23:40:00,,S0001264
IX00006321,U000023,I00264,click,2024-03-08T01:31:00,,S0001264
IX00006322,U000828,I00492,add_to_cart,2025-01-07T04:03:00,,S0001264
IX00006323,U000875,I00144,purchase,2025-05-22T01:13:00,,S0001264
IX00006324,U001080,I00119,click,2025-07-04T23:14:00,,S0001264
IX00006325,U000903,I00297,purchase,2024-10-02T17:29:00,,S0001265
IX00006326,U000021,I00131,view,2025-06-13T11:59:00,,S0001265
IX00006327,U000886,I00541,view,2024-12-02T22:31:00,,S0001265
IX00006328,U000014,I00509,view,2024-09-25T21:10:00,,S0001265
IX00006329,U000378,I00284,view,2025-09-21T00:20:00,,S0001265
IX00006330,U000925,I00301,click,2025-06-02T08:21:00,,S0001266
IX00006331,U000798,I00486,click,2024-09-19T08:23:00,,S0001266
IX00006332,U000169,I00249,click,2025-06-15T11:06:00,,S0001266
IX00006333,U001029,I00490,add_to_cart,2024-09-24T09:07:00,,S0001266
IX00006334,U001128,I00301,rate,2025-08-09T10:46:00,4,S0001266
IX00006335,U000049,I00116,view,2024-07-09T21:21:00,,S0001267
IX00006336,U000761,I00250,view,2024-12-16T05:16:00,,S0001267
IX00006337,U000110,I00085,view,2025-01-05T05:25:00,,S0001267
IX00006338,U000077,I00524,click,2025-09-13T20:24:00,,S0001267
IX00006339,U000823,I00219,purchase,2024-08-12T00:43:00,,S0001267
IX00006340,U000338,I00534,view,2025-01-01T13:38:00,,S0001268
IX00006341,U000006,I00580,view,2024-01-31T15:01:00,,S0001268
IX00006342,U000240,I00485,add_to_cart,2024-10-08T02:03:00,,S0001268
IX00006343,U000948,I00120,view,2024-06-16T00:52:00,,S0001268
IX00006344,U000731,I00120,view,2025-07-25T11:08:00,,S0001268
IX00006345,U000598,I00094,purchase,2024-03-21T22:40:00,,S0001269
IX00006346,U000286,I00401,purchase,2025-12-10T13:07:00,,S0001269
IX00006347,U000258,I00487,view,2024-02-26T10:16:00,,S0001269
IX00006348,U000254,I00452,view,2024-02-03T19:20:00,,S0001269
IX00006349,U000114,I00533,view,2024-12-20T10:08:00,,S0001269
IX00006350,U000918,I00120,view,2025-06-12T12:15:00,,S0001270
IX00006351,U000994,I00322,add_to_cart,2024-07-28T20:01:00,,S0001270
IX00006352,U000307,I00148,click,2024-12-03T21:46:00,,S0001270
IX00006353,U000484,I00297,add_to_cart,2024-04-17T12:47:00,,S0001270
IX00006354,U001097,I00107,view,2024-05-28T23:09:00,,S0001270
IX00006355,U001055,I00509,add_to_cart,2025-03-23T09:22:00,,S0001271
IX00006356,U000727,I00509,view,2024-04-10T17:13:00,,S0001271
IX00006357,U000742,I00215,view,2025-04-23T23:24:00,,S0001271
IX00006358,U001081,I00452,view,2025-11-08T02:42:00,,S0001271
IX00006359,U000693,I00319,purchase,2024-09-06T01:49:00,,S0001271
IX00006360,U000253,I00305,add_to_cart,2025-09-27T11:12:00,,S0001272
IX00006361,U000536,I00433,view,2025-04-09T13:13:00,,S0001272
IX00006362,U000693,I00012,view,2024-10-28T17:29:00,,S0001272
IX00006363,U001198,I00428,view,2024-11-29T01:02:00,,S0001272
IX00006364,U000278,I00355,click,2024-10-22T13:53:00,,S0001272
IX00006365,U000084,I00135,view,2024-12-06T00:54:00,,S0001273
IX00006366,U000845,I00322,click,2025-01-04T11:49:00,,S0001273
IX00006367,U000430,I00215,view,2024-12-06T17:21:00,,S0001273
IX00006368,U000126,I00284,view,2024-05-17T22:39:00,,S0001273
IX00006369,U000898,I00452,click,2024-11-03T15:15:00,,S0001273
IX00006370,U000925,I00330,view,2025-05-19T09:16:00,,S0001274
IX00006371,U000368,I00215,view,2024-04-30T04:18:00,,S0001274
IX00006372,U000916,I00107,add_to_cart,2024-10-22T20:01:00,,S0001274
IX00006373,U000508,I00264,view,2025-04-26T21:00:00,,S0001274
IX00006374,U001010,I00034,add_to_cart,2024-10-18T11:17:00,,S0001274
IX00006375,U000582,I00301,click,2024-11-13T19:25:00,,S0001275
IX00006376,U000852,I00256,view,2024-09-28T03:36:00,,S0001275
IX00006377,U000271,I00116,click,2025-07-31T11:38:00,,S0001275
IX00006378,U001000,I00078,view,2024-12-03T12:25:00,,S0001275
IX00006379,U000703,I00524,view,2024-06-21T15:22:00,,S0001275
IX00006380,U000539,I00330,view,2024-01-22T12:49:00,,S0001276
IX00006381,U000317,I00535,view,2024-06-05T16:45:00,,S0001276
IX00006382,U000988,I00222,purchase,2024-07-21T02:08:00,,S0001276
IX00006383,U000753,I00566,view,2025-12-11T21:25:00,,S0001276
IX00006384,U000211,I00271,view,2025-10-14T01:41:00,,S0001276
IX00006385,U000579,I00572,view,2024-12-10T18:58:00,,S0001277
IX00006386,U000593,I00202,add_to_cart,2025-09-29T11:28:00,,S0001277
IX00006387,U000744,I00540,view,2024-07-10T04:11:00,,S0001277
IX00006388,U001143,I00572,view,2025-11-10T07:19:00,,S0001277
IX00006389,U000990,I00401,view,2025-02-28T14:09:00,,S0001277
IX00006390,U001147,I00487,click,2025-09-19T12:09:00,,S0001278
IX00006391,U000617,I00586,view,2025-08-17T03:07:00,,S0001278
IX00006392,U000854,I00444,view,2024-02-22T10:01:00,,S0001278
IX00006393,U000970,I00072,view,2024-12-03T23:13:00,,S0001278
IX00006394,U000657,I00452,click,2024-04-05T21:21:00,,S0001278
IX00006395,U000935,I00305,view,2024-08-16T13:20:00,,S0001279
IX00006396,U000094,I00452,purchase,2025-09-22T23:16:00,,S0001279
IX00006397,U000140,I00369,view,2025-03-06T01:13:00,,S0001279
IX00006398,U001060,I00581,click,2025-07-13T11:57:00,,S0001279
IX00006399,U000050,I00580,view,2024-02-04T12:34:00,,S0001279
IX00006400,U001130,I00116,view,2024-03-21T03:10:00,,S0001280
IX00006401,U000419,I00111,view,2024-06-14T13:51:00,,S0001280
IX00006402,U000067,I00322,click,2024-07-13T23:24:00,,S0001280
IX00006403,U000486,I00401,view,2025-08-07T14:47:00,,S0001280
IX00006404,U000087,I00116,click,2024-01-03T22:43:00,,S0001280
IX00006405,U000483,I00297,view,2025-10-13T15:16:00,,S0001281
IX00006406,U000128,I00301,view,2025-09-21T07:12:00,,S0001281
IX00006407,U000580,I00572,view,2025-04-05T17:44:00,,S0001281
IX00006408,U000844,I00452,view,2025-03-18T13:47:00,,S0001281
IX00006409,U000559,I00511,view,2024-05-18T00:16:00,,S0001281
IX00006410,U000612,I00284,view,2024-04-04T06:20:00,,S0001282
IX00006411,U000828,I00250,view,2025-05-07T09:29:00,,S0001282
IX00006412,U000845,I00186,view,2024-01-31T08:47:00,,S0001282
IX00006413,U001144,I00116,click,2025-12-01T05:40:00,,S0001282
IX00006414,U000889,I00242,click,2025-03-28T20:16:00,,S0001282
IX00006415,U000670,I00287,view,2025-11-30T23:39:00,,S0001283
IX00006416,U000908,I00487,click,2024-11-05T09:18:00,,S0001283
IX00006417,U000345,I00186,click,2025-06-23T15:13:00,,S0001283
IX00006418,U000626,I00541,add_to_cart,2024-09-20T13:06:00,,S0001283
IX00006419,U000444,I00580,click,2025-08-05T21:02:00,,S0001283
IX00006420,U000510,I00072,add_to_cart,2024-11-30T11:16:00,,S0001284
IX00006421,U000826,I00186,click,2024-05-27T06:41:00,,S0001284
IX00006422,U000020,I00550,click,2025-10-03T12:55:00,,S0001284
IX00006423,U001194,I00443,add_to_cart,2025-07-22T19:17:00,,S0001284
IX00006424,U000549,I00452,view,2025-08-26T13:15:00,,S0001284
IX00006425,U001063,I00038,rate,2024-05-04T22:34:00,3,S0001285
IX00006426,U000284,I00305,click,2024-05-29T08:17:00,,S0001285
IX00006427,U000279,I00142,view,2025-07-27T16:44:00,,S0001285
IX00006428,U000107,I00127,view,2024-07-31T07:51:00,,S0001285
IX00006429,U001142,I00452,click,2024-02-24T13:12:00,,S0001285
IX00006430,U000131,I00116,purchase,2025-02-27T16:47:00,,S0001286
IX00006431,U001066,I00572,view,2025-05-22T17:06:00,,S0001286
IX00006432,U000543,I00453,view,2024-12-01T19:56:00,,S0001286
IX00006433,U000666,I00374,view,2025-04-05T22:36:00,,S0001286
IX00006434,U000761,I00487,view,2025-04-16T17:08:00,,S0001286
IX00006435,U000004,I00022,view,2024-12-27T11:30:00,,S0001287
IX00006436,U000269,I00535,click,2025-10-14T16:20:00,,S0001287
IX00006437,U000534,I00350,view,2025-09-08T09:00:00,,S0001287
IX00006438,U000848,I00535,view,2024-06-18T15:56:00,,S0001287
IX00006439,U000841,I00078,view,2025-03-20T12:07:00,,S0001287
IX00006440,U000514,I00477,view,2024-06-30T01:26:00,,S0001288
IX00006441,U000309,I00072,view,2025-12-02T17:24:00,,S0001288
IX00006442,U000512,I00256,view,2024-04-12T12:35:00,,S0001288
IX00006443,U000511,I00189,view,2025-10-08T19:36:00,,S0001288
IX00006444,U001080,I00194,add_to_cart,2025-11-04T00:44:00,,S0001288
IX00006445,U000837,I00219,view,2024-04-13T08:02:00,,S0001289
IX00006446,U001120,I00187,click,2025-07-10T02:59:00,,S0001289
IX00006447,U000384,I00535,view,2024-07-09T19:12:00,,S0001289
IX00006448,U000974,I00524,view,2025-02-24T06:59:00,,S0001289
IX00006449,U001003,I00369,click,2025-12-09T01:37:00,,S0001289
IX00006450,U000263,I00120,view,2025-07-15T03:16:00,,S0001290
IX00006451,U000083,I00535,rate,2025-06-01T21:00:00,5,S0001290
IX00006452,U001005,I00022,view,2025-01-07T05:09:00,,S0001290
IX00006453,U000166,I00297,purchase,2024-12-23T15:40:00,,S0001290
IX00006454,U000605,I00305,click,2025-02-20T12:21:00,,S0001290
IX00006455,U000042,I00189,view,2024-05-15T16:08:00,,S0001291
IX00006456,U000369,I00197,view,2025-09-27T14:39:00,,S0001291
IX00006457,U000231,I00482,purchase,2024-08-08T10:48:00,,S0001291
IX00006458,U001031,I00487,purchase,2024-02-15T10:39:00,,S0001291
IX00006459,U000012,I00330,view,2025-05-05T12:30:00,,S0001291
