session_id,customer_id,started_at,duration_s,device,referrer,pages_viewed
S00000932,C000450,2024-03-09T18:01:00,1555,tablet,direct,8
S00000933,C001382,2024-03-27T22:34:00,3314,desktop,direct,4
S00000934,C000315,2024-08-29T18:29:00,2296,mobile_ios,email,37
S00000935,C001392,2025-05-06T00:12:00,3170,mobile_ios,social,29
S00000936,C001245,2024-11-20T08:11:00,3219,mobile_android,email,20
S00000937,C000553,2025-11-06T02:10:00,299,mobile_ios,social,19
S00000938,C000924,2025-12-11T06:18:00,2158,tablet,paid_search,38
S00000939,C001158,2025-12-19T13:23:00,680,mobile_android,organic,11
S00000940,C000474,2025-05-29T23:58:00,1089,mobile_ios,organic,15
S00000941,C000144,2025-05-01T21:37:00,1428,desktop,social,21
S00000942,C000020,2025-09-13T01:30:00,2478,desktop,paid_search,40
S00000943,C001382,2025-01-08T16:21:00,582,tablet,direct,16
S00000944,C001259,2024-12-14T08:02:00,2375,desktop,organic,25
S00000945,C001470,2025-05-07T07:43:00,916,mobile_ios,direct,12
S00000946,C000910,2025-01-28T10:55:00,3373,mobile_ios,social,35
S00000947,C001371,2024-02-23T06:04:00,2850,mobile_android,direct,25
S00000948,C000801,2025-06-17T21:01:00,2369,mobile_ios,paid_search,36
S00000949,C000741,2025-07-14T11:46:00,2982,mobile_android,paid_search,2
S00000950,C000150,2024-01-02T23:12:00,473,mobile_android,social,20
S00000951,C000631,2025-07-17T10:34:00,2027,mobile_ios,organic,29
S00000952,C000555,2024-02-28T12:30:00,444,tablet,organic,13
S00000953,C001389,2024-05-17T05:48:00,435,tablet,email,22
S00000954,C001260,2025-09-18T01:51:00,563,mobile_android,social,39
S00000955,C001084,2024-09-03T19:35:00,319,desktop,paid_search,12
S00000956,C000012,2025-12-08T09:21:00,448,desktop,paid_search,32
S00000957,C000268,2025-06-04T02:18:00,239,mobile_ios,direct,30
S00000958,C000352,2025-09-01T11:39:00,3363,tablet,social,23
S00000959,C000234,2024-06-08T14:43:00,894,tablet,organic,4
S00000960,C001011,2025-09-13T14:33:00,3169,mobile_ios,paid_search,2
S00000961,C000370,2024-06-11T11:54:00,438,tablet,email,28
S00000962,C000894,2025-06-29T21:15:00,2518,mobile_ios,organic,11
S00000963,C001001,2024-10-19T14:15:00,671,desktop,paid_search,14
S00000964,C000620,2025-01-08T19:41:00,2951,mobile_android,direct,12
S00000965,C001308,2025-09-29T12:32:00,1644,mobile_android,email,11
S00000966,C000130,2025-08-16T05:50:00,2464,mobile_android,direct,3
S00000967,C001194,2025-08-03T10:22:00,3598,mobile_android,organic,20
S00000968,C001020,2025-01-08T07:06:00,3132,tablet,email,13
S00000969,C000925,2025-07-22T05:59:00,1443,tablet,social,33
S00000970,C000724,2025-07-10T14:37:00,1291,tablet,email,27
S00000971,C001195,2025-01-01T22:39:00,1339,tablet,email,1
S00000972,C000658,2024-04-30T19:08:00,1681,mobile_android,organic,26
S00000973,C000950,2025-09-05T19:50:00,1708,mobile_android,social,5
S00000974,C000203,2025-01-18T19:59:00,2641,desktop,social,40
S00000975,C000281,2024-12-05T14:05:00,2075,tablet,organic,20
S00000976,C000339,2025-03-10T08:57:00,1562,tablet,direct,23
S00000977,C000094,2025-07-12T01:36:00,3231,mobile_android,email,27
S00000978,C000013,2025-12-10T21:26:00,1611,mobile_ios,direct,12
S00000979,C001033,2025-01-15T01:04:00,2947,mobile_android,organic,27
S00000980,C000291,2025-04-20T11:16:00,15,mobile_ios,organic,40
S00000981,C000323,2024-07-03T11:25:00,730,desktop,paid_search,15
S00000982,C001149,2024-01-13T05:57:00,2394,mobile_android,social,25
S00000983,C000275,2025-05-19T12:54:00,1012,mobile_android,organic,19
S00000984,C001047,2025-04-20T08:59:00,2432,tablet,organic,21
S00000985,C001372,2024-04-09T04:29:00,2771,mobile_android,social,24
S00000986,C001147,2025-09-04T08:12:00,3005,mobile_android,paid_search,15
S00000987,C000678,2025-05-27T22:33:00,1216,desktop,email,38
S00000988,C000711,2024-08-16T11:53:00,3135,mobile_android,paid_search,9
S00000989,C001126,2025-04-29T22:15:00,2798,mobile_android,organic,9
S00000990,C000014,2025-08-08T23:39:00,195,desktop,direct,6
S00000991,C001016,2025-11-14T10:18:00,3103,tablet,paid_search,5
S00000992,C000250,2024-03-22T09:48:00,2502,tablet,paid_search,14
S00000993,C000867,2024-01-27T19:16:00,2238,desktop,organic,21
S00000994,C001371,2024-01-03T09:37:00,2769,mobile_android,direct,25
S00000995,C001300,2024-04-14T21:06:00,2695,tablet,social,4
S00000996,C000057,2025-01-05T21:03:00,2025,mobile_android,direct,14
S00000997,C000536,2025-11-19T09:55:00,1479,mobile_android,paid_search,6
S00000998,C000033,2024-11-02T05:33:00,83,mobile_android,organic,33
S00000999,C000382,2025-07-12T21:24:00,1682,mobile_android,social,37
S00001000,C000073,2025-04-21T18:40:00,1829,mobile_ios,social,22
S00001001,C000071,2025-01-17T10:36:00,504,mobile_android,organic,39
S00001002,C000098,2025-08-10T06:59:00,1890,mobile_android,email,30
S00001003,C000004,2025-03-29T19:46:00,1567,desktop,email,6
S00001004,C001373,2025-03-09T20:02:00,1143,desktop,paid_search,24
S00001005,C000205,2024-06-24T18:29:00,1090,mobile_ios,email,39
S00001006,C000641,2025-01-03T20:04:00,3413,mobile_android,direct,11
S00001007,C000992,2025-04-19T02:06:00,2854,tablet,direct,40
S00001008,C000269,2024-05-19T14:11:00,2468,desktop,social,25
S00001009,C001153,2025-11-19T22:55:00,1046,desktop,email,2
S00001010,C001072,2025-10-22T06:04:00,2052,tablet,organic,2
S00001011,C000022,2024-06-22T07:41:00,1465,desktop,paid_search,2
S00001012,C001277,2024-09-22T12:28:00,2416,tablet,direct,8
S00001013,C000684,2025-04-25T07:00:00,2898,mobile_android,direct,17
S00001014,C000398,2025-07-29T11:48:00,2615,tablet,paid_search,14
S00001015,C000976,2025-01-02T19:21:00,3564,mobile_android,direct,6
S00001016,C000497,2025-07-07T16:09:00,2909,tablet,organic,8
S00001017,C001149,2025-06-12T03:01:00,2594,desktop,organic,15
S00001018,C000478,2025-04-29T20:49:00,1349,mobile_ios,paid_search,13
S00001019,C000192,2024-09-29T08:01:00,696,mobile_android,organic,29
S00001020,C000025,2025-11-16T15:52:00,3121,desktop,paid_search,32
S00001021,C001030,2025-05-11T20:32:00,1719,mobile_ios,paid_search,33
S00001022,C000993,2025-09-23T22:02:00,182,desktop,paid_search,12
S00001023,C000353,2024-02-21T17:19:00,595,mobile_ios,organic,20
S00001024,C000577,2025-06-15T10:01:00,2713,mobile_ios,social,8
S00001025,C001236,2025-05-17T17:34:00,3194,desktop,email,17
S00001026,C001200,2024-12-27T16:14:00,471,desktop,social,10
S00001027,C001369,2024-12-14T21:14:00,2436,desktop,organic,12
S00001028,C001046,2024-10-28T05:36:00,560,mobile_android,organic,32
S00001029,C000089,2024-05-07T18:24:00,3294,mobile_ios,organic,16
S00001030,C001012,2025-05-19T23:04:00,1144,mobile_ios,social,3
S00001031,C000459,2024-03-01T11:39:00,3041,tablet,direct,11
S00001032,C000680,2025-10-16T03:06:00,2054,mobile_ios,paid_search,16
S00001033,C000711,2025-06-17T03:55:00,967,tablet,direct,11
S00001034,C000332,2024-02-18T02:47:00,2587,mobile_android,paid_search,40
S00001035,C001410,2025-05-13T21:02:00,1728,mobile_android,social,26
S00001036,C000359,2024-03-24T03:09:00,1593,tablet,organic,4
S00001037,C000854,2024-06-17T01:29:00,2120,mobile_ios,organic,9
S00001038,C000548,2024-01-11T15:36:00,3454,tablet,email,19
S00001039,C001472,2025-10-13T21:42:00,1398,mobile_ios,email,10
S00001040,C001177,2024-05-10T03:58:00,3113,mobile_ios,social,3
S00001041,C001296,2024-04-12T03:34:00,997,mobile_android,social,39
S00001042,C000772,2025-07-08T23:30:00,3375,mobile_android,organic,38
S00001043,C000271,2025-07-30T02:49:00,3463,mobile_android,direct,38
S00001044,C001215,2024-09-19T12:09:00,1127,mobile_android,direct,29
S00001045,C000288,2024-12-26T10:03:00,1924,mobile_ios,organic,19
S00001046,C001002,2024-09-13T10:27:00,529,desktop,email,24
S00001047,C000843,2024-08-24T19:25:00,1068,desktop,social,25
S00001048,C000666,2024-04-13T09:40:00,1248,mobile_android,social,27
S00001049,C001420,2025-01-06T16:33:00,1282,desktop,social,21
S00001050,C000327,2024-11-20T04:35:00,2895,tablet,social,25
S00001051,C000651,2024-01-18T19:07:00,2515,mobile_ios,organic,17
S00001052,C000487,2024-03-25T16:14:00,2300,mobile_android,paid_search,5
S00001053,C000486,2025-09-02T03:20:00,931,tablet,direct,40
S00001054,C001022,2024-12-14T08:53:00,2173,mobile_ios,direct,14
S00001055,C000998,2025-05-11T16:30:00,557,tablet,organic,24
S00001056,C000514,2024-06-04T05:34:00,1069,desktop,paid_search,21
S00001057,C000003,2024-07-27T17:59:00,2789,mobile_ios,social,7
S00001058,C000381,2024-10-21T16:12:00,577,mobile_ios,paid_search,30
S00001059,C000299,2024-02-14T15:10:00,1233,desktop,direct,31
S00001060,C000707,2024-08-09T16:17:00,216,desktop,email,16
S00001061,C000330,2024-08-28T20:20:00,2489,tablet,email,14
S00001062,C000463,2025-01-16T05:26:00,412,desktop,direct,22
S00001063,C001084,2024-07-12T21:51:00,1899,mobile_android,social,35
S00001064,C000367,2025-03-01T07:43:00,666,desktop,direct,39
S00001065,C000575,2025-01-13T03:24:00,2993,desktop,direct,34
S00001066,C000709,2025-06-03T19:14:00,2906,desktop,direct,8
S00001067,C000204,2025-09-08T21:10:00,1122,mobile_ios,direct,8
S00001068,C001017,2025-07-27T08:01:00,1183,mobile_ios,organic,27
S00001069,C000522,2024-07-13T06:50:00,2710,mobile_android,social,13
S00001070,C000632,2024-07-19T06:24:00,1177,tablet,organic,39
S00001071,C000910,2024-05-10T21:20:00,66,mobile_android,organic,37
S00001072,C001382,2024-08-08T06:19:00,1207,mobile_ios,social,13
S00001073,C001283,2024-02-02T00:50:00,2525,desktop,email,15
S00001074,C000228,2025-01-20T06:34:00,922,mobile_ios,social,15
S00001075,C000007,2025-11-04T17:36:00,2699,tablet,paid_search,20
S00001076,C000521,2025-05-06T17:09:00,994,desktop,email,8
S00001077,C000277,2024-03-26T05:42:00,1513,tablet,direct,35
S00001078,C001204,2025-03-18T20:29:00,334,desktop,paid_search,20
S00001079,C000228,2025-08-05T17:10:00,3439,mobile_ios,email,11
S00001080,C000575,2024-10-24T22:14:00,2568,mobile_android,paid_search,3
S00001081,C000902,2025-01-28T19:28:00,2402,desktop,social,10
S00001082,C001106,2024-08-03T02:54:00,383,tablet,email,33
S00001083,C001180,2024-12-31T03:38:00,1760,tablet,social,4
S00001084,C000218,2025-07-01T01:38:00,230,mobile_android,social,19
S00001085,C000042,2024-05-27T15:55:00,1807,tablet,organic,8
S00001086,C001362,2024-05-09T07:35:00,413,tablet,paid_search,22
S00001087,C000965,2025-01-11T03:08:00,115,desktop,organic,14
S00001088,C000790,2025-02-24T18:20:00,1443,tablet,social,16
S00001089,C001199,2025-05-01T21:56:00,984,mobile_android,email,6
S00001090,C001419,2025-07-13T09:11:00,3299,mobile_android,direct,5
S00001091,C000795,2024-08-20T01:37:00,737,desktop,paid_search,38
S00001092,C000159,2025-07-02T05:25:00,801,tablet,paid_search,31
S00001093,C000274,2024-12-04T03:51:00,397,mobile_ios,direct,34
S00001094,C000064,2024-07-29T02:57:00,230,mobile_ios,email,10
S00001095,C000476,2025-03-27T00:50:00,1501,desktop,email,30
S00001096,C001379,2024-10-28T19:00:00,2975,mobile_ios,social,11
S00001097,C000312,2025-08-12T05:27:00,1350,mobile_android,email,22
S00001098,C001441,2025-11-19T09:30:00,2039,tablet,paid_search,5
S00001099,C000885,2025-09-08T03:08:00,1231,mobile_android,social,39
S00001100,C000109,2024-07-30T13:08:00,1400,mobile_ios,social,19
S00001101,C000324,2024-07-27T15:03:00,667,mobile_android,email,28
S00001102,C000925,2025-01-28T04:17:00,700,tablet,email,25
S00001103,C000151,2025-05-19T10:22:00,2652,tablet,direct,1
S00001104,C000568,2024-12-30T11:26:00,695,mobile_ios,social,11
S00001105,C001417,2024-02-14T12:17:00,2461,tablet,social,10
S00001106,C000750,2024-10-22T20:37:00,1857,desktop,email,18
S00001107,C000469,2025-05-08T02:50:00,2543,tablet,organic,13
S00001108,C000594,2025-06-07T21:14:00,2004,mobile_ios,organic,7
S00001109,C000876,2024-02-17T04:11:00,1440,tablet,social,16
S00001110,C001159,2025-09-09T12:38:00,773,desktop,organic,21
S00001111,C000573,2024-07-06T08:42:00,34,desktop,social,2
S00001112,C001385,2024-09-24T07:17:00,3458,tablet,direct,4
S00001113,C001441,2025-06-21T14:11:00,3446,desktop,direct,33
S00001114,C000493,2024-12-12T17:59:00,2957,mobile_android,social,33
S00001115,C001320,2024-08-17T14:34:00,1083,mobile_android,social,36
S00001116,C000918,2025-01-17T20:55:00,1853,tablet,social,9
S00001117,C000715,2024-10-26T05:31:00,2603,desktop,social,14
S00001118,C000787,2025-06-26T05:43:00,3280,tablet,social,26
S00001119,C001054,2024-09-18T19:58:00,2041,mobile_android,organic,29
S00001120,C001070,2025-10-18T14:42:00,3300,tablet,paid_search,21
S00001121,C000476,2024-02-28T17:27:00,453,mobile_android,direct,1
S00001122,C001112,2025-02-17T14:59:00,2154,mobile_android,social,7
S00001123,C000220,2025-09-08T07:35:00,2797,mobile_ios,social,27
S00001124,C000987,2024-03-13T22:02:00,2939,mobile_ios,email,22
S00001125,C000350,2024-08-09T14:59:00,447,desktop,organic,10
S00001126,C001491,2025-09-29T12:33:00,3572,tablet,paid_search,21
S00001127,C000151,2025-07-26T16:35:00,1452,tablet,organic,24
S00001128,C000417,2024-07-04T01:25:00,2319,mobile_ios,email,5
S00001129,C000453,2025-12-01T21:32:00,97,desktop,social,20
S00001130,C000834,2024-10-07T03:41:00,2561,tablet,paid_search,37
S00001131,C001344,2024-10-22T02:25:00,2709,desktop,paid_search,28
S00001132,C001009,2024-12-01T18:06:00,73,tablet,direct,15
S00001133,C000314,2025-06-20T20:11:00,1105,desktop,organic,6
S00001134,C000934,2024-03-20T06:28:00,153,mobile_ios,email,2
S00001135,C001267,2025-04-15T03:27:00,2181,mobile_android,email,30
S00001136,C001210,2024-02-28T18:50:00,1920,tablet,paid_search,31
S00001137,C000442,2025-10-14T03:36:00,1719,mobile_ios,email,23
S00001138,C001248,2024-06-22T16:44:00,1282,tablet,organic,6
S00001139,C000088,2024-01-17T13:38:00,2625,tablet,email,19
S00001140,C000105,2024-01-02T20:17:00,2837,tablet,organic,5
S00001141,C001051,2024-08-08T04:30:00,1532,tablet,email,5
S00001142,C001114,2024-01-09T12:53:00,399,desktop,direct,22
S00001143,C000499,2025-04-09T01:23:00,41,tablet,organic,2
S00001144,C000205,2024-01-07T05:06:00,3088,mobile_ios,paid_search,8
S00001145,C000346,2025-12-20T13:30:00,2307,mobile_ios,direct,3
S00001146,C000652,2024-04-08T01:13:00,514,desktop,direct,5
S00001147,C000775,2025-08-02T06:41:00,3249,mobile_android,direct,8
S00001148,C000010,2025-01-26T15:48:00,1802,tablet,organic,3
S00001149,C000225,2024-10-15T20:57:00,1263,desktop,organic,28
S00001150,C000469,2024-07-02T19:04:00,628,mobile_ios,social,8
S00001151,C001162,2025-01-25T08:46:00,3181,mobile_ios,direct,22
S00001152,C001038,2025-10-08T13:10:00,512,tablet,email,10
S00001153,C000222,2024-03-05T16:32:00,95,mobile_ios,social,17
S00001154,C000617,2025-09-01T13:19:00,1309,mobile_android,organic,11
S00001155,C001446,2024-10-09T05:20:00,2947,desktop,direct,10
S00001156,C000666,2024-09-26T21:43:00,2164,desktop,social,30
S00001157,C000707,2025-09-24T11:13:00,23,mobile_ios,social,10
S00001158,C000515,2025-10-28T04:43:00,1730,mobile_ios,paid_search,24
S00001159,C000367,2024-08-20T03:56:00,2716,tablet,social,19
S00001160,C001030,2025-03-29T16:59:00,526,mobile_ios,paid_search,1
S00001161,C000316,2024-01-18T13:40:00,384,mobile_ios,direct,9
S00001162,C000029,2024-08-28T03:36:00,3202,tablet,email,28
S00001163,C001499,2025-04-18T09:33:00,1273,mobile_ios,paid_search,33
S00001164,C001001,2025-07-21T00:22:00,2058,mobile_ios,direct,4
S00001165,C000089,2024-11-02T20:53:00,1786,mobile_ios,organic,38
S00001166,C000791,2025-03-03T13:21:00,3566,tablet,email,12
S00001167,C001162,2025-01-22T01:04:00,2606,mobile_ios,direct,28
S00001168,C001332,2024-11-15T20:49:00,2465,desktop,organic,17
S00001169,C001463,2025-05-19T04:11:00,1714,mobile_android,direct,21
S00001170,C000526,2024-11-24T21:46:00,2071,mobile_android,social,27
S00001171,C000704,2025-04-24T15:45:00,2951,desktop,paid_search,29
S00001172,C000227,2024-12-18T06:44:00,1058,mobile_ios,email,33
S00001173,C001191,2024-08-04T21:41:00,3465,mobile_ios,direct,30
S00001174,C000440,2024-05-29T05:55:00,3315,tablet,email,28
S00001175,C000656,2024-09-20T18:14:00,2601,mobile_android,paid_search,32
S00001176,C000624,2025-08-31T09:53:00,1769,mobile_android,social,18
S00001177,C001326,2024-03-01T06:27:00,3003,desktop,organic,10
S00001178,C001317,2024-04-12T10:14:00,972,tablet,email,21
S00001179,C001153,2024-10-27T12:15:00,839,mobile_ios,paid_search,9
S00001180,C000509,2024-11-08T11:21:00,2977,mobile_ios,paid_search,23
S00001181,C000793,2025-03-03T17:34:00,3328,mobile_ios,paid_search,34
S00001182,C001226,2025-03-01T12:27:00,3170,tablet,social,20
S00001183,C001238,2025-10-11T05:04:00,2736,desktop,paid_search,40
S00001184,C001120,2024-01-01T03:51:00,841,mobile_ios,email,26
S00001185,C000149,2025-09-18T02:39:00,1511,tablet,email,1
S00001186,C000203,2024-11-14T03:02:00,486,desktop,social,34
S00001187,C000221,2025-10-13T12:59:00,3446,mobile_ios,paid_search,5
S00001188,C000724,2024-09-06T20:48:00,1134,mobile_ios,direct,5
S00001189,C000231,2025-01-01T18:36:00,1910,tablet,social,3
S00001190,C001181,2024-03-06T12:50:00,842,tablet,social,2
S00001191,C000755,2025-03-25T20:40:00,3100,mobile_ios,organic,24
S00001192,C000131,2024-02-09T22:22:00,2487,desktop,organic,2
S00001193,C001319,2025-08-15T09:02:00,1222,mobile_ios,organic,3
S00001194,C000284,2025-04-15T16:39:00,937,mobile_ios,organic,25
S00001195,C000687,2025-02-10T19:18:00,1199,mobile_ios,email,27
S00001196,C001287,2024-07-12T18:53:00,49,mobile_ios,email,13
S00001197,C000337,2025-02-07T15:11:00,1723,mobile_ios,organic,6
S00001198,C000633,2024-09-09T02:42:00,3073,desktop,email,22
S00001199,C000468,2025-09-03T17:10:00,3556,tablet,organic,18
S00001200,C000222,2024-09-29T06:20:00,1783,mobile_android,paid_search,38
S00001201,C000452,2024-02-01T12:50:00,2760,mobile_android,email,8
S00001202,C000576,2024-07-22T17:16:00,3020,mobile_ios,direct,5
S00001203,C000845,2025-05-24T10:15:00,2917,mobile_ios,direct,39
S00001204,C000640,2024-11-14T01:44:00,1472,mobile_android,email,17
S00001205,C000504,2025-07-25T19:55:00,1214,tablet,social,9
S00001206,C001040,2025-08-26T16:31:00,3296,mobile_ios,social,22
S00001207,C001243,2025-04-14T19:14:00,2291,mobile_ios,paid_search,19
S00001208,C000696,2024-12-19T23:37:00,1223,desktop,social,10
S00001209,C000250,2024-01-22T00:19:00,476,mobile_android,direct,40
S00001210,C000818,2024-05-01T03:44:00,3132,tablet,email,34
S00001211,C000658,2024-10-13T12:41:00,870,desktop,social,29
S00001212,C001440,2025-09-26T18:39:00,1572,tablet,paid_search,28
S00001213,C001217,2024-06-29T07:20:00,985,mobile_android,paid_search,1
S00001214,C000066,2025-11-18T21:27:00,538,mobile_android,social,13
S00001215,C001218,2024-12-08T22:29:00,765,mobile_android,email,14
S00001216,C000930,2025-05-14T22:48:00,3072,mobile_ios,organic,12
S00001217,C000734,2024-06-10T10:37:00,1498,tablet,organic,8
S00001218,C000452,2024-04-07T03:59:00,271,tablet,social,8
S00001219,C001004,2024-08-31T22:46:00,859,mobile_android,direct,13
S00001220,C000842,2024-05-25T10:02:00,3424,mobile_ios,organic,22
S00001221,C000177,2024-12-13T14:38:00,2387,mobile_android,social,15
S00001222,C001132,2025-05-22T18:41:00,1963,desktop,email,5
S00001223,C000473,2024-11-27T23:21:00,2507,mobile_ios,social,33
S00001224,C001394,2025-08-21T02:51:00,246,mobile_android,social,35
S00001225,C000356,2024-12-04T14:47:00,666,tablet,paid_search,40
S00001226,C000869,2024-10-14T06:47:00,2772,mobile_ios,organic,28
S00001227,C000168,2024-06-06T00:00:00,2653,mobile_ios,direct,27
S00001228,C001353,2025-06-30T22:34:00,2973,tablet,direct,19
S00001229,C000313,2025-11-13T23:42:00,1948,tablet,social,7
S00001230,C000644,2024-08-15T13:33:00,2707,tablet,paid_search,4
S00001231,C001419,2025-08-27T15:00:00,3542,mobile_android,organic,25
S00001232,C000769,2025-09-22T20:14:00,440,mobile_ios,direct,21
S00001233,C000810,2025-06-14T11:15:00,2330,mobile_android,social,6
S00001234,C000860,2024-10-19T19:31:00,984,mobile_ios,organic,6
S00001235,C000178,2024-11-23T13:01:00,3114,mobile_android,social,2
S00001236,C000348,2025-01-31T04:16:00,422,desktop,email,1
S00001237,C001465,2024-09-08T13:57:00,1038,mobile_ios,paid_search,24
S00001238,C000250,2025-07-17T11:06:00,3566,mobile_ios,paid_search,39
S00001239,C001349,2024-04-01T14:35:00,3370,mobile_android,email,6
S00001240,C000408,2025-12-12T02:06:00,3441,tablet,paid_search,40
S00001241,C001055,2025-03-24T02:40:00,2669,mobile_android,direct,19
S00001242,C001395,2024-11-25T09:14:00,1276,mobile_ios,organic,1
S00001243,C000950,2025-10-23T09:58:00,3220,mobile_android,email,32
S00001244,C000960,2024-10-24T04:08:00,2670,mobile_android,email,23
S00001245,C000205,2025-05-28T07:10:00,412,tablet,paid_search,13
S00001246,C000358,2025-01-10T07:34:00,3534,mobile_ios,email,13
S00001247,C000081,2024-12-06T15:35:00,3023,mobile_android,email,33
S00001248,C000777,2025-02-17T01:54:00,1871,desktop,paid_search,22
S00001249,C000047,2025-04-12T13:01:00,1766,tablet,organic,25
S00001250,C001178,2025-10-18T22:59:00,1477,desktop,direct,24
S00001251,C001457,2024-05-31T14:33:00,350,desktop,email,33
S00001252,C001262,2025-02-23T12:42:00,1432,mobile_ios,paid_search,25
S00001253,C000521,2025-05-23T09:15:00,3560,desktop,social,5
S00001254,C000369,2025-11-19T09:17:00,72,mobile_android,paid_search,37
S00001255,C000892,2025-06-16T09:40:00,2123,mobile_ios,social,38
S00001256,C000794,2024-02-21T00:14:00,36,desktop,direct,10
S00001257,C000015,2025-06-09T16:39:00,447,tablet,paid_search,34
S00001258,C001129,2024-05-04T20:13:00,897,mobile_ios,email,6
S00001259,C001159,2024-04-07T17:16:00,2441,mobile_ios,direct,7
S00001260,C001250,2025-07-01T16:18:00,3600,mobile_ios,organic,27
S00001261,C000680,2024-01-03T03:19:00,3487,desktop,email,24
S00001262,C000935,2025-03-07T00:16:00,435,desktop,direct,28
S00001263,C001459,2025-03-26T23:20:00,3464,mobile_android,paid_search,9
S00001264,C000842,2024-05-14T10:27:00,2460,desktop,social,9
S00001265,C001405,2025-06-14T20:58:00,935,mobile_ios,direct,7
S00001266,C000826,2025-03-22T11:30:00,3265,desktop,email,32
S00001267,C000411,2024-03-20T07:02:00,356,tablet,social,37
S00001268,C000503,2024-04-28T08:10:00,1350,mobile_ios,email,28
S00001269,C000373,2024-12-18T11:41:00,2541,mobile_ios,email,28
S00001270,C001350,2025-01-13T02:08:00,395,mobile_ios,social,28
S00001271,C000868,2025-10-03T11:31:00,466,tablet,paid_search,39
S00001272,C000224,2025-04-11T05:47:00,1935,desktop,social,17
S00001273,C001095,2025-12-10T06:37:00,1708,mobile_ios,direct,6
S00001274,C000399,2024-10-21T04:08:00,974,mobile_android,organic,13
S00001275,C000413,2024-10-17T13:43:00,65,tablet,social,38
S00001276,C000851,2025-10-11T17:14:00,1821,mobile_android,email,20
S00001277,C001322,2024-10-29T14:36:00,2881,mobile_android,social,17
S00001278,C001103,2024-05-25T03:55:00,2125,tablet,paid_search,40
S00001279,C001142,2025-11-06T06:02:00,448,mobile_ios,social,21
S00001280,C001044,2025-07-10T16:42:00,1944,mobile_android,organic,23
S00001281,C000118,2024-08-11T02:13:00,1409,desktop,paid_search,20
S00001282,C001362,2025-01-23T12:44:00,235,tablet,social,27
S00001283,C001269,2025-07-30T14:38:00,2840,mobile_ios,direct,32
S00001284,C000545,2024-10-27T16:21:00,2030,desktop,paid_search,20
S00001285,C000177,2024-06-18T11:35:00,3063,mobile_ios,direct,16
S00001286,C000539,2024-03-30T00:52:00,1751,mobile_android,email,9
S00001287,C001251,2025-09-27T15:12:00,1741,tablet,social,27
S00001288,C000321,2024-02-13T14:22:00,3365,tablet,organic,16
S00001289,C001242,2024-08-26T07:18:00,1554,tablet,email,30
S00001290,C000524,2024-11-14T03:14:00,152,mobile_android,paid_search,38
S00001291,C000960,2024-05-04T03:49:00,2143,mobile_ios,organic,1
S00001292,C000446,2025-11-18T09:23:00,159,mobile_ios,social,33
S00001293,C000375,2025-05-03T23:21:00,479,tablet,paid_search,9
S00001294,C000108,2024-08-04T02:43:00,2736,desktop,email,26
S00001295,C000808,2024-10-15T14:52:00,2891,mobile_android,organic,33
S00001296,C000546,2025-05-01T17:21:00,3253,tablet,direct,30
S00001297,C001077,2025-07-16T17:28:00,1262,mobile_android,direct,32
S00001298,C001268,2024-12-30T15:52:00,2884,tablet,organic,7
S00001299,C000598,2025-09-05T02:57:00,1891,mobile_android,email,5
S00001300,C001325,2025-09-18T01:50:00,1553,mobile_ios,paid_search,37
S00001301,C000725,2024-04-08T00:42:00,2222,mobile_ios,paid_search,32
S00001302,C001373,2025-06-13T13:34:00,1622,tablet,direct,39
S00001303,C001170,2025-06-21T10:17:00,613,desktop,organic,15
S00001304,C000383,2025-01-29T11:17:00,262,mobile_ios,organic,21
S00001305,C000286,2024-09-24T03:12:00,410,mobile_android,paid_search,3
S00001306,C000907,2025-02-20T12:45:00,3471,desktop,paid_search,14
S00001307,C000690,2024-07-01T19:12:00,1171,mobile_android,email,28
S00001308,C000108,2024-09-11T21:31:00,3099,tablet,organic,2
S00001309,C001105,2024-10-03T21:35:00,2799,mobile_ios,direct,31
S00001310,C000110,2024-11-04T10:49:00,858,tablet,direct,29
S00001311,C000815,2024-03-12T04:53:00,2860,tablet,email,32
S00001312,C000771,2024-06-04T03:52:00,2622,mobile_ios,social,20
S00001313,C001292,2024-11-24T13:47:00,3089,desktop,social,15
S00001314,C000246,2024-12-18T06:44:00,2739,mobile_ios,social,36
S00001315,C001312,2025-08-13T20:00:00,2936,mobile_android,paid_search,5
S00001316,C000365,2024-02-21T01:05:00,2144,mobile_android,direct,3
S00001317,C000638,2024-02-18T01:00:00,3568,mobile_ios,social,7
S00001318,C001387,2025-04-06T01:05:00,895,tablet,social,12
S00001319,C000498,2025-05-17T08:28:00,906,desktop,paid_search,20
S00001320,C001297,2024-06-01T10:37:00,271,mobile_android,email,8
S00001321,C001049,2025-08-09T16:27:00,3583,tablet,paid_search,5
S00001322,C000983,2025-04-25T20:40:00,3511,mobile_android,paid_search,40
S00001323,C000363,2024-04-10T01:11:00,3355,desktop,email,9
S00001324,C001015,2024-09-30T18:29:00,3156,mobile_ios,organic,22
S00001325,C000177,2025-05-06T11:30:00,96,tablet,direct,27
S00001326,C000483,2024-03-23T07:40:00,603,mobile_android,organic,18
S00001327,C001201,2025-02-02T02:44:00,2564,tablet,social,6
S00001328,C001249,2025-02-09T13:23:00,718,tablet,organic,18
S00001329,C000718,2025-05-10T01:45:00,1752,mobile_android,direct,28
