order_id,customer_id,product_id,amount,order_date,channel,status
O0001700,C000643,P00027,279.03,2024-10-07T15:33:00,mobile_app,delivered
O0001701,C000928,P00072,138.2,2024-06-15T20:01:00,store,returned
O0001702,C000253,P00013,433.32,2024-11-30T18:51:00,store,delivered
O0001703,C001475,P00096,947.46,2025-07-17T00:52:00,store,delivered
O0001704,C000668,P00156,408.41,2024-02-05T21:58:00,store,delivered
O0001705,C001164,P00010,332.0,2025-06-07T01:54:00,marketplace,delivered
O0001706,C000139,P00035,1495.95,2024-06-04T03:29:00,mobile_app,returned
O0001707,C000481,P00023,419.35,2025-01-03T12:11:00,web,delivered
O0001708,C000142,P00126,109.54,2025-02-14T18:36:00,marketplace,delivered
O0001709,C000810,P00177,204.62,2024-06-07T18:42:00,mobile_app,delivered
O0001710,C000236,P00195,231.24,2024-09-24T07:45:00,web,delivered
O0001711,C001142,P00006,353.73,2024-02-23T21:56:00,marketplace,delivered
O0001712,C000448,P00194,64.77,2024-08-26T05:12:00,store,delivered
O0001713,C001299,P00171,1260.96,2025-02-09T00:39:00,store,delivered
O0001714,C001371,P00182,842.34,2025-12-14T14:09:00,web,delivered
O0001715,C001207,P00009,1461.99,2024-08-01T07:50:00,marketplace,delivered
O0001716,C001437,P00020,565.98,2025-08-18T12:33:00,mobile_app,delivered
O0001717,C000311,P00137,1248.51,2024-01-08T21:25:00,store,delivered
O0001718,C000766,P00130,328.52,2025-02-01T05:27:00,store,delivered
O0001719,C000669,P00066,124.76,2025-02-06T04:04:00,marketplace,delivered
O0001720,C001235,P00166,446.28,2025-11-18T17:28:00,mobile_app,delivered
O0001721,C000085,P00099,133.98,2024-04-19T07:01:00,store,shipped
O0001722,C001380,P00054,153.74,2025-08-30T10:21:00,marketplace,delivered
O0001723,C001282,P00058,411.4,2025-08-03T08:36:00,web,delivered
O0001724,C000443,P00046,47.1,2024-12-07T07:02:00,marketplace,delivered
O0001725,C000937,P00100,852.7,2025-09-08T05:38:00,marketplace,delivered
O0001726,C000584,P00170,528.45,2024-09-11T02:39:00,web,shipped
O0001727,C000063,P00158,418.68,2024-02-21T00:22:00,web,delivered
O0001728,C000781,P00186,184.85,2025-08-04T05:26:00,web,delivered
O0001729,C001322,P00048,24.2,2025-03-09T12:43:00,store,delivered
O0001730,C000045,P00076,357.81,2024-02-05T04:05:00,mobile_app,delivered
O0001731,C000419,P00030,451.87,2025-10-13T23:16:00,marketplace,delivered
O0001732,C000230,P00022,668.01,2024-08-28T15:32:00,store,delivered
O0001733,C001439,P00144,121.08,2025-05-06T02:09:00,mobile_app,delivered
O0001734,C001388,P00096,947.46,2024-01-31T01:16:00,marketplace,shipped
O0001735,C000844,P00044,439.56,2024-01-14T19:41:00,web,returned
O0001736,C000575,P00181,55.81,2024-10-15T16:21:00,store,delivered
O0001737,C000556,P00048,48.4,2024-08-28T23:32:00,web,cancelled
O0001738,C000090,P00144,242.16,2025-03-21T19:04:00,mobile_app,delivered
O0001739,C000096,P00073,1298.97,2025-01-07T03:01:00,store,delivered
O0001740,C000967,P00139,103.33,2024-06-16T12:44:00,mobile_app,delivered
O0001741,C001309,P00088,988.26,2025-02-20T05:56:00,marketplace,delivered
O0001742,C000711,P00196,116.68,2024-10-26T05:02:00,marketplace,delivered
O0001743,C000884,P00022,222.67,2025-09-08T08:38:00,store,returned
O0001744,C001321,P00119,68.82,2025-04-06T18:24:00,web,delivered
O0001745,C001280,P00037,591.33,2025-09-05T11:39:00,mobile_app,shipped
O0001746,C001174,P00035,997.3,2024-07-29T23:39:00,web,shipped
O0001747,C000229,P00128,1316.67,2025-07-11T01:25:00,web,delivered
O0001748,C000521,P00140,416.59,2025-11-11T05:37:00,store,delivered
O0001749,C000666,P00187,845.88,2025-01-17T18:43:00,marketplace,delivered
O0001750,C000719,P00191,352.54,2025-02-21T23:28:00,mobile_app,delivered
O0001751,C000929,P00039,459.0,2025-12-11T06:25:00,web,delivered
O0001752,C000147,P00177,409.24,2024-11-09T08:15:00,store,shipped
O0001753,C001109,P00163,307.6,2024-04-08T06:31:00,web,delivered
O0001754,C000247,P00053,486.39,2024-07-09T23:13:00,web,delivered
O0001755,C000243,P00108,492.7,2025-01-01T22:34:00,web,delivered
O0001756,C000614,P00087,331.96,2025-02-01T12:47:00,store,delivered
O0001757,C001207,P00122,658.98,2025-10-12T20:59:00,web,delivered
O0001758,C000064,P00127,65.97,2024-11-23T11:59:00,store,delivered
O0001759,C000785,P00192,497.5,2025-07-05T03:20:00,store,returned
O0001760,C001402,P00125,14.47,2024-01-28T12:58:00,marketplace,delivered
O0001761,C000177,P00121,474.49,2024-09-15T18:33:00,web,delivered
O0001762,C001465,P00161,112.68,2024-04-06T15:31:00,store,delivered
O0001763,C000961,P00008,94.53,2024-11-26T10:34:00,marketplace,delivered
O0001764,C000840,P00024,79.81,2024-01-11T23:20:00,web,returned
O0001765,C000910,P00017,787.02,2025-05-29T06:11:00,store,delivered
O0001766,C000794,P00137,416.17,2025-10-31T01:39:00,web,delivered
O0001767,C001005,P00044,439.56,2025-04-07T10:00:00,web,delivered
O0001768,C000678,P00109,319.08,2024-04-22T23:26:00,web,delivered
O0001769,C000995,P00063,459.43,2024-01-06T13:13:00,marketplace,delivered
O0001770,C000374,P00057,1115.31,2024-12-14T23:18:00,marketplace,delivered
O0001771,C000910,P00179,48.57,2024-04-28T03:27:00,mobile_app,delivered
O0001772,C001239,P00144,242.16,2024-01-25T14:57:00,store,delivered
O0001773,C000880,P00005,172.29,2025-06-21T23:40:00,web,delivered
O0001774,C000068,P00071,858.54,2025-03-22T19:01:00,web,delivered
O0001775,C000538,P00170,352.3,2025-01-01T16:12:00,mobile_app,returned
O0001776,C000281,P00030,451.87,2024-01-25T05:31:00,mobile_app,delivered
O0001777,C000913,P00168,1467.18,2025-07-13T12:44:00,store,delivered
O0001778,C001344,P00047,76.21,2025-08-19T14:06:00,web,delivered
O0001779,C000301,P00076,715.62,2024-05-16T23:56:00,web,delivered
O0001780,C001044,P00003,89.2,2024-04-25T17:54:00,web,delivered
O0001781,C000280,P00081,282.92,2024-09-06T16:23:00,mobile_app,delivered
O0001782,C000979,P00122,219.66,2024-08-07T03:22:00,marketplace,delivered
O0001783,C001284,P00138,144.94,2024-03-13T04:59:00,mobile_app,shipped
O0001784,C000139,P00122,658.98,2025-06-09T02:28:00,mobile_app,delivered
O0001785,C000846,P00160,70.59,2025-01-05T07:41:00,marketplace,delivered
O0001786,C000884,P00010,332.0,2024-11-24T13:28:00,mobile_app,delivered
O0001787,C000765,P00100,426.35,2025-04-05T20:41:00,mobile_app,delivered
O0001788,C001043,P00104,209.49,2025-10-23T21:41:00,mobile_app,delivered
O0001789,C000589,P00127,197.91,2024-03-17T14:46:00,web,delivered
O0001790,C001150,P00021,97.36,2024-05-29T21:53:00,store,delivered
O0001791,C000575,P00118,117.0,2025-10-27T11:39:00,store,returned
O0001792,C000962,P00130,985.56,2025-05-14T13:10:00,mobile_app,delivered
O0001793,C000186,P00177,613.86,2025-05-16T11:41:00,web,delivered
O0001794,C000549,P00069,438.33,2024-10-22T20:17:00,mobile_app,delivered
O0001795,C000663,P00061,91.0,2025-08-02T06:31:00,store,delivered
O0001796,C000686,P00132,193.23,2025-11-23T14:02:00,store,delivered
O0001797,C001371,P00168,489.06,2024-07-11T20:55:00,store,delivered
O0001798,C001404,P00092,453.73,2025-07-09T18:52:00,mobile_app,delivered
O0001799,C001191,P00133,239.83,2024-06-26T04:00:00,mobile_app,delivered
O0001800,C001297,P00086,900.7,2024-07-06T22:06:00,store,delivered
O0001801,C000991,P00183,793.86,2024-10-04T19:23:00,store,delivered
O0001802,C001241,P00018,895.92,2024-09-15T04:14:00,marketplace,delivered
O0001803,C000386,P00065,958.59,2025-05-21T15:31:00,store,delivered
O0001804,C000861,P00050,898.06,2024-09-29T01:44:00,marketplace,delivered
O0001805,C000975,P00111,247.34,2025-01-31T10:41:00,mobile_app,delivered
O0001806,C000740,P00194,64.77,2024-02-25T01:24:00,store,delivered
O0001807,C001096,P00068,350.8,2024-05-10T03:16:00,mobile_app,delivered
O0001808,C001352,P00145,453.91,2024-03-02T00:20:00,store,cancelled
O0001809,C001473,P00070,85.64,2024-10-18T14:40:00,mobile_app,delivered
O0001810,C001236,P00146,78.83,2024-09-30T18:51:00,mobile_app,delivered
O0001811,C001133,P00149,135.74,2024-11-20T07:30:00,marketplace,delivered
O0001812,C001262,P00004,1101.99,2024-06-13T03:06:00,store,shipped
O0001813,C000255,P00024,79.81,2024-09-09T13:52:00,mobile_app,delivered
O0001814,C000339,P00044,439.56,2024-08-13T09:32:00,web,delivered
O0001815,C000631,P00111,494.68,2025-08-16T20:28:00,marketplace,delivered
O0001816,C000205,P00020,377.32,2025-02-22T15:09:00,mobile_app,delivered
O0001817,C000787,P00157,610.14,2025-01-24T00:47:00,store,delivered
O0001818,C001378,P00125,14.47,2025-03-23T17:53:00,store,delivered
O0001819,C001039,P00157,610.14,2025-02-01T15:05:00,mobile_app,delivered
O0001820,C001440,P00019,645.44,2025-09-07T23:51:00,mobile_app,delivered
O0001821,C000424,P00055,276.72,2024-11-17T12:03:00,store,delivered
O0001822,C000595,P00059,74.96,2025-01-23T20:29:00,web,delivered
O0001823,C001153,P00062,128.5,2025-10-22T23:48:00,marketplace,delivered
O0001824,C000044,P00099,133.98,2025-08-08T11:46:00,marketplace,delivered
O0001825,C000893,P00185,329.03,2025-04-01T14:28:00,marketplace,delivered
O0001826,C000468,P00068,350.8,2025-01-10T08:52:00,mobile_app,delivered
O0001827,C001199,P00165,1381.8,2025-06-13T20:26:00,mobile_app,shipped
O0001828,C000781,P00093,423.48,2024-02-19T07:48:00,mobile_app,delivered
O0001829,C001424,P00141,353.2,2024-02-21T08:32:00,store,delivered
O0001830,C000600,P00036,163.28,2025-03-22T09:30:00,mobile_app,delivered
O0001831,C000341,P00133,239.83,2024-03-09T07:54:00,web,delivered
O0001832,C000360,P00073,865.98,2025-07-15T16:03:00,mobile_app,delivered
O0001833,C000400,P00154,167.69,2024-03-19T02:17:00,store,shipped
O0001834,C000366,P00136,939.84,2024-05-07T15:47:00,store,delivered
O0001835,C000312,P00136,313.28,2024-07-10T08:23:00,store,shipped
O0001836,C000557,P00131,1039.29,2024-01-22T17:05:00,web,delivered
O0001837,C000342,P00012,81.03,2025-04-25T05:19:00,mobile_app,shipped
O0001838,C000752,P00146,78.83,2024-10-12T15:47:00,marketplace,delivered
O0001839,C000225,P00182,842.34,2024-09-11T05:31:00,web,delivered
O0001840,C000772,P00034,429.14,2024-01-01T09:48:00,marketplace,delivered
O0001841,C000808,P00140,1249.77,2025-07-08T13:47:00,marketplace,returned
O0001842,C001064,P00090,739.36,2025-09-12T19:42:00,store,delivered
O0001843,C000834,P00042,462.84,2025-05-30T17:03:00,web,delivered
O0001844,C001228,P00094,451.26,2024-11-01T03:56:00,marketplace,delivered
O0001845,C000613,P00095,743.5,2024-01-25T10:44:00,mobile_app,delivered
O0001846,C000441,P00111,494.68,2025-10-15T05:01:00,mobile_app,delivered
O0001847,C000618,P00101,433.86,2024-09-07T04:51:00,mobile_app,returned
O0001848,C000517,P00124,752.62,2025-02-12T15:55:00,store,shipped
O0001849,C000948,P00033,405.19,2025-03-01T01:45:00,mobile_app,shipped
O0001850,C000207,P00075,115.77,2025-01-18T01:48:00,marketplace,returned
O0001851,C001338,P00110,140.4,2024-03-20T20:25:00,store,shipped
O0001852,C001129,P00122,219.66,2024-02-11T16:21:00,store,delivered
O0001853,C000635,P00129,298.99,2024-06-18T00:22:00,mobile_app,delivered
O0001854,C001150,P00069,438.33,2024-03-02T00:50:00,mobile_app,delivered
O0001855,C000760,P00006,353.73,2025-04-04T13:46:00,marketplace,delivered
O0001856,C000668,P00072,414.6,2025-01-11T01:44:00,web,shipped
O0001857,C000998,P00110,421.2,2025-06-10T01:14:00,web,cancelled
O0001858,C000314,P00096,947.46,2024-12-04T22:32:00,store,delivered
O0001859,C000402,P00023,419.35,2025-09-23T13:06:00,marketplace,delivered
O0001860,C000090,P00077,448.26,2024-01-13T04:32:00,marketplace,delivered
O0001861,C000855,P00038,1287.09,2025-03-13T18:40:00,store,cancelled
O0001862,C000431,P00000,85.51,2024-03-08T05:34:00,store,delivered
O0001863,C000135,P00056,196.06,2025-04-24T05:39:00,web,delivered
O0001864,C000941,P00087,663.92,2025-09-23T12:42:00,store,delivered
O0001865,C001122,P00189,61.44,2024-12-04T21:33:00,mobile_app,delivered
O0001866,C001467,P00150,407.52,2025-06-16T23:17:00,mobile_app,delivered
O0001867,C000045,P00111,247.34,2025-05-09T09:17:00,store,delivered
O0001868,C001483,P00103,434.41,2024-02-22T20:11:00,store,delivered
O0001869,C000303,P00142,24.51,2024-08-16T07:28:00,marketplace,returned
O0001870,C000201,P00178,232.25,2025-07-09T17:15:00,marketplace,delivered
O0001871,C000858,P00145,453.91,2024-12-05T10:12:00,mobile_app,delivered
O0001872,C000985,P00169,219.26,2024-03-08T10:42:00,marketplace,delivered
O0001873,C000885,P00039,459.0,2025-02-28T16:09:00,store,returned
O0001874,C000242,P00078,259.48,2024-08-29T16:36:00,marketplace,delivered
O0001875,C000830,P00110,140.4,2024-08-28T09:46:00,mobile_app,delivered
O0001876,C001224,P00083,36.6,2025-08-30T12:51:00,web,delivered
O0001877,C000017,P00038,858.06,2025-07-07T14:37:00,web,returned
O0001878,C001428,P00165,460.6,2024-06-04T01:45:00,marketplace,delivered
O0001879,C000273,P00074,456.2,2025-01-10T23:10:00,web,delivered
O0001880,C000634,P00084,1294.32,2024-04-12T01:19:00,web,cancelled
O0001881,C001258,P00000,171.02,2024-07-15T05:48:00,marketplace,delivered
O0001882,C001215,P00074,456.2,2025-09-22T17:57:00,store,delivered
O0001883,C000946,P00155,1319.55,2024-09-23T05:22:00,web,delivered
O0001884,C000458,P00176,511.86,2024-10-17T01:05:00,store,delivered
O0001885,C001423,P00121,1423.47,2025-04-08T12:14:00,store,delivered
O0001886,C001445,P00102,238.75,2025-03-04T08:01:00,store,delivered
O0001887,C000944,P00038,429.03,2025-12-21T05:17:00,web,delivered
O0001888,C000241,P00037,197.11,2024-04-20T15:19:00,mobile_app,delivered
O0001889,C000578,P00197,463.68,2024-12-06T23:28:00,mobile_app,delivered
O0001890,C000891,P00104,628.47,2024-05-05T21:59:00,store,returned
O0001891,C000429,P00121,474.49,2025-11-02T01:09:00,mobile_app,delivered
O0001892,C000706,P00016,239.42,2024-02-20T01:04:00,marketplace,delivered
O0001893,C001019,P00118,117.0,2025-11-05T13:34:00,marketplace,delivered
O0001894,C000669,P00190,173.97,2025-03-08T22:28:00,mobile_app,delivered
O0001895,C000336,P00064,374.66,2025-03-01T03:10:00,store,delivered
O0001896,C000287,P00061,182.0,2025-06-09T20:36:00,store,returned
O0001897,C001476,P00046,23.55,2025-03-03T01:18:00,store,delivered
O0001898,C001259,P00095,371.75,2024-12-11T00:05:00,marketplace,delivered
O0001899,C001026,P00051,409.61,2024-08-04T05:02:00,store,delivered
O0001900,C001082,P00151,183.31,2025-09-19T20:53:00,marketplace,delivered
O0001901,C001497,P00010,996.0,2025-04-10T20:10:00,store,delivered
O0001902,C000934,P00011,52.48,2024-10-18T11:21:00,marketplace,delivered
O0001903,C000128,P00121,1423.47,2025-03-03T15:49:00,mobile_app,returned
O0001904,C001210,P00057,371.77,2025-04-05T09:02:00,web,shipped
O0001905,C001368,P00148,323.95,2024-09-17T13:28:00,web,delivered
O0001906,C000083,P00056,196.06,2025-04-05T08:09:00,web,delivered
O0001907,C000155,P00070,171.28,2025-07-02T18:39:00,web,delivered
O0001908,C001310,P00078,129.74,2025-09-06T22:38:00,marketplace,cancelled
O0001909,C000437,P00136,313.28,2025-11-08T18:51:00,web,shipped
O0001910,C000796,P00143,1036.98,2024-12-02T06:02:00,mobile_app,delivered
O0001911,C000879,P00020,188.66,2024-12-02T22:04:00,marketplace,delivered
O0001912,C000265,P00191,352.54,2024-09-21T05:46:00,store,delivered
O0001913,C000873,P00052,143.77,2024-06-16T12:20:00,store,delivered
O0001914,C001110,P00177,204.62,2025-07-15T21:48:00,web,cancelled
O0001915,C000248,P00000,85.51,2024-09-02T02:15:00,mobile_app,delivered
O0001916,C000924,P00086,1351.05,2024-05-04T17:04:00,marketplace,delivered
O0001917,C000985,P00171,420.32,2025-09-21T09:29:00,store,delivered
O0001918,C000723,P00045,987.36,2025-02-01T06:27:00,store,delivered
O0001919,C001270,P00196,58.34,2024-03-29T02:09:00,mobile_app,delivered
O0001920,C001069,P00176,511.86,2025-07-01T06:37:00,store,delivered
O0001921,C000797,P00193,392.61,2025-03-18T03:32:00,marketplace,delivered
O0001922,C000389,P00158,1256.04,2025-10-14T16:30:00,web,cancelled
O0001923,C000464,P00168,978.12,2025-05-21T19:01:00,marketplace,delivered
O0001924,C000755,P00050,898.06,2024-02-12T01:14:00,mobile_app,delivered
O0001925,C000727,P00004,367.33,2025-11-11T12:42:00,marketplace,delivered
O0001926,C000015,P00080,294.32,2025-04-19T02:54:00,web,delivered
O0001927,C001149,P00196,58.34,2024-04-29T20:14:00,marketplace,delivered
O0001928,C001129,P00185,987.09,2024-12-14T04:05:00,web,delivered
O0001929,C001306,P00081,848.76,2024-09-08T10:39:00,marketplace,delivered
O0001930,C000218,P00014,103.84,2024-11-03T22:41:00,store,shipped
O0001931,C000313,P00071,429.27,2024-12-14T14:03:00,store,delivered
O0001932,C000631,P00189,61.44,2024-11-03T13:53:00,web,cancelled
O0001933,C000671,P00047,228.63,2024-04-05T04:41:00,web,delivered
O0001934,C000194,P00067,92.9,2024-12-07T10:51:00,mobile_app,delivered
O0001935,C001192,P00020,188.66,2024-08-25T01:40:00,store,shipped
O0001936,C001126,P00193,392.61,2025-07-08T02:43:00,store,returned
O0001937,C001347,P00076,357.81,2024-04-12T13:46:00,store,returned
O0001938,C000860,P00023,419.35,2025-11-04T11:22:00,web,delivered
O0001939,C000193,P00150,815.04,2024-01-05T03:38:00,web,delivered
O0001940,C000739,P00103,434.41,2025-07-08T03:38:00,mobile_app,delivered
O0001941,C001149,P00063,459.43,2024-03-24T11:24:00,mobile_app,delivered
O0001942,C001165,P00179,48.57,2024-04-16T21:31:00,marketplace,delivered
O0001943,C001450,P00032,1424.37,2024-06-22T23:17:00,mobile_app,cancelled
O0001944,C000010,P00174,1130.88,2025-06-19T09:19:00,mobile_app,delivered
O0001945,C000487,P00015,268.68,2025-03-16T07:12:00,marketplace,delivered
O0001946,C001080,P00074,912.4,2024-12-18T04:38:00,marketplace,returned
O0001947,C000589,P00068,175.4,2024-09-12T21:02:00,marketplace,delivered
O0001948,C001239,P00127,131.94,2024-01-02T03:54:00,mobile_app,delivered
O0001949,C001415,P00032,1424.37,2025-08-13T06:17:00,web,returned
O0001950,C000509,P00033,405.19,2024-02-11T07:52:00,web,delivered
O0001951,C001400,P00101,433.86,2024-05-16T07:26:00,web,delivered
O0001952,C001334,P00053,486.39,2024-04-23T23:45:00,marketplace,delivered
O0001953,C000422,P00114,7.31,2024-05-27T05:01:00,store,delivered
O0001954,C000841,P00096,473.73,2025-11-06T17:42:00,marketplace,delivered
O0001955,C001300,P00037,197.11,2024-07-30T13:17:00,mobile_app,shipped
O0001956,C001356,P00062,128.5,2025-05-16T16:41:00,marketplace,delivered
O0001957,C000006,P00110,140.4,2025-04-19T05:24:00,web,delivered
O0001958,C001073,P00074,456.2,2024-07-27T14:06:00,store,delivered
O0001959,C000572,P00045,658.24,2025-03-12T00:28:00,web,delivered
O0001960,C000712,P00077,896.52,2025-10-21T07:39:00,mobile_app,delivered
O0001961,C000564,P00122,219.66,2025-02-03T09:12:00,marketplace,delivered
O0001962,C000273,P00004,734.66,2024-08-28T22:01:00,marketplace,delivered
O0001963,C001129,P00130,328.52,2025-10-19T04:56:00,store,delivered
O0001964,C001069,P00065,319.53,2025-12-07T03:22:00,store,delivered
O0001965,C000041,P00016,239.42,2025-08-03T03:39:00,store,delivered
O0001966,C000500,P00193,392.61,2025-11-15T18:58:00,mobile_app,delivered
O0001967,C001082,P00000,85.51,2024-06-01T00:40:00,marketplace,delivered
O0001968,C000002,P00123,498.09,2024-07-17T06:23:00,store,delivered
O0001969,C000870,P00064,561.99,2025-12-13T09:16:00,mobile_app,delivered
O0001970,C001371,P00154,167.69,2025-08-01T19:15:00,web,delivered
O0001971,C001279,P00050,449.03,2024-09-07T11:05:00,store,delivered
O0001972,C000493,P00136,313.28,2024-12-07T16:49:00,marketplace,returned
O0001973,C000033,P00176,767.79,2024-03-19T03:31:00,mobile_app,delivered
O0001974,C000089,P00052,431.31,2025-04-23T14:04:00,web,delivered
O0001975,C001123,P00112,309.17,2024-05-18T07:32:00,mobile_app,delivered
O0001976,C000074,P00065,639.06,2024-01-12T20:03:00,web,cancelled
O0001977,C001316,P00150,407.52,2025-04-05T07:08:00,store,returned
O0001978,C001252,P00030,1355.61,2024-04-05T08:32:00,mobile_app,delivered
O0001979,C001411,P00070,85.64,2025-07-08T05:42:00,marketplace,shipped
O0001980,C000443,P00105,496.21,2024-12-04T03:24:00,mobile_app,returned
O0001981,C000568,P00000,85.51,2025-03-13T23:46:00,store,delivered
O0001982,C001139,P00178,232.25,2024-06-17T00:55:00,web,delivered
O0001983,C000394,P00044,439.56,2024-06-09T07:59:00,mobile_app,delivered
O0001984,C000428,P00050,898.06,2024-05-15T10:04:00,web,delivered
O0001985,C000462,P00158,418.68,2024-05-17T01:04:00,mobile_app,delivered
O0001986,C000613,P00175,168.79,2025-03-18T05:15:00,mobile_app,delivered
O0001987,C000015,P00043,1181.82,2025-01-18T01:11:00,mobile_app,delivered
O0001988,C000860,P00027,279.03,2024-03-27T05:22:00,web,delivered
O0001989,C000222,P00111,247.34,2024-08-22T23:52:00,store,delivered
O0001990,C001461,P00142,73.53,2025-11-24T18:07:00,store,shipped
O0001991,C000322,P00152,1111.74,2025-06-29T22:32:00,mobile_app,returned
O0001992,C000870,P00044,439.56,2025-09-17T15:11:00,store,delivered
O0001993,C000438,P00187,845.88,2024-01-21T06:41:00,store,delivered
O0001994,C001096,P00119,68.82,2024-04-03T19:50:00,mobile_app,returned
O0001995,C000470,P00188,359.75,2025-12-18T18:12:00,marketplace,delivered
O0001996,C001330,P00148,971.85,2024-05-18T01:48:00,mobile_app,delivered
O0001997,C000474,P00032,1424.37,2024-09-03T01:43:00,web,delivered
O0001998,C001131,P00021,292.08,2024-12-13T17:55:00,web,delivered
O0001999,C000680,P00140,416.59,2024-05-19T06:05:00,marketplace,delivered
O0002000,C000420,P00035,498.65,2024-08-13T23:51:00,mobile_app,delivered
O0002001,C000146,P00108,246.35,2025-10-11T18:39:00,store,delivered
O0002002,C001395,P00070,85.64,2024-12-11T01:01:00,web,delivered
O0002003,C001361,P00176,255.93,2024-01-25T01:02:00,store,delivered
O0002004,C001304,P00149,135.74,2024-03-24T02:49:00,marketplace,returned
O0002005,C000201,P00112,309.17,2025-07-05T22:06:00,web,delivered
O0002006,C001238,P00006,353.73,2024-06-02T12:03:00,marketplace,delivered
O0002007,C001032,P00165,460.6,2024-10-23T09:58:00,mobile_app,delivered
O0002008,C000302,P00153,29.37,2025-11-15T19:40:00,marketplace,delivered
O0002009,C001069,P00196,58.34,2024-03-19T05:08:00,store,delivered
O0002010,C000086,P00080,294.32,2025-01-23T16:00:00,marketplace,delivered
O0002011,C000090,P00153,9.79,2024-02-20T00:05:00,mobile_app,delivered
O0002012,C001303,P00087,995.88,2024-03-31T12:20:00,store,delivered
O0002013,C000829,P00096,473.73,2025-07-30T04:11:00,marketplace,delivered
O0002014,C000551,P00130,328.52,2024-08-21T10:58:00,web,delivered
O0002015,C000348,P00147,1089.48,2025-01-19T01:25:00,web,delivered
O0002016,C000108,P00104,418.98,2024-07-31T08:12:00,marketplace,delivered
O0002017,C000034,P00197,1391.04,2025-10-01T21:43:00,mobile_app,delivered
O0002018,C000124,P00068,350.8,2024-02-18T04:10:00,store,shipped
O0002019,C000254,P00142,24.51,2025-06-25T00:10:00,store,returned
O0002020,C001318,P00045,658.24,2025-07-14T16:10:00,mobile_app,delivered
O0002021,C000774,P00183,396.93,2024-07-11T18:02:00,marketplace,delivered
O0002022,C000317,P00172,21.52,2024-03-08T04:49:00,store,delivered
O0002023,C001068,P00146,78.83,2025-10-22T22:51:00,marketplace,delivered
O0002024,C000042,P00062,128.5,2025-03-05T04:27:00,marketplace,delivered
O0002025,C000634,P00199,661.88,2024-09-14T02:48:00,web,shipped
O0002026,C000597,P00161,56.34,2025-02-03T05:20:00,store,delivered
O0002027,C000086,P00047,76.21,2025-02-16T07:49:00,store,delivered
O0002028,C000382,P00075,115.77,2024-07-15T00:47:00,marketplace,delivered
O0002029,C000842,P00071,1287.81,2024-10-24T17:30:00,web,delivered
O0002030,C001496,P00027,837.09,2025-01-12T08:14:00,mobile_app,shipped
O0002031,C000564,P00084,1294.32,2024-05-17T15:53:00,web,delivered
O0002032,C000696,P00009,487.33,2024-10-23T23:26:00,store,delivered
O0002033,C000442,P00053,1459.17,2024-12-29T06:37:00,store,delivered
O0002034,C001451,P00031,64.54,2025-02-08T07:34:00,web,delivered
O0002035,C001456,P00153,19.58,2025-04-10T17:57:00,web,delivered
O0002036,C001242,P00050,449.03,2024-09-03T20:15:00,mobile_app,delivered
O0002037,C000275,P00103,434.41,2025-10-21T11:01:00,web,shipped
O0002038,C000071,P00185,987.09,2024-03-19T02:51:00,marketplace,delivered
O0002039,C000670,P00099,401.94,2024-04-07T15:45:00,marketplace,delivered
O0002040,C001475,P00134,349.12,2024-01-09T00:21:00,mobile_app,shipped
O0002041,C000060,P00150,815.04,2024-04-19T11:25:00,web,delivered
O0002042,C001223,P00134,698.24,2024-01-14T08:20:00,store,delivered
O0002043,C001439,P00127,197.91,2024-09-27T09:40:00,web,returned
O0002044,C000850,P00000,85.51,2025-09-27T23:12:00,marketplace,delivered
O0002045,C000708,P00034,214.57,2024-02-29T02:36:00,web,shipped
O0002046,C001077,P00163,307.6,2025-08-11T09:47:00,store,delivered
O0002047,C000813,P00135,213.33,2025-05-03T11:42:00,mobile_app,delivered
O0002048,C000834,P00049,29.4,2024-06-23T05:22:00,mobile_app,delivered
O0002049,C000924,P00070,171.28,2024-12-09T11:31:00,web,delivered
O0002050,C000074,P00178,696.75,2024-10-28T04:26:00,marketplace,returned
O0002051,C000087,P00093,423.48,2025-10-07T00:43:00,mobile_app,delivered
O0002052,C000809,P00109,957.24,2025-03-21T01:34:00,web,delivered
O0002053,C000263,P00109,319.08,2024-01-19T01:26:00,web,delivered
O0002054,C000416,P00092,1361.19,2025-02-03T13:34:00,web,shipped
O0002055,C000055,P00098,426.26,2024-06-06T23:22:00,web,delivered
O0002056,C000435,P00025,335.73,2024-06-28T07:27:00,store,delivered
O0002057,C000880,P00130,657.04,2025-07-17T06:15:00,web,delivered
O0002058,C000993,P00108,246.35,2025-07-28T21:59:00,mobile_app,cancelled
O0002059,C000540,P00074,456.2,2024-02-11T03:57:00,store,shipped
O0002060,C000010,P00135,213.33,2025-04-03T06:37:00,store,delivered
O0002061,C001366,P00140,833.18,2025-06-25T04:39:00,web,delivered
O0002062,C001321,P00095,371.75,2025-09-21T04:14:00,web,delivered
O0002063,C000924,P00176,767.79,2025-12-11T00:36:00,web,delivered
O0002064,C001156,P00148,323.95,2024-03-07T09:52:00,mobile_app,returned
O0002065,C001463,P00115,366.68,2024-09-18T19:53:00,marketplace,delivered
O0002066,C001446,P00146,157.66,2025-09-30T21:21:00,marketplace,shipped
O0002067,C001345,P00075,347.31,2025-07-19T21:54:00,marketplace,delivered
O0002068,C001069,P00075,115.77,2024-05-28T18:16:00,marketplace,delivered
O0002069,C001164,P00063,1378.29,2024-05-30T11:16:00,web,delivered
