order_id,shipment_id,placed_at,customer_ref,quantity,priority
ORD0000738,SH0003718,2025-05-09T00:00:00,CUST00757,94,freight
ORD0000739,SH0000043,2025-03-07T00:00:00,CUST07916,56,standard
ORD0000740,SH0003978,2025-07-10T00:00:00,CUST03886,100,expedited
ORD0000741,SH0001545,2024-05-27T00:00:00,CUST09891,48,standard
ORD0000742,SH0001979,2025-03-07T00:00:00,CUST07909,89,standard
ORD0000743,SH0002607,2025-03-02T00:00:00,CUST03039,13,expedited
ORD0000744,SH0000603,2024-02-12T00:00:00,CUST04619,70,freight
ORD0000745,SH0003463,2025-06-12T00:00:00,CUST06467,72,standard
ORD0000746,SH0002690,2024-11-02T00:00:00,CUST01687,65,expedited
ORD0000747,SH0003333,2025-08-11T00:00:00,CUST03643,6,standard
ORD0000748,SH0003629,2025-11-18T00:00:00,CUST02651,50,expedited
ORD0000749,SH0002680,2024-12-02T00:00:00,CUST06563,33,freight
ORD0000750,SH0001758,2025-04-23T00:00:00,CUST04890,14,freight
ORD0000751,SH0002510,2024-03-26T00:00:00,CUST06574,5,expedited
ORD0000752,SH0002940,2025-12-02T00:00:00,CUST03779,78,freight
ORD0000753,SH0000083,2025-01-31T00:00:00,CUST04098,73,standard
ORD0000754,SH0003953,2025-08-01T00:00:00,CUST07971,83,standard
ORD0000755,SH0000939,2024-11-01T00:00:00,CUST02141,44,freight
ORD0000756,SH0000468,2025-09-02T00:00:00,CUST07383,88,standard
ORD0000757,SH0000505,2025-07-19T00:00:00,CUST01132,95,expedited
ORD0000758,SH0002288,2025-08-10T00:00:00,CUST01635,25,expedited
ORD0000759,SH0002231,2024-05-25T00:00:00,CUST09495,51,expedited
ORD0000760,SH0003909,2024-01-12T00:00:00,CUST07575,36,standard
ORD0000761,SH0000482,2024-12-06T00:00:00,CUST04040,9,freight
ORD0000762,SH0001019,2025-10-14T00:00:00,CUST06520,94,standard
ORD0000763,SH0003198,2024-12-15T00:00:00,CUST02815,52,standard
ORD0000764,SH0000575,2024-06-27T00:00:00,CUST01852,55,freight
ORD0000765,SH0003010,2024-01-26T00:00:00,CUST09017,91,freight
ORD0000766,SH0001865,2025-01-10T00:00:00,CUST04527,66,standard
ORD0000767,SH0000579,2025-09-09T00:00:00,CUST03799,26,expedited
ORD0000768,SH0002233,2024-08-24T00:00:00,CUST08249,39,standard
ORD0000769,SH0002795,2025-09-28T00:00:00,CUST01354,1,expedited
ORD0000770,SH0001483,2025-04-04T00:00:00,CUST03920,42,standard
ORD0000771,SH0001966,2024-11-14T00:00:00,CUST05538,33,expedited
ORD0000772,SH0002350,2024-08-10T00:00:00,CUST05655,16,standard
ORD0000773,SH0003588,2024-06-15T00:00:00,CUST01335,39,standard
ORD0000774,SH0003716,2024-03-31T00:00:00,CUST02466,70,standard
ORD0000775,SH0000775,2024-03-29T00:00:00,CUST09361,43,expedited
ORD0000776,SH0002102,2025-10-12T00:00:00,CUST09550,91,expedited
ORD0000777,SH0002319,2025-08-15T00:00:00,CUST00195,29,expedited
ORD0000778,SH0003309,2025-09-09T00:00:00,CUST07434,13,expedited
ORD0000779,SH0003804,2025-05-19T00:00:00,CUST01334,63,freight
ORD0000780,SH0000109,2024-07-15T00:00:00,CUST00535,45,expedited
ORD0000781,SH0002049,2025-04-07T00:00:00,CUST00933,74,expedited
ORD0000782,SH0000301,2024-05-12T00:00:00,CUST04155,90,expedited
ORD0000783,SH0000019,2024-12-03T00:00:00,CUST01527,51,expedited
ORD0000784,SH0002215,2024-08-25T00:00:00,CUST09097,76,expedited
ORD0000785,SH0000855,2024-09-01T00:00:00,CUST07343,50,freight
ORD0000786,SH0001060,2024-04-28T00:00:00,CUST09131,59,expedited
ORD0000787,SH0001873,2025-04-20T00:00:00,CUST07136,8,standard
ORD0000788,SH0001588,2024-10-13T00:00:00,CUST03677,40,expedited
ORD0000789,SH0003857,2025-11-02T00:00:00,CUST09619,92,expedited
ORD0000790,SH0002770,2025-10-12T00:00:00,CUST03820,11,freight
ORD0000791,SH0003123,2025-04-28T00:00:00,CUST03872,6,standard
ORD0000792,SH0000924,2024-06-30T00:00:00,CUST04328,75,expedited
ORD0000793,SH0003065,2025-04-07T00:00:00,CUST05461,97,expedited
ORD0000794,SH0003670,2024-09-27T00:00:00,CUST05575,15,standard
ORD0000795,SH0001237,2025-07-09T00:00:00,CUST04602,69,standard
ORD0000796,SH0002402,2024-11-06T00:00:00,CUST07189,93,standard
ORD0000797,SH0003455,2024-04-29T00:00:00,CUST08870,12,expedited
ORD0000798,SH0001585,2024-01-21T00:00:00,CUST05585,38,standard
ORD0000799,SH0001981,2024-02-22T00:00:00,CUST07454,77,freight
ORD0000800,SH0003649,2025-01-03T00:00:00,CUST09498,92,expedited
ORD0000801,SH0003288,2025-05-03T00:00:00,CUST06775,16,standard
ORD0000802,SH0000440,2024-02-22T00:00:00,CUST07931,74,expedited
ORD0000803,SH0001606,2024-11-10T00:00:00,CUST07365,47,expedited
ORD0000804,SH0002759,2024-12-25T00:00:00,CUST06853,44,expedited
ORD0000805,SH0000613,2025-06-08T00:00:00,CUST09261,59,standard
ORD0000806,SH0000681,2025-01-31T00:00:00,CUST09447,27,expedited
ORD0000807,SH0002076,2024-12-11T00:00:00,CUST04396,88,standard
ORD0000808,SH0003105,2024-07-27T00:00:00,CUST09502,2,freight
ORD0000809,SH0002078,2024-09-21T00:00:00,CUST06229,68,expedited
ORD0000810,SH0003037,2025-03-02T00:00:00,CUST00186,56,expedited
ORD0000811,SH0002963,2025-08-27T00:00:00,CUST09788,24,freight
ORD0000812,SH0002940,2025-02-21T00:00:00,CUST01108,28,freight
ORD0000813,SH0000541,2025-02-23T00:00:00,CUST08976,61,standard
ORD0000814,SH0002559,2025-03-29T00:00:00,CUST07220,59,expedited
ORD0000815,SH0002441,2025-01-18T00:00:00,CUST07674,6,freight
ORD0000816,SH0000840,2025-08-06T00:00:00,CUST09256,53,standard
ORD0000817,SH0001541,2024-08-16T00:00:00,CUST08142,60,freight
ORD0000818,SH0000752,2025-03-30T00:00:00,CUST01142,86,standard
ORD0000819,SH0000225,2025-03-24T00:00:00,CUST03905,46,standard
ORD0000820,SH0000532,2025-07-21T00:00:00,CUST09782,54,standard
ORD0000821,SH0000767,2025-11-07T00:00:00,CUST00532,53,freight
ORD0000822,SH0003960,2025-10-30T00:00:00,CUST02751,37,standard
ORD0000823,SH0000671,2024-08-25T00:00:00,CUST03155,88,standard
ORD0000824,SH0000212,2024-05-26T00:00:00,CUST03533,79,freight
ORD0000825,SH0003805,2024-08-23T00:00:00,CUST04132,36,expedited
ORD0000826,SH0000092,2025-02-14T00:00:00,CUST00451,49,freight
ORD0000827,SH0003990,2024-09-21T00:00:00,CUST03712,88,standard
ORD0000828,SH0001633,2025-09-18T00:00:00,CUST05632,84,standard
ORD0000829,SH0000781,2024-12-15T00:00:00,CUST07170,69,expedited
ORD0000830,SH0001323,2024-05-23T00:00:00,CUST09810,40,standard
ORD0000831,SH0000559,2025-06-01T00:00:00,CUST05630,32,expedited
ORD0000832,SH0002930,2024-02-19T00:00:00,CUST00540,49,expedited
ORD0000833,SH0001039,2025-06-27T00:00:00,CUST09104,44,expedited
ORD0000834,SH0002177,2025-05-05T00:00:00,CUST05581,32,standard
ORD0000835,SH0000476,2025-08-15T00:00:00,CUST08524,2,expedited
ORD0000836,SH0000682,2025-01-05T00:00:00,CUST05735,40,standard
ORD0000837,SH0002168,2024-01-07T00:00:00,CUST05308,32,expedited
ORD0000838,SH0001680,2024-11-05T00:00:00,CUST02162,47,expedited
ORD0000839,SH0003279,2024-01-31T00:00:00,CUST07858,72,expedited
ORD0000840,SH0002255,2025-06-26T00:00:00,CUST07317,70,expedited
ORD0000841,SH0000112,2025-11-26T00:00:00,CUST02956,6,standard
ORD0000842,SH0002957,2025-08-27T00:00:00,CUST02130,22,standard
ORD0000843,SH0001020,2024-03-17T00:00:00,CUST07873,5,standard
ORD0000844,SH0002545,2024-11-29T00:00:00,CUST09178,52,expedited
ORD0000845,SH0003778,2024-08-01T00:00:00,CUST09697,100,freight
ORD0000846,SH0002710,2024-05-14T00:00:00,CUST08846,61,freight
ORD0000847,SH0002148,2025-05-10T00:00:00,CUST02612,67,expedited
ORD0000848,SH0000831,2025-12-17T00:00:00,CUST01249,33,standard
ORD0000849,SH0003299,2024-11-13T00:00:00,CUST09296,47,expedited
ORD0000850,SH0000711,2025-08-13T00:00:00,CUST01853,61,freight
ORD0000851,SH0002365,2025-02-05T00:00:00,CUST05074,39,standard
ORD0000852,SH0001749,2024-01-09T00:00:00,CUST03841,25,standard
ORD0000853,SH0002219,2025-07-24T00:00:00,CUST08299,1,expedited
ORD0000854,SH0000018,2024-01-20T00:00:00,CUST05311,11,freight
ORD0000855,SH0000169,2024-07-02T00:00:00,CUST08635,63,expedited
ORD0000856,SH0001386,2025-12-02T00:00:00,CUST01299,20,standard
ORD0000857,SH0000602,2025-11-28T00:00:00,CUST02608,94,freight
ORD0000858,SH0002687,2024-01-04T00:00:00,CUST01347,93,expedited
ORD0000859,SH0001478,2024-10-31T00:00:00,CUST06005,35,standard
ORD0000860,SH0001631,2024-10-09T00:00:00,CUST08680,64,freight
ORD0000861,SH0000563,2025-11-05T00:00:00,CUST01116,8,expedited
ORD0000862,SH0001662,2025-03-01T00:00:00,CUST02156,60,expedited
ORD0000863,SH0002663,2024-01-19T00:00:00,CUST01600,46,standard
ORD0000864,SH0001661,2025-11-28T00:00:00,CUST09357,58,expedited
ORD0000865,SH0001129,2024-06-23T00:00:00,CUST00832,30,freight
ORD0000866,SH0001631,2024-02-26T00:00:00,CUST07885,69,expedited
ORD0000867,SH0001197,2025-07-09T00:00:00,CUST03090,26,standard
ORD0000868,SH0002346,2025-01-16T00:00:00,CUST08317,64,standard
ORD0000869,SH0003694,2024-08-31T00:00:00,CUST09099,28,expedited
ORD0000870,SH0002190,2025-10-21T00:00:00,CUST00171,55,standard
ORD0000871,SH0003258,2024-03-31T00:00:00,CUST04253,43,expedited
ORD0000872,SH0002434,2024-06-06T00:00:00,CUST03753,18,expedited
ORD0000873,SH0001988,2024-03-18T00:00:00,CUST04389,95,freight
ORD0000874,SH0002177,2024-12-16T00:00:00,CUST08194,91,standard
ORD0000875,SH0002543,2025-10-11T00:00:00,CUST07541,1,standard
ORD0000876,SH0001494,2024-02-15T00:00:00,CUST01750,73,expedited
ORD0000877,SH0002033,2025-09-15T00:00:00,CUST07919,86,standard
ORD0000878,SH0000113,2025-09-24T00:00:00,CUST02115,45,standard
ORD0000879,SH0002340,2024-05-13T00:00:00,CUST00757,16,freight
ORD0000880,SH0000633,2025-07-16T00:00:00,CUST05780,17,standard
ORD0000881,SH0000929,2024-06-01T00:00:00,CUST09258,58,standard
ORD0000882,SH0003405,2024-10-02T00:00:00,CUST09426,83,standard
ORD0000883,SH0003088,2025-05-03T00:00:00,CUST09592,44,freight
ORD0000884,SH0000661,2025-08-30T00:00:00,CUST01689,44,freight
ORD0000885,SH0003951,2025-10-08T00:00:00,CUST06094,42,standard
ORD0000886,SH0000316,2025-03-15T00:00:00,CUST03457,78,freight
ORD0000887,SH0001817,2024-03-26T00:00:00,CUST04627,77,standard
ORD0000888,SH0003987,2024-01-20T00:00:00,CUST07645,43,expedited
ORD0000889,SH0001239,2025-12-13T00:00:00,CUST01813,40,standard
ORD0000890,SH0001224,2025-07-28T00:00:00,CUST07663,31,freight
ORD0000891,SH0001687,2024-06-11T00:00:00,CUST06315,17,expedited
ORD0000892,SH0002462,2024-03-22T00:00:00,CUST08472,70,standard
ORD0000893,SH0002838,2024-03-12T00:00:00,CUST02913,39,freight
ORD0000894,SH0002355,2025-04-26T00:00:00,CUST07365,31,freight
ORD0000895,SH0001778,2025-04-17T00:00:00,CUST07864,22,expedited
ORD0000896,SH0001216,2024-07-14T00:00:00,CUST05008,26,freight
ORD0000897,SH0003618,2024-12-16T00:00:00,CUST04985,80,expedited
ORD0000898,SH0002125,2025-05-22T00:00:00,CUST02699,78,expedited
ORD0000899,SH0001482,2025-05-02T00:00:00,CUST01807,44,expedited
ORD0000900,SH0003082,2024-11-10T00:00:00,CUST03650,67,freight
ORD0000901,SH0002652,2024-02-14T00:00:00,CUST02567,79,freight
ORD0000902,SH0000192,2024-08-19T00:00:00,CUST04427,69,freight
ORD0000903,SH0000076,2025-10-18T00:00:00,CUST04863,17,expedited
ORD0000904,SH0001928,2025-08-18T00:00:00,CUST06860,7,freight
ORD0000905,SH0000125,2024-02-21T00:00:00,CUST09299,37,standard
ORD0000906,SH0002463,2024-03-08T00:00:00,CUST06864,90,expedited
ORD0000907,SH0001978,2024-08-21T00:00:00,CUST07829,54,standard
ORD0000908,SH0001179,2024-06-20T00:00:00,CUST06643,49,freight
ORD0000909,SH0003191,2025-12-11T00:00:00,CUST02267,17,expedited
ORD0000910,SH0001071,2025-08-31T00:00:00,CUST02519,5,standard
ORD0000911,SH0001689,2025-09-05T00:00:00,CUST03783,7,freight
ORD0000912,SH0003114,2024-03-27T00:00:00,CUST04397,81,standard
ORD0000913,SH0003737,2024-04-12T00:00:00,CUST05440,19,expedited
ORD0000914,SH0000990,2024-04-21T00:00:00,CUST01862,97,expedited
ORD0000915,SH0000755,2024-07-05T00:00:00,CUST06488,40,standard
ORD0000916,SH0001059,2025-05-18T00:00:00,CUST05378,54,freight
ORD0000917,SH0003971,2024-01-14T00:00:00,CUST00188,82,standard
ORD0000918,SH0002136,2024-09-29T00:00:00,CUST02062,79,standard
ORD0000919,SH0000890,2024-12-03T00:00:00,CUST08642,95,expedited
ORD0000920,SH0001836,2024-11-09T00:00:00,CUST02680,21,freight
ORD0000921,SH0002206,2025-10-14T00:00:00,CUST03970,98,freight
ORD0000922,SH0003121,2024-11-26T00:00:00,CUST06836,88,expedited
ORD0000923,SH0003733,2025-12-11T00:00:00,CUST07885,62,standard
ORD0000924,SH0001445,2024-09-12T00:00:00,CUST09750,3,standard
ORD0000925,SH0000680,2025-03-17T00:00:00,CUST02679,95,expedited
ORD0000926,SH0001904,2024-08-29T00:00:00,CUST06597,42,standard
ORD0000927,SH0000174,2024-07-26T00:00:00,CUST02347,78,freight
ORD0000928,SH0000065,2025-08-11T00:00:00,CUST00621,91,freight
ORD0000929,SH0000227,2025-03-18T00:00:00,CUST04925,59,expedited
ORD0000930,SH0000276,2025-10-22T00:00:00,CUST05107,39,standard
ORD0000931,SH0001849,2025-05-30T00:00:00,CUST08009,32,freight
ORD0000932,SH0002890,2024-11-28T00:00:00,CUST05211,34,freight
ORD0000933,SH0003843,2024-02-23T00:00:00,CUST04655,23,freight
ORD0000934,SH0001018,2024-05-07T00:00:00,CUST06562,80,expedited
ORD0000935,SH0002452,2024-05-27T00:00:00,CUST01002,95,expedited
ORD0000936,SH0001814,2025-01-07T00:00:00,CUST04385,74,standard
ORD0000937,SH0002547,2024-07-20T00:00:00,CUST05009,30,freight
ORD0000938,SH0002353,2025-02-13T00:00:00,CUST09625,3,expedited
ORD0000939,SH0001308,2024-08-05T00:00:00,CUST09665,24,freight
ORD0000940,SH0001420,2024-06-27T00:00:00,CUST08411,61,freight
ORD0000941,SH0002842,2024-08-15T00:00:00,CUST05478,59,standard
ORD0000942,SH0001016,2025-06-07T00:00:00,CUST01615,29,standard
ORD0000943,SH0000080,2025-05-07T00:00:00,CUST03808,36,expedited
ORD0000944,SH0001018,2025-10-06T00:00:00,CUST03411,7,standard
ORD0000945,SH0000942,2025-03-09T00:00:00,CUST05082,13,standard
ORD0000946,SH0000624,2024-10-27T00:00:00,CUST07793,33,standard
ORD0000947,SH0002594,2025-08-06T00:00:00,CUST08826,48,standard
ORD0000948,SH0002926,2025-04-14T00:00:00,CUST02576,8,standard
ORD0000949,SH0000942,2024-12-21T00:00:00,CUST00734,42,standard
ORD0000950,SH0001637,2024-02-19T00:00:00,CUST02056,32,standard
ORD0000951,SH0001337,2024-04-08T00:00:00,CUST00464,63,freight
ORD0000952,SH0000367,2025-01-09T00:00:00,CUST05840,42,freight
ORD0000953,SH0003519,2025-05-25T00:00:00,CUST00887,76,expedited
ORD0000954,SH0002597,2025-12-16T00:00:00,CUST00857,35,standard
ORD0000955,SH0000623,2025-10-25T00:00:00,CUST04901,44,expedited
ORD0000956,SH0001251,2024-03-13T00:00:00,CUST01289,76,freight
ORD0000957,SH0000640,2025-01-15T00:00:00,CUST06099,12,standard
ORD0000958,SH0001313,2024-08-26T00:00:00,CUST08367,5,expedited
ORD0000959,SH0003156,2025-06-13T00:00:00,CUST01234,76,standard
ORD0000960,SH0003458,2024-09-12T00:00:00,CUST05656,3,expedited
ORD0000961,SH0002930,2024-08-16T00:00:00,CUST05080,79,expedited
ORD0000962,SH0003815,2024-03-11T00:00:00,CUST07707,15,expedited
ORD0000963,SH0002834,2025-05-24T00:00:00,CUST05145,46,expedited
ORD0000964,SH0003888,2024-05-04T00:00:00,CUST06427,56,standard
ORD0000965,SH0000711,2025-06-11T00:00:00,CUST02153,36,expedited
ORD0000966,SH0001007,2024-01-18T00:00:00,CUST07054,16,freight
ORD0000967,SH0001681,2024-05-17T00:00:00,CUST01219,86,freight
ORD0000968,SH0003574,2025-07-03T00:00:00,CUST05974,92,expedited
ORD0000969,SH0000972,2024-11-19T00:00:00,CUST02153,2,standard
ORD0000970,SH0001876,2025-03-22T00:00:00,CUST01198,41,standard
ORD0000971,SH0001184,2024-06-06T00:00:00,CUST00896,41,freight
ORD0000972,SH0002303,2025-11-06T00:00:00,CUST06314,65,expedited
ORD0000973,SH0002734,2025-10-29T00:00:00,CUST06881,77,expedited
ORD0000974,SH0001886,2024-03-20T00:00:00,CUST05014,25,freight
ORD0000975,SH0000883,2025-12-10T00:00:00,CUST06921,4,freight
ORD0000976,SH0000172,2025-08-30T00:00:00,CUST00621,14,standard
ORD0000977,SH0000322,2024-10-18T00:00:00,CUST06841,94,standard
ORD0000978,SH0003479,2024-02-21T00:00:00,CUST03547,77,standard
ORD0000979,SH0001988,2025-06-09T00:00:00,CUST08592,65,freight
ORD0000980,SH0000402,2025-07-04T00:00:00,CUST09730,27,standard
ORD0000981,SH0001151,2025-02-04T00:00:00,CUST01877,50,standard
ORD0000982,SH0002272,2025-06-19T00:00:00,CUST01865,53,freight
ORD0000983,SH0001937,2025-07-02T00:00:00,CUST05772,12,freight
ORD0000984,SH0003347,2025-12-02T00:00:00,CUST05787,54,freight
ORD0000985,SH0000187,2024-12-24T00:00:00,CUST00576,85,freight
ORD0000986,SH0001563,2024-12-08T00:00:00,CUST06557,98,freight
ORD0000987,SH0002196,2024-06-13T00:00:00,CUST06229,62,standard
ORD0000988,SH0002146,2024-02-05T00:00:00,CUST00197,62,standard
ORD0000989,SH0002926,2025-05-14T00:00:00,CUST02565,1,freight
ORD0000990,SH0002614,2025-07-21T00:00:00,CUST01839,87,freight
ORD0000991,SH0003865,2024-10-24T00:00:00,CUST07330,20,freight
ORD0000992,SH0000791,2025-04-14T00:00:00,CUST03453,46,expedited
ORD0000993,SH0001158,2024-01-19T00:00:00,CUST07636,67,standard
ORD0000994,SH0002978,2024-01-30T00:00:00,CUST08740,29,standard
ORD0000995,SH0003148,2025-02-13T00:00:00,CUST09890,57,freight
ORD0000996,SH0003113,2025-09-04T00:00:00,CUST09568,81,freight
ORD0000997,SH0001520,2024-04-15T00:00:00,CUST04182,45,expedited
ORD0000998,SH0002488,2025-07-15T00:00:00,CUST03349,53,expedited
ORD0000999,SH0003652,2024-03-22T00:00:00,CUST04263,50,expedited
ORD0001000,SH0001079,2025-07-31T00:00:00,CUST00578,56,expedited
ORD0001001,SH0002157,2025-06-11T00:00:00,CUST06846,58,expedited
ORD0001002,SH0000280,2025-07-28T00:00:00,CUST05531,98,expedited
ORD0001003,SH0003658,2024-04-13T00:00:00,CUST01376,55,expedited
ORD0001004,SH0001451,2025-03-17T00:00:00,CUST00744,45,freight
ORD0001005,SH0002488,2025-01-09T00:00:00,CUST06589,27,expedited
ORD0001006,SH0001019,2024-04-01T00:00:00,CUST08253,7,freight
ORD0001007,SH0002686,2025-03-25T00:00:00,CUST03432,76,standard
ORD0001008,SH0000066,2024-02-03T00:00:00,CUST02206,45,freight
ORD0001009,SH0003419,2024-12-20T00:00:00,CUST07020,43,standard
ORD0001010,SH0000983,2025-04-25T00:00:00,CUST07812,62,standard
ORD0001011,SH0000075,2025-11-24T00:00:00,CUST03277,13,expedited
ORD0001012,SH0002028,2025-12-05T00:00:00,CUST09129,62,standard
ORD0001013,SH0002424,2024-06-13T00:00:00,CUST06810,14,expedited
ORD0001014,SH0001159,2025-07-14T00:00:00,CUST07872,87,standard
ORD0001015,SH0000051,2024-04-15T00:00:00,CUST02352,34,freight
ORD0001016,SH0000235,2024-05-21T00:00:00,CUST06143,38,expedited
ORD0001017,SH0001315,2024-01-25T00:00:00,CUST00947,44,expedited
ORD0001018,SH0002416,2024-02-02T00:00:00,CUST08311,96,freight
ORD0001019,SH0000149,2025-11-12T00:00:00,CUST09233,76,freight
ORD0001020,SH0003452,2024-08-01T00:00:00,CUST09306,64,expedited
ORD0001021,SH0002584,2025-04-14T00:00:00,CUST03881,67,freight
ORD0001022,SH0001959,2024-05-18T00:00:00,CUST05076,49,standard
ORD0001023,SH0001604,2024-08-07T00:00:00,CUST00216,26,expedited
ORD0001024,SH0001018,2025-06-22T00:00:00,CUST03600,99,freight
ORD0001025,SH0000243,2024-01-29T00:00:00,CUST00490,75,standard
ORD0001026,SH0001192,2024-08-16T00:00:00,CUST05126,21,freight
ORD0001027,SH0001258,2025-09-25T00:00:00,CUST03703,3,expedited
ORD0001028,SH0002832,2024-10-11T00:00:00,CUST01742,57,freight
ORD0001029,SH0002319,2025-10-21T00:00:00,CUST06762,41,expedited
ORD0001030,SH0001692,2025-01-31T00:00:00,CUST02500,66,freight
ORD0001031,SH0002033,2025-12-10T00:00:00,CUST03189,46,standard
ORD0001032,SH0002137,2025-09-12T00:00:00,CUST06186,21,standard
ORD0001033,SH0001379,2024-06-07T00:00:00,CUST07411,100,expedited
ORD0001034,SH0002588,2025-02-17T00:00:00,CUST00912,1,standard
ORD0001035,SH0000521,2024-09-12T00:00:00,CUST00612,17,standard
ORD0001036,SH0003672,2024-10-20T00:00:00,CUST00638,48,expedited
ORD0001037,SH0003045,2025-04-24T00:00:00,CUST07399,14,standard
ORD0001038,SH0001472,2024-03-21T00:00:00,CUST06045,67,freight
ORD0001039,SH0003017,2024-02-14T00:00:00,CUST04299,14,freight
ORD0001040,SH0003485,2025-10-06T00:00:00,CUST02719,99,freight
ORD0001041,SH0003614,2024-01-13T00:00:00,CUST05518,9,expedited
ORD0001042,SH0001648,2025-03-17T00:00:00,CUST00711,91,freight
ORD0001043,SH0003281,2024-04-27T00:00:00,CUST02944,28,freight
ORD0001044,SH0000520,2025-05-14T00:00:00,CUST08637,71,expedited
ORD0001045,SH0003159,2024-10-09T00:00:00,CUST07961,82,freight
ORD0001046,SH0000137,2025-08-20T00:00:00,CUST09123,49,standard
ORD0001047,SH0001705,2024-03-25T00:00:00,CUST05347,18,expedited
ORD0001048,SH0001601,2025-09-18T00:00:00,CUST05291,71,expedited
ORD0001049,SH0001240,2024-11-06T00:00:00,CUST02544,2,standard
ORD0001050,SH0000655,2024-09-22T00:00:00,CUST09098,20,expedited
ORD0001051,SH0002198,2025-07-11T00:00:00,CUST06437,25,freight
ORD0001052,SH0000288,2024-09-07T00:00:00,CUST07561,31,expedited
ORD0001053,SH0000314,2024-11-03T00:00:00,CUST06012,6,standard
ORD0001054,SH0003862,2024-03-16T00:00:00,CUST01800,69,standard
ORD0001055,SH0002848,2024-06-05T00:00:00,CUST06230,87,expedited
ORD0001056,SH0002585,2025-08-24T00:00:00,CUST01995,34,standard
ORD0001057,SH0002475,2024-09-11T00:00:00,CUST09400,53,standard
ORD0001058,SH0001569,2024-03-28T00:00:00,CUST00401,34,expedited
ORD0001059,SH0003812,2024-04-04T00:00:00,CUST08214,73,freight
ORD0001060,SH0000508,2024-04-14T00:00:00,CUST09505,79,standard
ORD0001061,SH0003004,2024-11-18T00:00:00,CUST06199,85,freight
ORD0001062,SH0002454,2024-05-26T00:00:00,CUST04977,93,expedited
ORD0001063,SH0001676,2025-07-27T00:00:00,CUST09047,86,standard
ORD0001064,SH0001185,2024-03-05T00:00:00,CUST00741,29,expedited
ORD0001065,SH0000321,2024-10-14T00:00:00,CUST01527,26,standard
ORD0001066,SH0002112,2024-04-16T00:00:00,CUST01816,72,freight
ORD0001067,SH0000424,2024-11-15T00:00:00,CUST00159,44,standard
ORD0001068,SH0002856,2025-12-21T00:00:00,CUST03792,21,expedited
ORD0001069,SH0002605,2024-04-28T00:00:00,CUST07289,76,freight
ORD0001070,SH0000009,2024-11-13T00:00:00,CUST05108,58,standard
ORD0001071,SH0002057,2025-01-04T00:00:00,CUST06784,1,freight
ORD0001072,SH0003050,2024-10-08T00:00:00,CUST00782,50,expedited
ORD0001073,SH0000409,2024-10-30T00:00:00,CUST08246,59,freight
ORD0001074,SH0000871,2024-03-11T00:00:00,CUST00356,26,standard
ORD0001075,SH0001075,2024-12-28T00:00:00,CUST06385,35,expedited
ORD0001076,SH0001940,2024-05-08T00:00:00,CUST02498,59,expedited
ORD0001077,SH0002709,2025-04-28T00:00:00,CUST09824,35,standard
ORD0001078,SH0001863,2024-10-01T00:00:00,CUST00447,29,standard
ORD0001079,SH0003513,2025-04-05T00:00:00,CUST04350,34,freight
ORD0001080,SH0002569,2025-08-17T00:00:00,CUST08605,58,standard
ORD0001081,SH0002475,2024-08-23T00:00:00,CUST04045,78,standard
ORD0001082,SH0002900,2024-08-22T00:00:00,CUST06441,96,freight
ORD0001083,SH0001183,2024-04-01T00:00:00,CUST03044,81,expedited
ORD0001084,SH0003946,2024-11-03T00:00:00,CUST01160,1,expedited
ORD0001085,SH0000069,2024-08-17T00:00:00,CUST02749,55,expedited
ORD0001086,SH0001436,2024-08-27T00:00:00,CUST01070,90,freight
ORD0001087,SH0002279,2024-02-16T00:00:00,CUST05696,63,expedited
ORD0001088,SH0000988,2024-03-30T00:00:00,CUST00593,11,standard
ORD0001089,SH0002186,2025-09-09T00:00:00,CUST06652,83,expedited
ORD0001090,SH0001209,2025-02-20T00:00:00,CUST01550,22,expedited
ORD0001091,SH0000925,2025-02-09T00:00:00,CUST00613,50,expedited
ORD0001092,SH0000087,2024-03-03T00:00:00,CUST04602,57,expedited
ORD0001093,SH0003893,2025-06-17T00:00:00,CUST06553,60,freight
ORD0001094,SH0001230,2025-07-28T00:00:00,CUST06202,100,freight
ORD0001095,SH0002605,2025-08-20T00:00:00,CUST08500,76,expedited
ORD0001096,SH0002083,2024-09-15T00:00:00,CUST08466,9,expedited
ORD0001097,SH0000049,2025-10-27T00:00:00,CUST04037,52,standard
ORD0001098,SH0000103,2024-02-24T00:00:00,CUST07471,60,standard
ORD0001099,SH0003086,2024-03-14T00:00:00,CUST07282,63,standard
ORD0001100,SH0002678,2025-05-07T00:00:00,CUST05131,74,expedited
ORD0001101,SH0002439,2024-07-21T00:00:00,CUST03309,5,expedited
ORD0001102,SH0002161,2024-04-15T00:00:00,CUST01812,10,expedited
ORD0001103,SH0000436,2025-08-10T00:00:00,CUST06932,7,standard
ORD0001104,SH0001138,2025-09-22T00:00:00,CUST00387,22,standard
ORD0001105,SH0001097,2024-10-20T00:00:00,CUST04812,12,expedited
ORD0001106,SH0001368,2025-08-29T00:00:00,CUST06928,58,expedited
ORD0001107,SH0000931,2024-08-25T00:00:00,CUST03822,86,freight
ORD0001108,SH0002125,2024-11-06T00:00:00,CUST09251,94,expedited
ORD0001109,SH0002872,2024-12-16T00:00:00,CUST06128,21,standard
ORD0001110,SH0002324,2024-04-21T00:00:00,CUST07865,100,freight
