shipment_id,product_id,warehouse_id,shipped_at,delivered_at,status,quantity,carrier
SH0000668,PR00096,WH017,2025-01-28T00:00:00,2025-02-04T00:00:00,in_transit,1264,DHL
SH0000669,PR00343,WH004,2024-05-17T00:00:00,2024-05-19T00:00:00,delivered,129,UPS
SH0000670,PR00369,WH015,2025-11-04T00:00:00,2025-11-12T00:00:00,delayed,1113,FedEx
SH0000671,PR00070,WH013,2025-04-11T00:00:00,2025-04-22T00:00:00,delayed,1473,Maersk
SH0000672,PR00260,WH013,2025-07-19T00:00:00,2025-07-28T00:00:00,delivered,1850,UPS
SH0000673,PR00217,WH019,2024-01-08T00:00:00,2024-01-19T00:00:00,delivered,1940,USPS
SH0000674,PR00137,WH013,2025-07-13T00:00:00,2025-07-24T00:00:00,delivered,311,USPS
SH0000675,PR00247,WH011,2024-04-25T00:00:00,2024-06-02T00:00:00,delivered,656,UPS
SH0000676,PR00373,WH016,2024-10-13T00:00:00,2024-10-22T00:00:00,delivered,4288,USPS
SH0000677,PR00045,WH007,2025-04-28T00:00:00,2025-05-10T00:00:00,delivered,640,USPS
SH0000678,PR00296,WH009,2025-09-19T00:00:00,2025-09-21T00:00:00,delayed,4383,FedEx
SH0000679,PR00240,WH014,2025-06-08T00:00:00,2025-06-17T00:00:00,delivered,2716,Maersk
SH0000680,PR00180,WH009,2024-10-23T00:00:00,2024-10-27T00:00:00,delivered,4896,DHL
SH0000681,PR00372,WH018,2024-09-23T00:00:00,2024-09-25T00:00:00,delivered,4737,UPS
SH0000682,PR00293,WH001,2025-11-03T00:00:00,2025-11-09T00:00:00,in_transit,224,DHL
SH0000683,PR00248,WH002,2024-05-09T00:00:00,2024-06-14T00:00:00,delivered,2277,DHL
SH0000684,PR00067,WH019,2024-10-14T00:00:00,2024-10-20T00:00:00,in_transit,117,FedEx
SH0000685,PR00309,WH005,2025-08-28T00:00:00,2025-09-01T00:00:00,delivered,3030,UPS
SH0000686,PR00133,WH007,2025-05-11T00:00:00,2025-05-15T00:00:00,delivered,272,DHL
SH0000687,PR00043,WH004,2025-09-01T00:00:00,2025-09-05T00:00:00,in_transit,3383,Maersk
SH0000688,PR00121,WH014,2025-10-14T00:00:00,2025-10-18T00:00:00,delivered,2827,FedEx
SH0000689,PR00328,WH008,2024-04-28T00:00:00,2024-04-30T00:00:00,delivered,3267,Maersk
SH0000690,PR00154,WH015,2025-06-29T00:00:00,2025-07-26T00:00:00,delivered,3196,Maersk
SH0000691,PR00134,WH004,2025-06-27T00:00:00,2025-07-05T00:00:00,delivered,3677,Maersk
SH0000692,PR00347,WH010,2025-06-26T00:00:00,2025-08-06T00:00:00,delayed,798,USPS
SH0000693,PR00326,WH011,2025-03-18T00:00:00,2025-03-29T00:00:00,delayed,2234,DHL
SH0000694,PR00138,WH008,2024-04-10T00:00:00,2024-04-16T00:00:00,delivered,3205,Maersk
SH0000695,PR00395,WH007,2025-11-19T00:00:00,2025-11-30T00:00:00,delivered,4260,DHL
SH0000696,PR00346,WH005,2024-11-16T00:00:00,2024-11-26T00:00:00,delivered,70,FedEx
SH0000697,PR00006,WH013,2024-04-10T00:00:00,2024-04-20T00:00:00,delivered,3654,DHL
SH0000698,PR00112,WH009,2024-09-14T00:00:00,2024-09-19T00:00:00,delivered,754,FedEx
SH0000699,PR00304,WH006,2025-09-05T00:00:00,2025-09-17T00:00:00,delivered,983,FedEx
SH0000700,PR00309,WH004,2025-01-19T00:00:00,2025-01-31T00:00:00,delivered,4638,UPS
SH0000701,PR00056,WH005,2024-09-16T00:00:00,2024-09-22T00:00:00,delivered,621,Maersk
SH0000702,PR00141,WH013,2025-12-09T00:00:00,2025-12-21T00:00:00,delivered,2650,DHL
SH0000703,PR00082,WH002,2024-10-10T00:00:00,2024-10-12T00:00:00,delivered,2726,FedEx
SH0000704,PR00132,WH008,2024-07-01T00:00:00,2024-07-10T00:00:00,delivered,1644,USPS
SH0000705,PR00201,WH005,2025-10-22T00:00:00,2025-10-31T00:00:00,delivered,4429,Maersk
SH0000706,PR00111,WH019,2025-10-20T00:00:00,2025-10-23T00:00:00,delayed,2122,FedEx
SH0000707,PR00017,WH002,2024-03-13T00:00:00,2024-03-24T00:00:00,delivered,3653,FedEx
SH0000708,PR00254,WH004,2025-10-30T00:00:00,2025-11-11T00:00:00,delivered,310,Maersk
SH0000709,PR00136,WH004,2025-12-17T00:00:00,2025-12-24T00:00:00,delayed,4708,FedEx
SH0000710,PR00263,WH015,2025-05-04T00:00:00,2025-05-12T00:00:00,delivered,575,USPS
SH0000711,PR00115,WH000,2025-01-28T00:00:00,2025-02-06T00:00:00,delivered,4386,DHL
SH0000712,PR00170,WH009,2025-02-14T00:00:00,2025-02-16T00:00:00,delivered,743,DHL
SH0000713,PR00273,WH010,2024-03-23T00:00:00,2024-04-01T00:00:00,delivered,2376,UPS
SH0000714,PR00090,WH017,2024-02-10T00:00:00,2024-02-18T00:00:00,delivered,2449,Maersk
SH0000715,PR00054,WH011,2025-05-13T00:00:00,2025-05-16T00:00:00,in_transit,3588,UPS
SH0000716,PR00071,WH001,2024-07-16T00:00:00,2024-07-18T00:00:00,delivered,4858,UPS
SH0000717,PR00250,WH012,2024-03-05T00:00:00,2024-03-15T00:00:00,delivered,4094,USPS
SH0000718,PR00230,WH000,2024-02-07T00:00:00,2024-02-14T00:00:00,delivered,351,Maersk
SH0000719,PR00060,WH006,2025-10-31T00:00:00,2025-11-12T00:00:00,delivered,4396,UPS
SH0000720,PR00379,WH018,2024-08-26T00:00:00,2024-08-29T00:00:00,delivered,1160,Maersk
SH0000721,PR00334,WH000,2025-04-27T00:00:00,2025-05-08T00:00:00,delivered,1070,FedEx
SH0000722,PR00088,WH001,2024-11-10T00:00:00,2024-11-13T00:00:00,delivered,1399,USPS
SH0000723,PR00032,WH003,2024-04-26T00:00:00,2024-05-05T00:00:00,delivered,1807,FedEx
SH0000724,PR00103,WH013,2024-12-11T00:00:00,2024-12-23T00:00:00,delivered,990,USPS
SH0000725,PR00279,WH004,2024-11-25T00:00:00,2025-01-10T00:00:00,delayed,1747,FedEx
SH0000726,PR00303,WH005,2024-12-09T00:00:00,2024-12-12T00:00:00,delivered,1158,Maersk
SH0000727,PR00086,WH011,2025-07-20T00:00:00,2025-08-14T00:00:00,delivered,4768,FedEx
SH0000728,PR00068,WH003,2025-10-09T00:00:00,2025-10-20T00:00:00,delivered,1293,FedEx
SH0000729,PR00249,WH002,2024-01-07T00:00:00,2024-01-09T00:00:00,delivered,731,USPS
SH0000730,PR00145,WH013,2025-12-11T00:00:00,2025-12-20T00:00:00,delivered,1689,UPS
SH0000731,PR00327,WH008,2025-06-19T00:00:00,2025-07-23T00:00:00,delivered,1430,USPS
SH0000732,PR00354,WH001,2025-09-02T00:00:00,2025-09-06T00:00:00,delivered,722,DHL
SH0000733,PR00178,WH013,2024-01-05T00:00:00,2024-01-15T00:00:00,delivered,963,USPS
SH0000734,PR00048,WH019,2025-01-05T00:00:00,2025-01-15T00:00:00,delivered,3803,UPS
SH0000735,PR00141,WH001,2024-07-17T00:00:00,2024-07-20T00:00:00,delivered,3887,Maersk
SH0000736,PR00090,WH005,2025-11-17T00:00:00,2025-11-19T00:00:00,delivered,2984,DHL
SH0000737,PR00107,WH013,2024-09-14T00:00:00,2024-09-21T00:00:00,delivered,3713,FedEx
SH0000738,PR00053,WH001,2025-07-04T00:00:00,2025-07-08T00:00:00,delivered,239,Maersk
SH0000739,PR00263,WH003,2024-03-13T00:00:00,2024-03-18T00:00:00,delivered,4856,USPS
SH0000740,PR00166,WH013,2024-07-22T00:00:00,2024-08-03T00:00:00,in_transit,1885,FedEx
SH0000741,PR00166,WH007,2024-04-10T00:00:00,2024-04-15T00:00:00,delivered,1639,Maersk
SH0000742,PR00112,WH002,2025-04-27T00:00:00,2025-05-08T00:00:00,delivered,3571,UPS
SH0000743,PR00110,WH019,2025-04-10T00:00:00,2025-04-14T00:00:00,delivered,1118,Maersk
SH0000744,PR00368,WH006,2025-10-09T00:00:00,2025-10-16T00:00:00,delayed,1657,DHL
SH0000745,PR00065,WH001,2025-12-09T00:00:00,2025-12-20T00:00:00,delivered,1119,FedEx
SH0000746,PR00238,WH014,2025-03-04T00:00:00,2025-03-08T00:00:00,delivered,1802,DHL
SH0000747,PR00309,WH005,2025-10-15T00:00:00,2025-10-26T00:00:00,delayed,4736,USPS
SH0000748,PR00117,WH002,2025-02-25T00:00:00,2025-03-07T00:00:00,delivered,1774,USPS
SH0000749,PR00242,WH014,2024-10-12T00:00:00,2024-10-14T00:00:00,delivered,2021,UPS
SH0000750,PR00167,WH013,2025-08-16T00:00:00,2025-08-21T00:00:00,in_transit,4848,UPS
SH0000751,PR00293,WH000,2025-03-03T00:00:00,2025-03-05T00:00:00,delivered,3856,USPS
SH0000752,PR00017,WH013,2025-06-27T00:00:00,2025-07-05T00:00:00,delivered,803,Maersk
SH0000753,PR00253,WH007,2024-03-26T00:00:00,2024-04-05T00:00:00,delivered,3332,UPS
SH0000754,PR00067,WH011,2024-10-29T00:00:00,2024-11-03T00:00:00,delivered,744,FedEx
SH0000755,PR00245,WH009,2024-06-14T00:00:00,2024-06-23T00:00:00,in_transit,4782,FedEx
SH0000756,PR00232,WH014,2024-05-21T00:00:00,2024-05-29T00:00:00,delivered,3035,Maersk
SH0000757,PR00360,WH000,2025-10-04T00:00:00,2025-10-07T00:00:00,delivered,2728,USPS
SH0000758,PR00016,WH009,2025-03-12T00:00:00,2025-03-18T00:00:00,delivered,4444,USPS
SH0000759,PR00106,WH002,2025-09-27T00:00:00,2025-11-14T00:00:00,delivered,450,USPS
SH0000760,PR00345,WH011,2024-02-22T00:00:00,2024-02-25T00:00:00,delivered,3813,USPS
SH0000761,PR00020,WH011,2025-01-10T00:00:00,2025-01-14T00:00:00,delivered,549,USPS
SH0000762,PR00363,WH006,2024-05-21T00:00:00,2024-05-28T00:00:00,delivered,931,Maersk
SH0000763,PR00377,WH018,2025-12-20T00:00:00,2025-12-25T00:00:00,delivered,1847,DHL
SH0000764,PR00180,WH008,2025-05-30T00:00:00,2025-06-11T00:00:00,delivered,447,FedEx
SH0000765,PR00190,WH011,2025-04-08T00:00:00,2025-04-17T00:00:00,delivered,1006,Maersk
SH0000766,PR00363,WH017,2025-11-25T00:00:00,2025-12-05T00:00:00,in_transit,3703,USPS
SH0000767,PR00188,WH002,2024-07-11T00:00:00,2024-07-20T00:00:00,delivered,3201,UPS
SH0000768,PR00147,WH002,2024-04-21T00:00:00,2024-04-25T00:00:00,delivered,1213,Maersk
SH0000769,PR00077,WH006,2025-06-17T00:00:00,2025-06-29T00:00:00,delivered,3413,USPS
SH0000770,PR00067,WH015,2024-12-21T00:00:00,2024-12-29T00:00:00,delivered,176,DHL
SH0000771,PR00096,WH002,2024-01-23T00:00:00,2024-01-28T00:00:00,in_transit,4257,DHL
SH0000772,PR00210,WH018,2024-12-17T00:00:00,2024-12-29T00:00:00,delivered,2674,Maersk
SH0000773,PR00303,WH016,2025-07-15T00:00:00,2025-07-24T00:00:00,delivered,4647,UPS
SH0000774,PR00156,WH005,2024-09-23T00:00:00,2024-10-20T00:00:00,delivered,2361,FedEx
SH0000775,PR00075,WH011,2024-10-18T00:00:00,2024-10-27T00:00:00,delayed,1318,USPS
SH0000776,PR00146,WH005,2024-06-28T00:00:00,2024-07-10T00:00:00,delivered,1321,UPS
SH0000777,PR00059,WH001,2024-11-20T00:00:00,2024-12-01T00:00:00,delivered,2134,DHL
SH0000778,PR00094,WH006,2025-07-29T00:00:00,2025-07-31T00:00:00,delivered,2817,UPS
SH0000779,PR00190,WH014,2025-07-06T00:00:00,2025-07-10T00:00:00,delivered,996,FedEx
SH0000780,PR00207,WH015,2024-05-28T00:00:00,2024-06-06T00:00:00,delayed,1279,FedEx
SH0000781,PR00378,WH017,2025-06-03T00:00:00,2025-06-10T00:00:00,delivered,2422,Maersk
SH0000782,PR00148,WH018,2025-11-13T00:00:00,2025-11-17T00:00:00,delivered,3622,DHL
SH0000783,PR00352,WH003,2025-05-05T00:00:00,2025-05-07T00:00:00,delivered,4514,FedEx
SH0000784,PR00157,WH000,2025-02-15T00:00:00,2025-02-26T00:00:00,in_transit,3654,DHL
SH0000785,PR00047,WH010,2024-02-26T00:00:00,2024-03-08T00:00:00,delivered,4780,USPS
SH0000786,PR00113,WH008,2024-07-19T00:00:00,2024-07-21T00:00:00,delivered,3650,FedEx
SH0000787,PR00262,WH012,2024-07-18T00:00:00,2024-07-27T00:00:00,delivered,4957,USPS
SH0000788,PR00028,WH011,2025-02-11T00:00:00,2025-03-07T00:00:00,delivered,3504,DHL
SH0000789,PR00197,WH011,2024-01-13T00:00:00,2024-01-19T00:00:00,delivered,2524,Maersk
SH0000790,PR00287,WH002,2024-08-08T00:00:00,2024-09-20T00:00:00,in_transit,3405,Maersk
SH0000791,PR00147,WH005,2025-03-10T00:00:00,2025-03-18T00:00:00,delivered,4811,USPS
SH0000792,PR00044,WH004,2024-07-31T00:00:00,2024-08-29T00:00:00,delivered,4304,DHL
SH0000793,PR00033,WH018,2025-01-19T00:00:00,2025-01-22T00:00:00,delivered,2240,Maersk
SH0000794,PR00089,WH017,2025-04-18T00:00:00,2025-04-29T00:00:00,delivered,1122,UPS
SH0000795,PR00095,WH012,2024-10-23T00:00:00,2024-11-02T00:00:00,delivered,2474,USPS
SH0000796,PR00155,WH015,2025-07-26T00:00:00,2025-08-04T00:00:00,delivered,21,UPS
SH0000797,PR00134,WH009,2025-10-17T00:00:00,2025-10-29T00:00:00,delivered,2357,Maersk
SH0000798,PR00091,WH015,2025-12-05T00:00:00,2025-12-17T00:00:00,delivered,978,DHL
SH0000799,PR00252,WH002,2025-09-05T00:00:00,2025-09-12T00:00:00,delivered,4634,Maersk
SH0000800,PR00132,WH015,2025-12-11T00:00:00,2025-12-14T00:00:00,delivered,4713,FedEx
SH0000801,PR00132,WH005,2025-08-18T00:00:00,2025-08-20T00:00:00,delivered,3777,UPS
SH0000802,PR00182,WH005,2024-02-24T00:00:00,2024-03-23T00:00:00,delivered,2917,FedEx
SH0000803,PR00148,WH009,2025-06-26T00:00:00,2025-07-08T00:00:00,delayed,4210,UPS
SH0000804,PR00392,WH005,2024-04-06T00:00:00,2024-05-15T00:00:00,delivered,4455,DHL
SH0000805,PR00161,WH009,2024-10-04T00:00:00,2024-10-16T00:00:00,delivered,2970,FedEx
SH0000806,PR00273,WH018,2024-12-26T00:00:00,2024-12-30T00:00:00,delivered,4245,DHL
SH0000807,PR00190,WH015,2025-02-25T00:00:00,2025-03-04T00:00:00,delayed,1336,FedEx
SH0000808,PR00111,WH004,2025-05-30T00:00:00,2025-06-04T00:00:00,in_transit,4577,USPS
SH0000809,PR00353,WH016,2025-06-28T00:00:00,2025-07-08T00:00:00,delivered,934,Maersk
SH0000810,PR00235,WH002,2024-04-29T00:00:00,2024-05-03T00:00:00,delayed,3929,DHL
SH0000811,PR00159,WH011,2024-05-22T00:00:00,2024-05-31T00:00:00,in_transit,4896,USPS
SH0000812,PR00390,WH010,2024-06-25T00:00:00,2024-07-01T00:00:00,delivered,972,UPS
SH0000813,PR00065,WH004,2025-12-05T00:00:00,2025-12-10T00:00:00,delivered,1720,UPS
SH0000814,PR00040,WH013,2025-12-08T00:00:00,2025-12-11T00:00:00,delivered,3968,Maersk
SH0000815,PR00021,WH006,2024-04-20T00:00:00,2024-04-22T00:00:00,delivered,4207,USPS
SH0000816,PR00030,WH015,2024-05-01T00:00:00,2024-05-07T00:00:00,delivered,2472,FedEx
SH0000817,PR00386,WH003,2024-05-06T00:00:00,2024-05-17T00:00:00,delivered,1639,UPS
SH0000818,PR00343,WH011,2024-01-30T00:00:00,2024-02-02T00:00:00,delivered,2273,USPS
SH0000819,PR00178,WH011,2024-06-13T00:00:00,2024-06-23T00:00:00,delivered,1982,USPS
SH0000820,PR00291,WH002,2024-04-11T00:00:00,2024-04-22T00:00:00,delivered,4333,UPS
SH0000821,PR00366,WH006,2024-10-15T00:00:00,2024-10-19T00:00:00,delayed,4401,FedEx
SH0000822,PR00371,WH003,2024-08-07T00:00:00,2024-08-17T00:00:00,in_transit,3889,DHL
SH0000823,PR00357,WH018,2024-07-08T00:00:00,2024-07-17T00:00:00,delivered,880,UPS
SH0000824,PR00181,WH012,2025-03-10T00:00:00,2025-03-15T00:00:00,delivered,3339,FedEx
SH0000825,PR00389,WH010,2024-05-06T00:00:00,2024-05-15T00:00:00,delivered,1114,Maersk
SH0000826,PR00390,WH011,2024-10-22T00:00:00,2024-11-01T00:00:00,delivered,674,DHL
SH0000827,PR00252,WH003,2025-01-29T00:00:00,2025-02-04T00:00:00,delivered,2556,Maersk
SH0000828,PR00115,WH017,2025-02-21T00:00:00,2025-02-27T00:00:00,delayed,3506,UPS
SH0000829,PR00035,WH015,2025-11-26T00:00:00,2025-12-27T00:00:00,delivered,4028,FedEx
SH0000830,PR00202,WH014,2025-06-19T00:00:00,2025-07-01T00:00:00,delivered,977,UPS
SH0000831,PR00202,WH012,2025-12-12T00:00:00,2025-12-23T00:00:00,delayed,1383,FedEx
SH0000832,PR00186,WH006,2024-12-12T00:00:00,2024-12-17T00:00:00,delivered,3312,FedEx
SH0000833,PR00119,WH013,2025-05-26T00:00:00,2025-06-01T00:00:00,delivered,4768,USPS
SH0000834,PR00139,WH012,2024-12-30T00:00:00,2025-01-08T00:00:00,delivered,3314,Maersk
SH0000835,PR00261,WH008,2024-05-30T00:00:00,2024-07-13T00:00:00,delivered,1001,DHL
SH0000836,PR00250,WH015,2024-08-24T00:00:00,2024-09-05T00:00:00,delayed,244,FedEx
SH0000837,PR00377,WH001,2024-03-10T00:00:00,2024-03-19T00:00:00,delivered,1468,Maersk
SH0000838,PR00309,WH010,2024-06-05T00:00:00,2024-06-11T00:00:00,delivered,790,FedEx
SH0000839,PR00338,WH016,2025-05-19T00:00:00,2025-05-28T00:00:00,delivered,4079,Maersk
SH0000840,PR00258,WH008,2025-07-09T00:00:00,2025-07-16T00:00:00,in_transit,4429,USPS
SH0000841,PR00009,WH001,2025-03-16T00:00:00,2025-03-19T00:00:00,delivered,2577,Maersk
SH0000842,PR00226,WH014,2024-02-06T00:00:00,2024-02-08T00:00:00,delivered,2483,UPS
SH0000843,PR00251,WH013,2024-05-17T00:00:00,2024-05-23T00:00:00,delivered,3994,FedEx
SH0000844,PR00291,WH015,2025-11-06T00:00:00,2025-11-16T00:00:00,delivered,4688,Maersk
SH0000845,PR00243,WH017,2024-06-09T00:00:00,2024-06-19T00:00:00,delivered,2158,Maersk
SH0000846,PR00302,WH012,2025-09-23T00:00:00,2025-10-05T00:00:00,delivered,2331,DHL
SH0000847,PR00031,WH000,2025-08-27T00:00:00,2025-08-29T00:00:00,delivered,3002,DHL
SH0000848,PR00379,WH018,2024-01-28T00:00:00,2024-02-09T00:00:00,delivered,798,Maersk
SH0000849,PR00176,WH011,2025-02-25T00:00:00,2025-03-04T00:00:00,delivered,2001,UPS
SH0000850,PR00120,WH009,2025-08-29T00:00:00,2025-09-01T00:00:00,delayed,537,DHL
SH0000851,PR00058,WH010,2024-06-22T00:00:00,2024-06-24T00:00:00,delivered,307,Maersk
SH0000852,PR00336,WH013,2025-08-04T00:00:00,2025-08-14T00:00:00,delayed,2185,FedEx
SH0000853,PR00356,WH015,2025-08-25T00:00:00,2025-08-27T00:00:00,delayed,3095,USPS
SH0000854,PR00199,WH010,2025-08-09T00:00:00,2025-08-12T00:00:00,in_transit,820,UPS
SH0000855,PR00172,WH015,2025-05-29T00:00:00,2025-06-10T00:00:00,delivered,2454,DHL
SH0000856,PR00223,WH006,2025-05-23T00:00:00,2025-06-04T00:00:00,in_transit,618,USPS
SH0000857,PR00109,WH009,2024-09-28T00:00:00,2024-09-30T00:00:00,delivered,4699,Maersk
SH0000858,PR00115,WH019,2024-04-04T00:00:00,2024-04-15T00:00:00,delivered,2760,DHL
SH0000859,PR00034,WH018,2025-06-27T00:00:00,2025-07-06T00:00:00,delivered,2846,FedEx
SH0000860,PR00333,WH009,2025-05-31T00:00:00,2025-06-06T00:00:00,delivered,4424,DHL
SH0000861,PR00102,WH013,2025-02-15T00:00:00,2025-02-21T00:00:00,delivered,3713,USPS
SH0000862,PR00092,WH000,2025-10-04T00:00:00,2025-10-14T00:00:00,in_transit,4726,Maersk
SH0000863,PR00109,WH014,2024-10-01T00:00:00,2024-10-13T00:00:00,delivered,3554,USPS
SH0000864,PR00372,WH001,2025-06-18T00:00:00,2025-06-23T00:00:00,delivered,1211,UPS
SH0000865,PR00077,WH009,2025-03-21T00:00:00,2025-03-29T00:00:00,delivered,528,UPS
SH0000866,PR00211,WH008,2024-10-20T00:00:00,2024-11-01T00:00:00,delivered,4926,UPS
SH0000867,PR00207,WH007,2024-04-26T00:00:00,2024-04-30T00:00:00,delivered,2012,DHL
SH0000868,PR00237,WH015,2025-07-27T00:00:00,2025-08-04T00:00:00,delivered,304,UPS
SH0000869,PR00081,WH008,2024-05-19T00:00:00,2024-05-21T00:00:00,delivered,2276,USPS
SH0000870,PR00090,WH001,2025-05-12T00:00:00,2025-05-14T00:00:00,delivered,688,DHL
SH0000871,PR00308,WH009,2024-03-06T00:00:00,2024-03-14T00:00:00,in_transit,740,Maersk
SH0000872,PR00370,WH004,2024-08-29T00:00:00,2024-09-01T00:00:00,delivered,4099,FedEx
SH0000873,PR00267,WH018,2025-06-21T00:00:00,2025-06-27T00:00:00,delivered,740,UPS
SH0000874,PR00307,WH003,2024-11-16T00:00:00,2024-11-23T00:00:00,in_transit,3195,UPS
SH0000875,PR00216,WH006,2024-05-27T00:00:00,2024-05-30T00:00:00,delivered,2250,Maersk
SH0000876,PR00209,WH008,2025-08-26T00:00:00,2025-09-16T00:00:00,delivered,3070,FedEx
SH0000877,PR00162,WH017,2025-03-09T00:00:00,2025-03-18T00:00:00,delivered,2276,UPS
SH0000878,PR00185,WH015,2025-01-11T00:00:00,2025-01-17T00:00:00,delivered,4963,FedEx
SH0000879,PR00378,WH001,2025-12-08T00:00:00,2025-12-20T00:00:00,delivered,4528,Maersk
SH0000880,PR00158,WH011,2025-12-02T00:00:00,2025-12-05T00:00:00,delivered,1937,Maersk
SH0000881,PR00198,WH000,2025-02-06T00:00:00,2025-02-12T00:00:00,delivered,1929,DHL
SH0000882,PR00107,WH005,2025-03-25T00:00:00,2025-04-06T00:00:00,delivered,3329,FedEx
SH0000883,PR00140,WH002,2025-05-18T00:00:00,2025-05-27T00:00:00,delivered,2726,Maersk
SH0000884,PR00051,WH005,2025-12-16T00:00:00,2025-12-22T00:00:00,delivered,2883,Maersk
SH0000885,PR00308,WH017,2024-11-30T00:00:00,2024-12-09T00:00:00,delivered,427,UPS
SH0000886,PR00322,WH014,2025-10-18T00:00:00,2025-10-22T00:00:00,delivered,1640,DHL
SH0000887,PR00160,WH018,2024-03-25T00:00:00,2024-03-28T00:00:00,delivered,4231,UPS
SH0000888,PR00304,WH013,2024-11-23T00:00:00,2024-12-02T00:00:00,delivered,1094,DHL
SH0000889,PR00088,WH018,2024-12-01T00:00:00,2024-12-07T00:00:00,delivered,3396,DHL
SH0000890,PR00093,WH012,2025-01-21T00:00:00,2025-02-01T00:00:00,delivered,189,USPS
SH0000891,PR00331,WH019,2025-10-03T00:00:00,2025-10-08T00:00:00,delayed,3789,UPS
SH0000892,PR00134,WH005,2024-02-20T00:00:00,2024-02-28T00:00:00,delivered,4919,DHL
SH0000893,PR00076,WH002,2025-01-11T00:00:00,2025-01-15T00:00:00,delayed,962,FedEx
SH0000894,PR00367,WH016,2025-03-21T00:00:00,2025-03-30T00:00:00,in_transit,4049,FedEx
SH0000895,PR00114,WH006,2024-07-14T00:00:00,2024-07-20T00:00:00,delivered,4049,Maersk
SH0000896,PR00066,WH013,2024-07-30T00:00:00,2024-08-10T00:00:00,delivered,2319,UPS
SH0000897,PR00214,WH005,2025-02-22T00:00:00,2025-02-26T00:00:00,delivered,2145,UPS
SH0000898,PR00316,WH014,2024-09-11T00:00:00,2024-09-18T00:00:00,delivered,3754,FedEx
SH0000899,PR00005,WH015,2024-05-16T00:00:00,2024-05-23T00:00:00,delayed,3257,UPS
SH0000900,PR00365,WH012,2025-03-09T00:00:00,2025-03-20T00:00:00,delivered,781,USPS
SH0000901,PR00030,WH001,2024-12-06T00:00:00,2024-12-11T00:00:00,delivered,2903,USPS
SH0000902,PR00343,WH019,2024-02-16T00:00:00,2024-02-18T00:00:00,delivered,3121,DHL
SH0000903,PR00202,WH011,2024-05-15T00:00:00,2024-05-25T00:00:00,delivered,1470,DHL
SH0000904,PR00086,WH016,2025-05-19T00:00:00,2025-07-07T00:00:00,delivered,3835,UPS
SH0000905,PR00045,WH010,2025-06-27T00:00:00,2025-07-05T00:00:00,delivered,958,DHL
SH0000906,PR00022,WH004,2025-05-26T00:00:00,2025-06-01T00:00:00,delivered,3524,DHL
SH0000907,PR00134,WH019,2024-09-27T00:00:00,2024-10-07T00:00:00,delivered,1352,DHL
SH0000908,PR00377,WH015,2024-06-03T00:00:00,2024-06-13T00:00:00,in_transit,3605,FedEx
SH0000909,PR00096,WH004,2024-02-25T00:00:00,2024-03-01T00:00:00,delivered,3853,DHL
SH0000910,PR00083,WH014,2025-03-22T00:00:00,2025-04-14T00:00:00,lost,4055,FedEx
SH0000911,PR00226,WH011,2025-07-28T00:00:00,2025-08-06T00:00:00,delivered,922,UPS
SH0000912,PR00063,WH011,2024-04-05T00:00:00,2024-04-10T00:00:00,in_transit,1480,UPS
SH0000913,PR00383,WH016,2024-10-06T00:00:00,2024-10-17T00:00:00,in_transit,4798,UPS
SH0000914,PR00298,WH000,2025-06-22T00:00:00,2025-07-03T00:00:00,delivered,630,UPS
SH0000915,PR00393,WH015,2025-11-24T00:00:00,2025-11-27T00:00:00,in_transit,213,DHL
SH0000916,PR00348,WH003,2025-02-07T00:00:00,2025-02-14T00:00:00,delivered,869,DHL
SH0000917,PR00078,WH000,2024-03-24T00:00:00,2024-04-02T00:00:00,in_transit,3931,Maersk
SH0000918,PR00321,WH008,2025-08-31T00:00:00,2025-09-12T00:00:00,delivered,360,USPS
SH0000919,PR00231,WH010,2025-08-05T00:00:00,2025-08-29T00:00:00,delivered,399,DHL
SH0000920,PR00165,WH001,2024-03-13T00:00:00,2024-03-23T00:00:00,delayed,3125,FedEx
SH0000921,PR00204,WH008,2024-07-01T00:00:00,2024-07-06T00:00:00,delayed,3268,FedEx
SH0000922,PR00010,WH006,2024-06-15T00:00:00,2024-06-23T00:00:00,delivered,2335,UPS
SH0000923,PR00061,WH009,2025-05-17T00:00:00,2025-05-25T00:00:00,delivered,2541,USPS
SH0000924,PR00067,WH011,2025-11-12T00:00:00,2025-11-15T00:00:00,in_transit,4200,UPS
SH0000925,PR00250,WH014,2025-02-01T00:00:00,2025-02-10T00:00:00,delivered,4918,Maersk
SH0000926,PR00046,WH013,2025-01-12T00:00:00,2025-01-23T00:00:00,delivered,3490,FedEx
SH0000927,PR00020,WH016,2024-12-15T00:00:00,2024-12-24T00:00:00,delivered,1271,Maersk
SH0000928,PR00269,WH016,2024-03-26T00:00:00,2024-04-01T00:00:00,delivered,649,Maersk
SH0000929,PR00153,WH004,2024-05-10T00:00:00,2024-05-22T00:00:00,delayed,2037,USPS
SH0000930,PR00218,WH009,2025-08-05T00:00:00,2025-08-07T00:00:00,delivered,370,USPS
SH0000931,PR00055,WH016,2025-03-11T00:00:00,2025-03-19T00:00:00,delivered,4657,DHL
SH0000932,PR00181,WH008,2025-08-22T00:00:00,2025-08-25T00:00:00,delivered,134,FedEx
SH0000933,PR00379,WH014,2024-07-02T00:00:00,2024-07-06T00:00:00,in_transit,371,FedEx
SH0000934,PR00213,WH009,2024-11-17T00:00:00,2024-11-28T00:00:00,delivered,3686,USPS
