account_id,customer_id,account_type,open_date,status,balance
ACC0000458,CUS000614,money_market,2024-11-30,frozen,559.08
ACC0000459,CUS001765,savings,2023-10-03,active,5887.73
ACC0000460,CUS001699,checking,2025-09-14,active,20566.41
ACC0000461,CUS000886,credit,2025-10-01,active,31087.93
ACC0000462,CUS000406,credit,2022-01-09,active,36400.07
ACC0000463,CUS000931,money_market,2023-04-25,closed,1131.96
ACC0000464,CUS001887,checking,2025-07-22,active,13413.64
ACC0000465,CUS001922,checking,2024-07-18,active,18922.11
ACC0000466,CUS001423,credit,2026-05-01,active,38971.11
ACC0000467,CUS000464,savings,2023-08-12,active,44957.27
ACC0000468,CUS000562,checking,2022-11-13,active,9939.34
ACC0000469,CUS000653,checking,2025-08-30,active,30149.09
ACC0000470,CUS001879,checking,2025-02-19,dormant,23280.73
ACC0000471,CUS001385,savings,2023-09-11,active,44065.49
ACC0000472,CUS000623,credit,2022-03-12,active,29806.71
ACC0000473,CUS001631,savings,2022-07-31,active,46415.16
ACC0000474,CUS001264,savings,2026-04-06,active,29090.22
ACC0000475,CUS001542,money_market,2025-11-19,active,33094.27
ACC0000476,CUS001518,savings,2025-12-19,active,44831.69
ACC0000477,CUS000553,credit,2022-06-28,active,25346.34
ACC0000478,CUS001148,checking,2021-06-17,active,28379.5
ACC0000479,CUS000229,savings,2025-09-13,dormant,5440.61
ACC0000480,CUS001741,money_market,2024-04-26,active,20617.81
ACC0000481,CUS000605,money_market,2026-02-08,active,37704.37
ACC0000482,CUS001465,money_market,2025-06-26,active,45312.89
ACC0000483,CUS000287,savings,2023-11-18,active,10373.47
ACC0000484,CUS000689,checking,2022-08-11,active,31972.24
ACC0000485,CUS000987,credit,2022-01-30,active,22811.62
ACC0000486,CUS000761,money_market,2024-02-18,active,7656.77
ACC0000487,CUS001069,savings,2022-09-16,active,35243.14
ACC0000488,CUS001316,credit,2024-10-13,active,707.75
ACC0000489,CUS000765,checking,2024-06-23,active,40842.21
ACC0000490,CUS001933,money_market,2022-07-05,dormant,8025.57
ACC0000491,CUS000494,checking,2021-12-30,active,20441.55
ACC0000492,CUS000831,checking,2023-09-30,active,25274.64
ACC0000493,CUS000395,money_market,2024-02-26,dormant,13370.66
ACC0000494,CUS000455,checking,2025-01-24,active,203.6
ACC0000495,CUS000559,money_market,2025-05-14,active,49636.13
ACC0000496,CUS001241,checking,2025-02-22,active,44705.07
ACC0000497,CUS001218,savings,2023-05-31,active,31903.05
ACC0000498,CUS000706,credit,2023-03-25,active,5639.44
ACC0000499,CUS000897,credit,2025-10-27,active,3189.82
ACC0000500,CUS000344,savings,2024-09-28,active,21684.96
ACC0000501,CUS001739,checking,2024-09-16,active,14811.1
ACC0000502,CUS001012,checking,2025-04-21,active,7299.62
ACC0000503,CUS001436,money_market,2024-12-29,active,35787.69
ACC0000504,CUS001081,money_market,2023-06-17,active,49999.19
ACC0000505,CUS000195,checking,2025-11-28,active,47271.35
ACC0000506,CUS001176,credit,2021-12-04,active,13991.42
ACC0000507,CUS000243,credit,2025-12-23,active,24826.7
ACC0000508,CUS000247,savings,2022-04-19,active,6950.78
ACC0000509,CUS000423,credit,2022-09-30,active,30467.62
ACC0000510,CUS000393,savings,2024-08-16,active,12458.18
ACC0000511,CUS001886,savings,2022-11-19,active,21296.53
ACC0000512,CUS001732,money_market,2025-02-15,active,9401.54
ACC0000513,CUS001760,credit,2026-04-25,active,24995.35
ACC0000514,CUS001242,money_market,2022-03-30,active,46661.74
ACC0000515,CUS001623,money_market,2024-07-27,active,41058.5
ACC0000516,CUS001915,money_market,2022-03-18,active,34600.61
ACC0000517,CUS000433,checking,2022-11-17,active,4356.31
ACC0000518,CUS000202,credit,2022-06-24,active,16734.99
ACC0000519,CUS001068,savings,2025-05-31,closed,30553.31
ACC0000520,CUS000854,checking,2024-04-27,active,35879.04
ACC0000521,CUS000112,savings,2023-12-22,active,21810.72
ACC0000522,CUS000398,checking,2025-06-05,active,5066.96
ACC0000523,CUS001673,checking,2025-06-14,active,22426.81
ACC0000524,CUS000682,money_market,2023-06-07,closed,25742.11
ACC0000525,CUS000613,money_market,2021-06-11,dormant,19786.33
ACC0000526,CUS001425,checking,2025-06-03,active,36400.63
ACC0000527,CUS000940,checking,2025-03-20,closed,36638.34
ACC0000528,CUS001477,checking,2024-11-21,active,29336.07
ACC0000529,CUS000695,savings,2022-08-26,closed,35231.07
ACC0000530,CUS000327,savings,2021-12-03,active,21264.35
ACC0000531,CUS001036,savings,2025-12-05,dormant,35875.58
ACC0000532,CUS001125,savings,2023-08-27,active,35202.24
ACC0000533,CUS001483,credit,2024-05-03,active,33777.03
ACC0000534,CUS001988,savings,2022-10-29,active,44407.55
ACC0000535,CUS001135,money_market,2023-05-28,active,42667.6
ACC0000536,CUS000017,savings,2024-08-27,active,40143.48
ACC0000537,CUS001549,credit,2024-06-22,frozen,31819.57
ACC0000538,CUS000476,money_market,2023-01-26,active,29087.7
ACC0000539,CUS000173,money_market,2024-12-24,active,44982.34
ACC0000540,CUS001569,credit,2022-03-12,active,46630.06
ACC0000541,CUS001528,savings,2021-08-20,active,291.45
ACC0000542,CUS001318,credit,2026-03-06,active,9044.56
ACC0000543,CUS000159,money_market,2021-10-29,active,28981.34
ACC0000544,CUS000712,savings,2025-10-03,active,20627.01
ACC0000545,CUS000262,checking,2024-07-07,active,14393.46
ACC0000546,CUS001352,checking,2024-08-15,active,6987.3
ACC0000547,CUS000640,money_market,2024-01-26,active,44708.13
ACC0000548,CUS001647,money_market,2025-10-31,active,43366.27
ACC0000549,CUS001833,savings,2025-05-29,active,37596.32
ACC0000550,CUS000792,savings,2025-06-16,frozen,7533.66
ACC0000551,CUS000908,checking,2024-02-14,active,34658.8
ACC0000552,CUS001465,savings,2023-07-29,active,11966.52
ACC0000553,CUS001667,money_market,2022-10-24,active,19579.17
ACC0000554,CUS000009,savings,2022-05-16,dormant,7330.79
ACC0000555,CUS000134,credit,2024-07-17,active,10047.83
ACC0000556,CUS000516,credit,2025-03-05,active,6855.74
ACC0000557,CUS000811,credit,2026-02-27,active,30091.19
ACC0000558,CUS001247,credit,2025-10-17,active,14201.11
ACC0000559,CUS000086,credit,2026-05-28,frozen,16464.99
ACC0000560,CUS000207,savings,2024-03-09,active,32241.48
ACC0000561,CUS001897,money_market,2023-09-12,active,6056.16
ACC0000562,CUS001755,money_market,2023-01-18,active,10271.91
ACC0000563,CUS001446,credit,2023-06-15,active,2955.87
ACC0000564,CUS000352,money_market,2025-07-17,active,26068.11
ACC0000565,CUS001547,money_market,2025-11-15,frozen,48824.72
ACC0000566,CUS000904,checking,2025-12-16,active,1588.46
ACC0000567,CUS000852,credit,2025-01-16,active,27594.85
ACC0000568,CUS001768,checking,2023-03-20,active,9683.82
ACC0000569,CUS001929,checking,2023-04-06,active,18489.2
ACC0000570,CUS001731,checking,2024-06-25,dormant,29981.43
ACC0000571,CUS001623,credit,2023-08-04,active,19098.01
ACC0000572,CUS000973,checking,2021-07-29,active,3151.76
ACC0000573,CUS000071,savings,2025-09-25,active,20269.99
ACC0000574,CUS000181,checking,2023-03-08,active,35678.92
ACC0000575,CUS001190,credit,2023-06-19,active,18518.86
ACC0000576,CUS000723,savings,2022-06-28,active,40194.43
ACC0000577,CUS000926,money_market,2021-12-11,active,30475.87
ACC0000578,CUS000665,savings,2023-01-12,active,27850.54
ACC0000579,CUS001255,money_market,2023-11-05,active,22352.61
ACC0000580,CUS000327,money_market,2022-05-10,closed,45135.05
ACC0000581,CUS001043,money_market,2024-07-09,active,9211.96
ACC0000582,CUS000898,checking,2022-04-10,active,41475.07
ACC0000583,CUS000474,money_market,2024-05-23,active,3337.31
ACC0000584,CUS000955,money_market,2026-01-20,active,11665.39
ACC0000585,CUS001372,savings,2024-01-21,active,17279.71
ACC0000586,CUS000412,money_market,2023-01-24,active,181.36
ACC0000587,CUS000510,savings,2021-07-16,active,9120.99
ACC0000588,CUS000934,credit,2023-11-21,active,40744.09
ACC0000589,CUS000611,credit,2024-11-24,dormant,3034.7
ACC0000590,CUS000698,credit,2023-01-26,active,41518.3
ACC0000591,CUS000663,checking,2021-12-08,active,27123.83
ACC0000592,CUS000620,money_market,2024-12-17,active,48469.17
ACC0000593,CUS001590,money_market,2025-05-31,active,33204.85
ACC0000594,CUS001477,money_market,2024-09-19,active,25813.5
ACC0000595,CUS001183,savings,2026-02-01,active,13136.23
ACC0000596,CUS000713,savings,2023-07-16,dormant,32519.27
ACC0000597,CUS001503,checking,2022-08-05,active,2209.23
ACC0000598,CUS000015,credit,2021-10-01,active,40074.11
ACC0000599,CUS001666,money_market,2024-12-21,active,46851.25
ACC0000600,CUS000419,savings,2024-05-29,active,17770.05
ACC0000601,CUS000107,money_market,2023-10-19,active,4198.59
ACC0000602,CUS001446,money_market,2023-11-21,active,8708.75
ACC0000603,CUS000535,savings,2021-06-30,active,47875.1
ACC0000604,CUS000778,checking,2023-08-27,active,46055.74
ACC0000605,CUS001273,money_market,2023-11-05,active,27161.36
ACC0000606,CUS001178,savings,2024-10-23,active,500.31
ACC0000607,CUS001802,checking,2023-10-01,active,36837.35
ACC0000608,CUS001977,credit,2025-10-04,active,44239.99
ACC0000609,CUS001458,credit,2024-03-02,dormant,4434.97
ACC0000610,CUS001082,money_market,2022-11-28,active,27389.98
ACC0000611,CUS001294,money_market,2024-12-06,active,32433.97
ACC0000612,CUS001413,money_market,2022-03-16,active,17991.26
ACC0000613,CUS001798,savings,2025-06-30,active,6815.32
ACC0000614,CUS000658,savings,2025-04-04,active,11480.01
ACC0000615,CUS001274,money_market,2022-06-25,active,27418.22
ACC0000616,CUS001159,credit,2025-09-26,active,9292.08
ACC0000617,CUS000118,checking,2023-01-30,active,49110.52
ACC0000618,CUS000264,credit,2021-07-14,active,12953.0
ACC0000619,CUS000663,savings,2025-09-04,dormant,12435.77
ACC0000620,CUS001701,savings,2025-05-09,active,13777.87
ACC0000621,CUS000579,money_market,2023-03-18,active,23234.28
ACC0000622,CUS001779,savings,2021-11-09,active,46230.54
ACC0000623,CUS000071,credit,2024-05-24,active,46506.63
ACC0000624,CUS001446,checking,2023-01-13,active,38439.04
ACC0000625,CUS000404,checking,2025-12-08,closed,24058.08
ACC0000626,CUS001902,checking,2024-08-21,active,24922.14
ACC0000627,CUS001157,savings,2025-07-29,active,32844.18
ACC0000628,CUS001611,checking,2021-09-08,active,25142.71
ACC0000629,CUS000266,checking,2023-07-26,dormant,16556.36
ACC0000630,CUS001850,savings,2022-12-02,active,32724.65
ACC0000631,CUS000054,checking,2021-12-05,active,8288.65
ACC0000632,CUS000674,credit,2024-01-05,active,3931.41
ACC0000633,CUS001776,checking,2026-01-04,active,7465.0
ACC0000634,CUS001680,savings,2025-09-19,active,41317.68
ACC0000635,CUS000758,checking,2025-01-04,dormant,43317.2
ACC0000636,CUS000062,savings,2026-04-05,dormant,19086.16
ACC0000637,CUS001807,checking,2026-02-11,active,46905.83
ACC0000638,CUS000707,savings,2023-06-01,active,15796.75
ACC0000639,CUS001387,credit,2026-04-18,active,29684.46
ACC0000640,CUS000603,checking,2023-09-02,active,2423.78
ACC0000641,CUS000228,savings,2023-11-08,active,24231.35
ACC0000642,CUS000318,credit,2024-12-16,active,21186.68
ACC0000643,CUS000433,savings,2024-03-01,active,39489.07
ACC0000644,CUS001768,savings,2024-10-26,active,39987.1
ACC0000645,CUS001694,checking,2025-08-20,active,14867.07
ACC0000646,CUS000419,savings,2022-11-23,active,30203.36
ACC0000647,CUS000203,money_market,2025-07-26,closed,46226.63
ACC0000648,CUS000117,checking,2024-08-24,active,28126.15
ACC0000649,CUS000057,money_market,2026-01-28,active,45531.48
ACC0000650,CUS001142,money_market,2023-11-29,active,24794.66
ACC0000651,CUS000126,money_market,2021-08-31,dormant,39716.54
ACC0000652,CUS000134,credit,2022-12-22,active,25907.76
ACC0000653,CUS001735,money_market,2024-09-26,active,23433.11
ACC0000654,CUS001616,money_market,2024-08-15,active,20840.95
ACC0000655,CUS001184,checking,2024-08-10,active,47914.66
ACC0000656,CUS001077,money_market,2025-05-15,active,23201.17
ACC0000657,CUS001858,savings,2022-10-16,active,24789.3
ACC0000658,CUS000081,money_market,2024-12-13,active,30603.8
ACC0000659,CUS000638,money_market,2025-10-24,active,33659.05
ACC0000660,CUS000407,money_market,2022-06-18,active,3942.36
ACC0000661,CUS000115,savings,2024-04-29,active,25403.76
ACC0000662,CUS000093,credit,2024-02-14,active,6628.61
ACC0000663,CUS001017,credit,2025-12-12,active,47857.44
ACC0000664,CUS001756,money_market,2025-03-27,active,3015.03
ACC0000665,CUS001620,checking,2026-05-30,active,6803.43
ACC0000666,CUS000682,credit,2021-10-14,active,2525.14
ACC0000667,CUS001591,credit,2022-01-18,active,10943.03
ACC0000668,CUS001350,credit,2024-06-11,active,41349.15
ACC0000669,CUS000461,money_market,2021-06-28,active,93.56
ACC0000670,CUS000388,credit,2024-02-27,active,22934.95
ACC0000671,CUS001991,savings,2025-04-20,active,5132.94
ACC0000672,CUS000389,credit,2023-04-12,active,12454.08
ACC0000673,CUS000425,checking,2023-02-13,active,45090.51
ACC0000674,CUS000653,checking,2025-05-29,active,45297.99
ACC0000675,CUS001072,money_market,2024-05-15,active,43938.67
ACC0000676,CUS000922,credit,2025-12-20,active,45596.31
ACC0000677,CUS001271,money_market,2021-08-13,active,34722.06
ACC0000678,CUS000492,money_market,2023-12-06,active,24004.23
ACC0000679,CUS000754,credit,2022-10-15,active,28141.28
ACC0000680,CUS000352,savings,2024-04-10,active,38485.52
ACC0000681,CUS000698,money_market,2021-12-19,active,40024.79
ACC0000682,CUS001237,money_market,2024-06-10,active,40297.04
ACC0000683,CUS000705,checking,2023-12-13,dormant,37756.54
ACC0000684,CUS001525,checking,2023-12-13,active,36888.38
ACC0000685,CUS000748,checking,2024-10-28,active,31419.09
ACC0000686,CUS001772,savings,2021-08-04,frozen,48108.82
ACC0000687,CUS001634,savings,2026-01-18,active,47943.69
ACC0000688,CUS001408,checking,2024-03-12,active,19062.66
ACC0000689,CUS001427,checking,2023-01-18,active,14511.29
ACC0000690,CUS001676,money_market,2022-12-09,active,31068.68
ACC0000691,CUS000588,money_market,2022-01-29,closed,39670.38
ACC0000692,CUS001296,money_market,2025-09-20,active,36734.79
ACC0000693,CUS001982,savings,2023-02-12,active,43273.54
ACC0000694,CUS001435,money_market,2021-09-11,active,45940.77
ACC0000695,CUS001042,checking,2025-09-23,active,24412.53
ACC0000696,CUS000304,checking,2022-09-24,active,38108.13
ACC0000697,CUS001482,money_market,2023-01-26,active,12854.58
ACC0000698,CUS001822,money_market,2024-02-11,closed,22625.5
ACC0000699,CUS000245,checking,2023-02-28,active,40101.31
ACC0000700,CUS000240,money_market,2024-01-11,frozen,28188.3
ACC0000701,CUS000705,checking,2022-05-20,active,1600.1
ACC0000702,CUS000124,checking,2026-01-25,active,3789.39
ACC0000703,CUS000170,credit,2022-02-03,closed,5419.41
ACC0000704,CUS000399,credit,2022-04-16,active,23553.24
ACC0000705,CUS001441,checking,2024-08-10,active,44427.82
ACC0000706,CUS000095,money_market,2024-09-07,active,22463.66
ACC0000707,CUS001783,money_market,2024-10-17,active,6582.6
ACC0000708,CUS001651,money_market,2024-04-13,active,31515.19
ACC0000709,CUS000464,savings,2022-05-30,active,46332.54
ACC0000710,CUS001226,checking,2021-08-18,active,6392.04
ACC0000711,CUS001367,savings,2025-09-11,closed,45674.74
ACC0000712,CUS001028,checking,2022-10-06,active,9798.52
ACC0000713,CUS001074,money_market,2025-02-15,active,32172.28
ACC0000714,CUS001822,money_market,2023-12-04,closed,20680.37
ACC0000715,CUS000041,checking,2025-11-12,active,46306.86
ACC0000716,CUS000839,credit,2021-10-26,dormant,22064.06
ACC0000717,CUS000090,checking,2026-01-18,active,4983.6
ACC0000718,CUS000534,credit,2021-08-05,active,8490.33
ACC0000719,CUS000081,money_market,2021-09-19,active,19060.86
ACC0000720,CUS000168,credit,2026-03-09,active,6288.21
ACC0000721,CUS001511,credit,2023-10-09,active,15692.31
ACC0000722,CUS000081,credit,2022-01-01,active,37316.81
ACC0000723,CUS001715,checking,2025-02-04,active,37199.23
ACC0000724,CUS000306,savings,2021-12-09,active,30038.25
ACC0000725,CUS001409,savings,2024-08-03,frozen,40603.41
ACC0000726,CUS001579,checking,2025-06-12,closed,5513.14
ACC0000727,CUS001475,savings,2021-08-19,active,35726.74
ACC0000728,CUS000772,savings,2022-05-25,active,25226.63
ACC0000729,CUS000458,savings,2025-01-12,active,49521.8
ACC0000730,CUS000838,checking,2024-04-17,active,37254.34
ACC0000731,CUS001034,credit,2024-12-06,active,37852.39
ACC0000732,CUS000485,money_market,2025-10-30,active,33812.72
ACC0000733,CUS000640,savings,2024-05-14,active,37425.45
ACC0000734,CUS001785,checking,2022-01-26,active,2940.7
ACC0000735,CUS001465,money_market,2021-11-20,active,7074.31
ACC0000736,CUS000669,money_market,2024-08-18,active,47587.91
ACC0000737,CUS001783,checking,2025-08-27,active,6709.42
ACC0000738,CUS001792,checking,2025-12-31,active,31801.91
ACC0000739,CUS000025,money_market,2023-10-04,active,40178.43
ACC0000740,CUS000082,checking,2024-03-09,active,738.42
ACC0000741,CUS000749,money_market,2025-12-22,active,20276.34
ACC0000742,CUS001202,money_market,2023-09-08,active,11284.37
ACC0000743,CUS000021,money_market,2022-01-19,active,44978.32
ACC0000744,CUS000888,savings,2022-10-04,active,3469.64
ACC0000745,CUS000777,savings,2025-04-26,active,42191.63
ACC0000746,CUS000976,credit,2024-05-05,active,27358.54
ACC0000747,CUS001466,money_market,2021-11-25,active,32671.3
ACC0000748,CUS000938,savings,2024-12-03,active,43810.97
ACC0000749,CUS000914,savings,2024-03-19,active,5315.36
ACC0000750,CUS001460,checking,2025-09-22,active,22465.77
ACC0000751,CUS001144,savings,2026-03-30,closed,23691.17
ACC0000752,CUS001003,credit,2021-12-17,frozen,48103.29
ACC0000753,CUS001687,money_market,2025-03-13,active,18220.85
ACC0000754,CUS001794,credit,2024-05-08,active,38459.88
ACC0000755,CUS001720,credit,2023-10-01,active,22403.46
ACC0000756,CUS001187,money_market,2022-01-14,active,18945.09
ACC0000757,CUS001235,money_market,2025-10-29,active,18274.3
ACC0000758,CUS000357,credit,2023-08-20,active,35666.59
ACC0000759,CUS000157,checking,2022-12-18,active,40126.44
ACC0000760,CUS000478,checking,2025-09-03,active,33252.0
ACC0000761,CUS001734,checking,2025-11-12,active,13217.78
ACC0000762,CUS000086,savings,2023-06-17,active,28133.41
ACC0000763,CUS001596,checking,2025-04-23,closed,31029.14
ACC0000764,CUS001025,money_market,2024-12-05,active,31505.07
ACC0000765,CUS001520,money_market,2023-11-20,active,6303.02
ACC0000766,CUS001040,savings,2021-07-20,active,4148.49
ACC0000767,CUS001739,checking,2026-05-29,active,8399.78
ACC0000768,CUS000017,checking,2021-11-17,active,25724.4
ACC0000769,CUS001811,credit,2024-06-25,active,32306.65
ACC0000770,CUS001774,credit,2025-08-17,active,43739.08
ACC0000771,CUS001959,checking,2022-09-16,active,26993.75
ACC0000772,CUS000108,money_market,2023-02-15,active,20038.04
ACC0000773,CUS000249,money_market,2023-07-17,active,49598.95
ACC0000774,CUS000402,credit,2023-09-16,active,9466.32
ACC0000775,CUS000651,credit,2021-08-30,active,26707.45
ACC0000776,CUS000435,checking,2023-08-07,active,12961.89
ACC0000777,CUS001179,credit,2025-07-06,closed,14037.45
ACC0000778,CUS000817,money_market,2022-04-02,active,6396.29
ACC0000779,CUS001638,savings,2026-06-05,active,19237.78
ACC0000780,CUS000305,savings,2022-10-12,active,41861.38
ACC0000781,CUS000152,checking,2026-02-03,active,6853.5
ACC0000782,CUS001106,savings,2025-01-27,active,10248.32
ACC0000783,CUS001990,savings,2023-01-13,dormant,13007.28
ACC0000784,CUS000636,savings,2026-05-25,closed,31747.71
ACC0000785,CUS001911,money_market,2023-03-11,active,13000.39
ACC0000786,CUS000930,credit,2022-06-22,active,39369.48
ACC0000787,CUS000339,checking,2022-10-18,active,8726.77
ACC0000788,CUS001151,checking,2022-10-28,active,35994.84
ACC0000789,CUS001215,checking,2024-06-03,active,29288.24
ACC0000790,CUS001642,credit,2022-04-06,active,29121.21
ACC0000791,CUS001901,money_market,2023-02-03,active,27574.71
ACC0000792,CUS001265,money_market,2025-05-04,active,37878.66
ACC0000793,CUS000243,money_market,2023-03-01,active,40512.88
ACC0000794,CUS000176,money_market,2025-02-04,active,27367.2
ACC0000795,CUS001433,credit,2022-04-03,active,42352.16
ACC0000796,CUS001734,checking,2022-05-09,dormant,12545.99
ACC0000797,CUS001812,credit,2023-02-17,active,21777.66
ACC0000798,CUS001683,money_market,2026-05-17,active,22931.98
ACC0000799,CUS001908,money_market,2023-02-20,active,5356.72
ACC0000800,CUS000436,checking,2024-03-16,active,17583.53
ACC0000801,CUS000061,checking,2024-04-15,active,5535.04
ACC0000802,CUS001394,savings,2025-02-07,active,11308.0
ACC0000803,CUS001944,savings,2023-01-20,active,3487.53
ACC0000804,CUS001569,savings,2025-02-25,active,33840.16
ACC0000805,CUS000972,money_market,2023-06-18,closed,14196.36
ACC0000806,CUS001526,credit,2021-08-06,active,34861.5
ACC0000807,CUS001883,money_market,2025-08-13,active,35849.83
ACC0000808,CUS000103,checking,2023-06-01,active,33361.61
ACC0000809,CUS000440,money_market,2021-09-18,active,46994.36
ACC0000810,CUS001718,checking,2022-06-06,active,13494.97
ACC0000811,CUS000393,credit,2024-10-03,active,4314.31
ACC0000812,CUS001675,checking,2025-04-22,closed,9039.06
ACC0000813,CUS000786,checking,2022-12-09,active,41173.27
ACC0000814,CUS000888,credit,2023-03-23,dormant,6744.63
ACC0000815,CUS000713,checking,2024-07-16,active,36292.28
ACC0000816,CUS000254,credit,2022-01-31,active,36600.55
ACC0000817,CUS001116,checking,2025-11-23,active,32100.97
ACC0000818,CUS001163,money_market,2025-08-11,active,32448.38
ACC0000819,CUS000288,credit,2023-07-26,active,31088.33
ACC0000820,CUS000236,money_market,2023-09-28,active,49120.96
ACC0000821,CUS000959,credit,2022-11-21,dormant,45755.79
ACC0000822,CUS000708,checking,2023-01-31,active,7777.78
ACC0000823,CUS000162,money_market,2023-12-20,dormant,15163.42
ACC0000824,CUS001582,savings,2022-08-09,closed,31274.39
ACC0000825,CUS001597,money_market,2025-01-22,active,30522.24
ACC0000826,CUS000891,credit,2025-09-16,closed,2417.11
ACC0000827,CUS000209,savings,2022-07-26,active,49893.84
ACC0000828,CUS001143,credit,2023-01-06,active,18226.12
ACC0000829,CUS000379,checking,2024-09-20,dormant,13152.09
ACC0000830,CUS000019,checking,2026-05-21,active,16389.5
ACC0000831,CUS001114,money_market,2025-04-07,active,18248.64
ACC0000832,CUS000202,credit,2024-04-05,active,18059.55
ACC0000833,CUS001626,savings,2024-01-10,active,29694.13
ACC0000834,CUS000909,money_market,2024-10-12,active,31948.1
ACC0000835,CUS001019,checking,2026-04-23,active,6209.09
ACC0000836,CUS001878,checking,2025-10-09,active,6039.46
ACC0000837,CUS001746,savings,2022-11-27,active,49260.51
ACC0000838,CUS001672,credit,2024-02-11,active,3118.24
ACC0000839,CUS000364,checking,2024-03-28,active,44590.15
ACC0000840,CUS000605,money_market,2025-10-03,active,40451.7
ACC0000841,CUS001645,checking,2024-04-29,active,45793.46
ACC0000842,CUS001354,money_market,2021-07-29,frozen,41434.98
ACC0000843,CUS001572,savings,2022-07-09,active,47220.29
ACC0000844,CUS000647,money_market,2022-08-18,closed,30536.5
ACC0000845,CUS001085,credit,2024-10-31,active,28956.12
ACC0000846,CUS000495,credit,2023-01-16,active,42639.45
ACC0000847,CUS001512,savings,2025-03-29,active,34509.3
ACC0000848,CUS001573,savings,2025-05-30,frozen,33333.07
ACC0000849,CUS001738,savings,2022-12-04,active,31124.35
ACC0000850,CUS001918,checking,2021-08-03,closed,48217.77
ACC0000851,CUS000769,savings,2021-11-26,active,3880.61
ACC0000852,CUS001314,credit,2022-12-24,dormant,17833.41
ACC0000853,CUS001806,money_market,2023-02-07,active,22686.85
ACC0000854,CUS001716,credit,2024-03-13,active,8185.79
ACC0000855,CUS001155,money_market,2025-10-02,active,42168.01
ACC0000856,CUS001500,money_market,2026-03-15,active,32114.33
ACC0000857,CUS001381,money_market,2022-10-14,frozen,27133.98
ACC0000858,CUS001170,credit,2024-05-24,active,49783.85
ACC0000859,CUS001413,money_market,2024-10-29,active,28895.78
ACC0000860,CUS000336,credit,2025-09-27,active,2555.19
ACC0000861,CUS001525,credit,2025-10-31,active,4648.21
ACC0000862,CUS000434,money_market,2025-07-28,active,20702.11
ACC0000863,CUS001602,checking,2024-07-04,active,9170.33
ACC0000864,CUS000382,savings,2023-06-16,active,10038.09
ACC0000865,CUS001535,checking,2023-12-07,active,37735.23
ACC0000866,CUS000581,money_market,2025-01-16,active,2311.09
ACC0000867,CUS000945,savings,2023-12-28,active,4740.67
ACC0000868,CUS000096,money_market,2022-11-28,active,43813.23
ACC0000869,CUS001779,checking,2021-09-11,closed,28139.5
ACC0000870,CUS000061,credit,2025-04-04,active,9556.83
ACC0000871,CUS000818,savings,2023-09-20,active,50.66
ACC0000872,CUS001535,money_market,2024-12-21,frozen,14654.98
ACC0000873,CUS000656,credit,2025-07-08,active,22482.86
ACC0000874,CUS000681,credit,2025-11-22,dormant,41723.58
ACC0000875,CUS001600,money_market,2022-08-06,active,4891.48
ACC0000876,CUS001050,checking,2024-02-19,active,15595.2
ACC0000877,CUS001788,credit,2026-02-15,dormant,15912.23
ACC0000878,CUS001000,checking,2025-01-04,active,30179.94
ACC0000879,CUS001147,money_market,2024-07-30,dormant,44656.19
ACC0000880,CUS001660,savings,2022-07-24,active,43393.51
ACC0000881,CUS001801,checking,2025-06-16,active,5494.17
ACC0000882,CUS001901,money_market,2024-01-12,active,3858.0
ACC0000883,CUS000582,credit,2024-10-07,active,43163.57
ACC0000884,CUS001829,money_market,2022-05-18,active,43344.1
ACC0000885,CUS000679,checking,2025-10-03,active,17414.08
ACC0000886,CUS001723,money_market,2025-07-17,active,27397.16
ACC0000887,CUS000796,credit,2024-04-26,active,43360.99
ACC0000888,CUS000100,checking,2021-11-12,active,9163.59
ACC0000889,CUS001490,checking,2022-07-29,active,28187.77
ACC0000890,CUS000203,savings,2024-05-11,active,17564.77
ACC0000891,CUS001741,money_market,2024-04-21,frozen,38536.65
ACC0000892,CUS001336,credit,2022-09-08,active,42160.22
ACC0000893,CUS001043,checking,2024-03-02,active,24303.01
ACC0000894,CUS000345,checking,2025-03-27,active,28.78
ACC0000895,CUS001782,savings,2024-09-29,closed,35559.93
ACC0000896,CUS000077,savings,2024-10-28,active,19539.19
ACC0000897,CUS000588,savings,2021-10-11,active,40767.83
ACC0000898,CUS000746,savings,2023-08-07,active,2199.13
ACC0000899,CUS000637,checking,2022-06-12,dormant,2902.2
ACC0000900,CUS001362,checking,2022-08-10,active,32817.2
ACC0000901,CUS001810,credit,2025-11-29,active,26929.3
ACC0000902,CUS000852,checking,2022-02-13,active,11598.4
ACC0000903,CUS001777,money_market,2023-10-26,active,7506.56
ACC0000904,CUS001024,checking,2022-11-28,active,41776.13
ACC0000905,CUS000520,savings,2025-06-06,active,31488.17
ACC0000906,CUS000363,checking,2024-09-07,active,907.3
ACC0000907,CUS000120,savings,2021-12-14,active,7623.75
ACC0000908,CUS001329,credit,2022-08-13,active,2106.54
ACC0000909,CUS001310,credit,2025-11-20,active,34006.1
ACC0000910,CUS000704,credit,2021-10-31,active,14185.77
ACC0000911,CUS000383,savings,2024-07-06,active,45108.44
ACC0000912,CUS001844,checking,2022-12-11,active,11001.22
ACC0000913,CUS000812,savings,2022-05-09,active,37191.87
ACC0000914,CUS001216,savings,2026-03-20,dormant,23072.24
ACC0000915,CUS001379,credit,2026-02-19,active,1035.88
