device_event_id,device_id,customer_id,ip_address,device_type,login_time
DEVE00000624,DEV00000620,CUS001864,140.232.141.205,tablet,2026-02-19T01:45:46
DEVE00000625,DEV00000621,CUS001579,12.183.41.154,tablet,2026-03-22T08:05:47
DEVE00000626,DEV00000622,CUS001849,142.222.52.255,tablet,2026-01-07T01:03:30
DEVE00000627,DEV00000623,CUS000268,61.68.220.228,iphone,2026-04-23T16:14:41
DEVE00000628,DEV00000624,CUS001001,16.196.73.217,tablet,2025-11-14T18:09:38
DEVE00000629,DEV00000625,CUS001595,138.145.248.25,iphone,2025-12-08T07:08:31
DEVE00000630,DEV00000626,CUS000437,136.254.66.200,android,2026-05-14T13:33:39
DEVE00000631,DEV00000627,CUS001916,214.190.24.206,iphone,2026-05-02T00:33:05
DEVE00000632,DEV00000628,CUS001893,67.131.0.174,iphone,2025-11-12T11:23:31
DEVE00000633,DEV00000629,CUS001863,144.234.23.163,browser,2025-11-14T17:17:06
DEVE00000634,DEV00000630,CUS000087,53.77.114.64,browser,2026-04-12T18:35:47
DEVE00000635,DEV00000631,CUS001483,113.45.250.132,android,2026-01-02T08:16:17
DEVE00000636,DEV00000632,CUS001712,61.17.46.227,android,2026-04-25T09:07:22
DEVE00000637,DEV00000633,CUS000824,151.152.66.185,android,2025-10-04T08:29:20
DEVE00000638,DEV00000634,CUS001707,150.19.106.44,browser,2026-04-01T20:33:59
DEVE00000639,DEV00000635,CUS000482,24.104.129.175,browser,2025-07-19T22:25:34
DEVE00000640,DEV00000636,CUS001377,193.121.37.209,iphone,2026-04-04T02:41:48
DEVE00000641,DEV00000637,CUS000571,54.174.207.5,tablet,2025-07-05T22:48:25
DEVE00000642,DEV00000638,CUS001517,26.52.234.87,browser,2025-08-17T23:59:49
DEVE00000643,DEV00000639,CUS001099,175.24.178.244,android,2025-11-27T02:22:35
DEVE00000644,DEV00000640,CUS001846,139.14.130.43,iphone,2026-01-05T20:28:02
DEVE00000645,DEV00000641,CUS000417,162.226.79.199,browser,2025-08-13T16:07:58
DEVE00000646,DEV00000642,CUS000336,188.125.234.99,tablet,2026-01-11T15:40:33
DEVE00000647,DEV00000643,CUS001404,220.208.125.192,iphone,2025-08-10T17:24:07
DEVE00000648,DEV00000644,CUS001024,117.118.142.93,iphone,2025-07-27T05:29:30
DEVE00000649,DEV00000645,CUS001598,37.33.158.0,tablet,2026-05-05T13:27:20
DEVE00000650,DEV00000646,CUS001899,157.85.133.29,android,2025-10-15T09:40:58
DEVE00000651,DEV00000000,CUS001982,159.179.109.47,android,2026-04-13T06:54:30
DEVE00000652,DEV00000647,CUS001434,76.60.58.201,android,2026-02-21T05:24:59
DEVE00000653,DEV00000648,CUS001127,108.136.123.56,tablet,2026-01-30T23:16:37
DEVE00000654,DEV00000649,CUS001362,41.60.203.133,tablet,2026-03-11T21:01:12
DEVE00000655,DEV00000650,CUS001301,162.33.1.185,iphone,2025-07-24T06:32:29
DEVE00000656,DEV00000651,CUS000725,163.20.109.176,tablet,2026-01-08T04:14:28
DEVE00000657,DEV00000652,CUS001586,42.47.92.29,iphone,2026-05-26T06:14:39
DEVE00000658,DEV00000653,CUS001125,205.10.112.249,iphone,2026-01-24T15:44:03
DEVE00000659,DEV00000654,CUS001600,148.189.142.54,android,2026-04-02T07:42:34
DEVE00000660,DEV00000655,CUS001478,131.247.192.150,android,2026-04-14T20:50:02
DEVE00000661,DEV00000656,CUS000511,110.180.162.77,browser,2026-05-31T10:29:33
DEVE00000662,DEV00000657,CUS000351,71.55.126.203,iphone,2025-10-01T03:39:51
DEVE00000663,DEV00000009,CUS000105,213.138.141.215,iphone,2025-07-29T02:41:06
DEVE00000664,DEV00000658,CUS000514,22.21.80.29,android,2025-10-13T19:05:28
DEVE00000665,DEV00000659,CUS000446,151.135.220.185,iphone,2025-10-06T12:04:53
DEVE00000666,DEV00000660,CUS000436,67.54.71.100,android,2026-02-13T13:42:43
DEVE00000667,DEV00000661,CUS001399,46.163.118.77,browser,2025-08-29T19:24:25
DEVE00000668,DEV00000662,CUS001639,114.24.117.6,iphone,2025-12-04T07:25:34
DEVE00000669,DEV00000663,CUS001742,170.138.51.136,browser,2025-09-13T16:21:50
DEVE00000670,DEV00000664,CUS000042,213.116.224.128,browser,2026-01-24T07:38:39
DEVE00000671,DEV00000665,CUS001525,20.46.127.174,android,2026-01-01T15:02:57
DEVE00000672,DEV00000666,CUS001839,158.16.0.231,android,2026-01-15T09:17:01
DEVE00000673,DEV00000667,CUS000880,142.134.62.49,iphone,2025-11-09T02:28:25
DEVE00000674,DEV00000668,CUS000270,157.6.191.82,browser,2025-11-24T18:24:50
DEVE00000675,DEV00000669,CUS001614,160.249.200.166,iphone,2026-04-29T12:06:42
DEVE00000676,DEV00000670,CUS001152,64.5.248.76,tablet,2026-04-17T15:01:41
DEVE00000677,DEV00000671,CUS000527,163.88.133.99,android,2026-02-11T14:20:54
DEVE00000678,DEV00000672,CUS001296,212.37.143.187,android,2025-09-21T11:01:37
DEVE00000679,DEV00000673,CUS000292,149.16.30.3,android,2026-03-23T06:11:33
DEVE00000680,DEV00000674,CUS000729,46.173.12.41,browser,2025-07-17T01:52:46
DEVE00000681,DEV00000675,CUS001512,149.203.18.110,iphone,2026-04-01T16:15:53
DEVE00000682,DEV00000676,CUS000323,209.199.250.177,tablet,2026-01-28T03:45:18
DEVE00000683,DEV00000677,CUS000054,99.5.9.157,android,2026-02-13T00:05:29
DEVE00000684,DEV00000678,CUS000035,118.158.20.8,android,2026-04-30T22:41:29
DEVE00000685,DEV00000679,CUS000303,139.107.156.76,android,2025-11-11T01:38:47
DEVE00000686,DEV00000680,CUS001704,118.71.5.187,tablet,2025-08-08T00:34:26
DEVE00000687,DEV00000681,CUS001361,123.246.43.170,browser,2025-06-19T12:21:33
DEVE00000688,DEV00000682,CUS001456,3.64.141.107,iphone,2025-12-03T01:52:41
DEVE00000689,DEV00000683,CUS001217,176.63.211.114,iphone,2026-03-05T12:16:38
DEVE00000690,DEV00000684,CUS001539,111.194.34.52,android,2026-01-29T07:38:01
DEVE00000691,DEV00000685,CUS001494,111.247.67.65,browser,2026-01-06T15:14:38
DEVE00000692,DEV00000686,CUS000122,24.59.158.182,tablet,2025-12-10T19:41:12
DEVE00000693,DEV00000687,CUS001067,166.10.37.47,browser,2025-11-12T09:14:46
DEVE00000694,DEV00000688,CUS000494,152.190.234.181,tablet,2025-08-18T12:26:52
DEVE00000695,DEV00000689,CUS001549,132.110.40.72,browser,2026-02-10T05:03:59
DEVE00000696,DEV00000690,CUS000953,200.141.190.138,browser,2026-01-10T04:33:37
DEVE00000697,DEV00000691,CUS001628,87.165.96.218,iphone,2025-08-25T17:28:45
DEVE00000698,DEV00000692,CUS001144,85.103.88.127,tablet,2025-10-15T21:24:00
DEVE00000699,DEV00000693,CUS000194,45.97.28.226,tablet,2025-08-06T13:17:48
DEVE00000700,DEV00000694,CUS000597,39.199.53.154,android,2026-04-27T12:24:19
DEVE00000701,DEV00000695,CUS001927,206.217.155.193,android,2026-02-11T01:35:07
DEVE00000702,DEV00000696,CUS001445,111.95.31.64,tablet,2025-10-08T08:36:14
DEVE00000703,DEV00000697,CUS001430,55.100.27.162,tablet,2026-04-28T15:05:24
DEVE00000704,DEV00000698,CUS000243,136.231.47.128,tablet,2025-09-24T00:15:59
DEVE00000705,DEV00000699,CUS001639,8.4.97.51,browser,2025-10-01T20:40:33
DEVE00000706,DEV00000700,CUS001357,6.61.197.122,tablet,2025-08-11T22:26:21
DEVE00000707,DEV00000701,CUS000763,162.95.53.194,iphone,2026-05-31T10:18:45
DEVE00000708,DEV00000702,CUS001492,122.240.55.30,tablet,2026-01-17T08:49:32
DEVE00000709,DEV00000703,CUS000944,28.185.84.167,tablet,2026-03-28T12:29:41
DEVE00000710,DEV00000704,CUS000828,215.239.93.45,android,2025-06-19T20:24:42
DEVE00000711,DEV00000705,CUS001298,61.81.27.128,browser,2025-11-24T21:56:45
DEVE00000712,DEV00000706,CUS000710,128.223.72.230,browser,2025-06-30T12:55:11
DEVE00000713,DEV00000707,CUS001226,159.253.57.17,browser,2025-09-02T07:02:27
DEVE00000714,DEV00000708,CUS000604,83.211.99.233,iphone,2025-11-09T21:04:06
DEVE00000715,DEV00000709,CUS001898,35.45.238.5,android,2026-04-29T17:39:10
DEVE00000716,DEV00000710,CUS000557,192.109.229.142,android,2025-08-13T06:13:05
DEVE00000717,DEV00000711,CUS001690,185.137.181.246,tablet,2025-07-21T16:29:33
DEVE00000718,DEV00000712,CUS001707,4.25.28.28,browser,2026-04-07T14:09:38
DEVE00000719,DEV00000713,CUS001948,26.2.0.250,tablet,2026-04-04T04:22:39
DEVE00000720,DEV00000714,CUS000266,143.159.237.5,iphone,2025-07-23T07:49:52
DEVE00000721,DEV00000715,CUS001323,82.172.208.181,android,2025-10-21T08:24:11
DEVE00000722,DEV00000716,CUS001312,88.168.120.205,browser,2026-02-03T20:27:00
DEVE00000723,DEV00000717,CUS001144,27.92.175.143,android,2026-02-07T09:49:03
DEVE00000724,DEV00000718,CUS001537,75.244.210.75,browser,2025-12-20T21:44:16
DEVE00000725,DEV00000719,CUS001422,83.204.189.17,tablet,2025-10-06T19:38:46
DEVE00000726,DEV00000720,CUS000986,26.153.158.157,android,2026-04-18T02:54:43
DEVE00000727,DEV00000721,CUS000854,57.238.196.180,browser,2025-12-07T02:00:44
DEVE00000728,DEV00000722,CUS001136,219.91.23.140,iphone,2025-12-02T01:26:59
DEVE00000729,DEV00000723,CUS000710,6.163.135.10,iphone,2026-01-07T00:09:51
DEVE00000730,DEV00000724,CUS001377,139.91.15.136,android,2026-02-16T07:19:10
DEVE00000731,DEV00000725,CUS000912,195.56.80.216,android,2026-04-19T20:37:03
DEVE00000732,DEV00000726,CUS000228,136.158.171.88,iphone,2025-06-21T20:06:40
DEVE00000733,DEV00000727,CUS000666,46.172.36.0,browser,2025-06-15T09:04:33
DEVE00000734,DEV00000728,CUS001806,156.212.118.101,browser,2026-05-09T03:33:35
DEVE00000735,DEV00000729,CUS001884,86.13.253.245,browser,2025-09-04T16:52:29
DEVE00000736,DEV00000730,CUS000029,4.146.42.121,browser,2026-02-02T22:26:38
DEVE00000737,DEV00000731,CUS000996,194.45.167.114,browser,2025-11-12T17:05:44
DEVE00000738,DEV00000732,CUS001533,91.86.254.13,iphone,2025-09-30T21:49:32
DEVE00000739,DEV00000733,CUS000979,132.20.106.212,android,2025-12-19T08:26:02
DEVE00000740,DEV00000734,CUS000151,105.119.146.240,iphone,2026-02-24T10:52:36
DEVE00000741,DEV00000735,CUS001548,75.27.238.101,tablet,2025-06-23T07:13:45
DEVE00000742,DEV00000736,CUS001493,21.181.25.243,iphone,2026-03-19T01:48:31
DEVE00000743,DEV00000737,CUS001949,171.14.190.217,tablet,2026-03-05T00:51:32
DEVE00000744,DEV00000738,CUS001331,34.196.9.213,iphone,2025-07-09T23:56:39
DEVE00000745,DEV00000739,CUS001515,24.231.142.209,tablet,2025-09-15T01:16:33
DEVE00000746,DEV00000740,CUS000121,177.233.101.128,browser,2026-06-07T10:09:23
DEVE00000747,DEV00000741,CUS001381,148.95.141.241,browser,2026-05-24T04:03:36
DEVE00000748,DEV00000742,CUS001530,210.15.10.83,iphone,2026-02-10T14:27:56
DEVE00000749,DEV00000743,CUS000974,63.246.228.153,tablet,2026-05-21T10:36:55
DEVE00000750,DEV00000744,CUS000125,49.41.2.236,tablet,2025-09-02T23:41:57
DEVE00000751,DEV00000745,CUS000131,39.45.89.204,android,2026-03-29T15:48:44
DEVE00000752,DEV00000746,CUS000599,92.1.108.185,iphone,2026-04-07T23:42:19
DEVE00000753,DEV00000747,CUS000548,40.220.52.30,browser,2026-05-14T11:14:03
DEVE00000754,DEV00000748,CUS001431,42.171.55.44,iphone,2025-10-29T11:43:02
DEVE00000755,DEV00000749,CUS000612,111.208.232.240,iphone,2026-02-27T06:28:07
DEVE00000756,DEV00000750,CUS001621,167.247.124.123,tablet,2025-09-15T01:08:11
DEVE00000757,DEV00000751,CUS000181,150.139.12.4,android,2025-07-01T11:20:03
DEVE00000758,DEV00000752,CUS000893,128.10.147.26,browser,2026-04-24T12:29:51
DEVE00000759,DEV00000753,CUS001469,38.172.141.181,iphone,2025-11-26T06:17:12
DEVE00000760,DEV00000754,CUS001483,174.99.188.144,tablet,2026-03-26T13:27:45
DEVE00000761,DEV00000755,CUS000492,80.33.122.146,tablet,2026-03-30T23:29:05
DEVE00000762,DEV00000756,CUS001970,122.20.228.166,browser,2025-09-08T06:38:19
DEVE00000763,DEV00000757,CUS001984,11.127.29.243,tablet,2026-03-24T22:41:59
DEVE00000764,DEV00000758,CUS000026,158.169.183.159,android,2026-03-08T07:19:50
DEVE00000765,DEV00000759,CUS000031,110.141.94.144,iphone,2025-07-20T03:25:58
DEVE00000766,DEV00000760,CUS000637,34.8.222.239,tablet,2026-06-06T19:02:28
DEVE00000767,DEV00000761,CUS000857,173.63.15.195,tablet,2025-12-04T08:10:51
DEVE00000768,DEV00000762,CUS001388,116.205.178.106,android,2025-11-22T06:41:27
DEVE00000769,DEV00000763,CUS001614,165.44.150.181,iphone,2026-03-02T08:27:12
DEVE00000770,DEV00000764,CUS001198,205.9.12.96,browser,2025-07-09T12:21:20
DEVE00000771,DEV00000765,CUS000018,57.9.133.30,iphone,2026-05-12T06:57:19
DEVE00000772,DEV00000766,CUS001149,150.239.57.45,android,2025-10-18T19:25:06
DEVE00000773,DEV00000767,CUS001704,113.132.25.228,iphone,2025-07-20T04:30:40
DEVE00000774,DEV00000768,CUS000807,123.29.138.75,browser,2025-12-14T17:13:50
DEVE00000775,DEV00000769,CUS000093,152.231.243.80,iphone,2026-01-29T11:49:29
DEVE00000776,DEV00000770,CUS001656,142.154.63.8,browser,2026-05-07T10:49:03
DEVE00000777,DEV00000771,CUS000297,103.120.56.119,iphone,2026-05-01T04:04:50
DEVE00000778,DEV00000772,CUS000698,168.101.239.148,browser,2026-04-10T05:03:35
DEVE00000779,DEV00000773,CUS000469,151.208.220.227,tablet,2026-03-17T02:22:46
DEVE00000780,DEV00000774,CUS001197,169.55.138.91,iphone,2026-02-13T07:18:50
DEVE00000781,DEV00000775,CUS000738,153.47.0.128,iphone,2025-07-11T11:25:52
DEVE00000782,DEV00000776,CUS001274,21.127.218.36,tablet,2025-08-02T22:05:51
DEVE00000783,DEV00000777,CUS001840,207.219.117.53,tablet,2026-03-24T07:10:29
DEVE00000784,DEV00000778,CUS000761,182.57.91.198,tablet,2025-09-12T15:47:43
DEVE00000785,DEV00000779,CUS000686,169.30.135.11,iphone,2025-10-13T07:32:30
DEVE00000786,DEV00000780,CUS000571,71.29.29.105,browser,2025-08-23T19:27:24
DEVE00000787,DEV00000781,CUS001486,191.53.90.76,iphone,2026-03-06T22:24:31
DEVE00000788,DEV00000782,CUS000195,175.150.231.158,tablet,2026-01-14T15:49:42
DEVE00000789,DEV00000783,CUS000224,99.177.230.91,browser,2025-10-06T13:25:00
DEVE00000790,DEV00000784,CUS001021,171.104.65.230,android,2025-06-23T14:42:05
DEVE00000791,DEV00000785,CUS001250,163.237.173.8,browser,2026-03-24T13:06:41
DEVE00000792,DEV00000786,CUS000905,5.217.167.35,android,2025-12-02T20:43:04
DEVE00000793,DEV00000787,CUS000148,99.167.82.245,tablet,2026-05-27T01:21:30
DEVE00000794,DEV00000788,CUS001374,95.3.61.51,browser,2026-02-16T15:26:15
DEVE00000795,DEV00000789,CUS000577,130.23.226.54,tablet,2025-08-31T19:12:35
DEVE00000796,DEV00000004,CUS001513,177.234.210.104,android,2026-02-23T20:07:06
DEVE00000797,DEV00000790,CUS000545,216.198.68.234,android,2026-02-27T03:10:02
DEVE00000798,DEV00000791,CUS000456,169.68.236.8,browser,2025-10-06T14:50:43
DEVE00000799,DEV00000792,CUS001116,178.21.14.35,tablet,2025-06-10T01:05:45
DEVE00000800,DEV00000793,CUS000507,220.69.58.34,android,2025-10-16T12:05:45
DEVE00000801,DEV00000794,CUS001130,192.213.43.235,iphone,2025-09-11T10:35:51
DEVE00000802,DEV00000795,CUS001653,78.39.138.112,iphone,2026-04-19T08:30:55
DEVE00000803,DEV00000796,CUS001269,168.229.72.50,browser,2025-12-08T19:53:30
DEVE00000804,DEV00000797,CUS001434,13.168.213.85,tablet,2025-09-21T22:25:15
DEVE00000805,DEV00000798,CUS000884,196.143.131.59,android,2025-06-10T23:59:01
DEVE00000806,DEV00000799,CUS001111,164.146.35.41,android,2025-11-08T08:14:20
DEVE00000807,DEV00000800,CUS001297,14.109.119.15,browser,2026-05-08T08:24:04
DEVE00000808,DEV00000801,CUS000433,7.78.90.154,iphone,2026-04-23T20:50:18
DEVE00000809,DEV00000802,CUS000563,158.28.72.2,tablet,2025-06-29T23:52:09
DEVE00000810,DEV00000803,CUS000066,72.43.39.241,iphone,2026-06-01T11:32:40
DEVE00000811,DEV00000804,CUS001805,175.200.54.193,tablet,2026-03-25T02:31:15
DEVE00000812,DEV00000805,CUS000077,178.77.23.49,iphone,2025-11-22T07:07:12
DEVE00000813,DEV00000806,CUS001518,153.63.230.10,iphone,2026-02-14T22:19:36
DEVE00000814,DEV00000807,CUS001380,174.62.185.241,tablet,2025-08-23T06:11:28
DEVE00000815,DEV00000808,CUS000014,114.117.171.87,android,2025-10-10T10:38:41
DEVE00000816,DEV00000809,CUS000429,186.31.101.211,android,2026-04-06T02:23:13
DEVE00000817,DEV00000810,CUS000502,66.150.196.47,iphone,2025-12-07T03:25:05
DEVE00000818,DEV00000811,CUS000820,36.7.66.58,android,2026-05-24T09:36:20
DEVE00000819,DEV00000812,CUS001810,123.128.116.89,browser,2025-08-07T03:07:43
DEVE00000820,DEV00000813,CUS001113,103.47.193.30,browser,2025-09-24T19:16:58
DEVE00000821,DEV00000814,CUS001493,210.52.0.118,browser,2025-10-25T22:31:56
DEVE00000822,DEV00000815,CUS000860,180.111.39.30,android,2026-04-01T22:31:43
DEVE00000823,DEV00000816,CUS001333,187.186.177.144,iphone,2025-06-24T14:36:33
DEVE00000824,DEV00000817,CUS001331,87.67.190.186,tablet,2025-10-08T19:17:03
DEVE00000825,DEV00000818,CUS001922,8.193.111.202,android,2025-10-15T06:40:17
DEVE00000826,DEV00000819,CUS001227,99.248.203.172,browser,2026-05-22T20:44:20
DEVE00000827,DEV00000820,CUS000239,54.61.7.219,android,2026-03-20T09:29:26
DEVE00000828,DEV00000821,CUS001169,137.47.228.241,tablet,2025-09-11T14:00:34
DEVE00000829,DEV00000822,CUS001219,165.23.153.183,iphone,2025-08-22T11:28:31
DEVE00000830,DEV00000823,CUS001652,18.205.162.170,browser,2025-07-29T00:20:53
DEVE00000831,DEV00000824,CUS000377,69.112.35.25,iphone,2025-06-24T13:28:12
DEVE00000832,DEV00000007,CUS000827,116.120.62.239,tablet,2026-05-21T23:43:07
DEVE00000833,DEV00000825,CUS000032,61.137.223.25,browser,2026-05-05T05:46:00
DEVE00000834,DEV00000826,CUS001074,158.133.152.87,iphone,2026-05-27T03:59:09
DEVE00000835,DEV00000005,CUS001437,222.30.186.88,browser,2026-06-08T03:47:19
DEVE00000836,DEV00000827,CUS000554,173.204.144.83,android,2026-03-13T22:42:51
DEVE00000837,DEV00000828,CUS001284,173.223.99.198,iphone,2026-03-02T22:40:49
DEVE00000838,DEV00000829,CUS001933,1.223.125.207,android,2025-09-12T13:39:39
DEVE00000839,DEV00000830,CUS000509,199.151.34.61,tablet,2025-07-13T07:47:12
DEVE00000840,DEV00000831,CUS000014,212.26.78.0,iphone,2025-07-27T14:52:15
DEVE00000841,DEV00000832,CUS001828,74.138.194.0,android,2026-01-29T18:39:14
DEVE00000842,DEV00000833,CUS000890,58.42.210.106,iphone,2025-06-25T18:54:59
DEVE00000843,DEV00000834,CUS001450,123.109.44.87,browser,2025-06-26T15:37:43
DEVE00000844,DEV00000009,CUS000657,218.5.213.32,iphone,2026-01-13T00:15:33
DEVE00000845,DEV00000835,CUS000352,183.16.70.29,browser,2025-11-04T08:28:30
DEVE00000846,DEV00000836,CUS000972,86.75.110.209,iphone,2025-07-11T02:06:42
DEVE00000847,DEV00000837,CUS001219,31.119.6.194,browser,2025-11-02T05:25:44
DEVE00000848,DEV00000838,CUS001466,177.175.78.63,tablet,2026-03-19T05:55:46
DEVE00000849,DEV00000839,CUS000864,201.182.59.47,browser,2025-09-20T16:39:49
DEVE00000850,DEV00000840,CUS001298,173.96.108.228,browser,2026-01-05T17:11:47
DEVE00000851,DEV00000001,CUS001044,12.94.129.142,iphone,2025-09-05T23:24:02
DEVE00000852,DEV00000841,CUS000258,209.114.194.121,tablet,2025-11-13T15:19:26
DEVE00000853,DEV00000842,CUS001426,8.175.235.239,iphone,2026-06-07T08:09:41
DEVE00000854,DEV00000843,CUS001111,94.141.87.81,tablet,2025-08-31T17:48:16
DEVE00000855,DEV00000844,CUS000524,188.186.113.222,tablet,2026-06-07T14:45:45
DEVE00000856,DEV00000845,CUS000452,91.13.58.194,browser,2026-05-18T05:28:49
DEVE00000857,DEV00000846,CUS001265,108.229.205.139,android,2025-11-05T18:57:26
DEVE00000858,DEV00000847,CUS001819,12.204.153.80,tablet,2026-03-14T04:29:12
DEVE00000859,DEV00000848,CUS001021,176.147.61.20,browser,2025-11-05T11:00:59
DEVE00000860,DEV00000849,CUS001207,82.191.46.130,tablet,2026-01-07T11:12:46
DEVE00000861,DEV00000850,CUS001660,14.233.178.164,iphone,2026-03-11T14:42:54
DEVE00000862,DEV00000851,CUS001761,174.24.2.215,tablet,2025-08-27T02:20:18
DEVE00000863,DEV00000852,CUS000833,184.210.94.102,android,2026-03-24T22:52:19
DEVE00000864,DEV00000853,CUS001926,105.26.238.187,browser,2026-02-21T11:07:12
DEVE00000865,DEV00000854,CUS001076,113.161.220.245,browser,2026-04-26T08:50:21
DEVE00000866,DEV00000009,CUS000116,72.140.113.93,android,2026-04-26T05:30:11
DEVE00000867,DEV00000855,CUS001306,59.65.6.230,browser,2026-01-22T04:00:25
DEVE00000868,DEV00000856,CUS001743,29.21.181.74,android,2025-11-28T18:38:36
DEVE00000869,DEV00000857,CUS000373,90.158.142.183,iphone,2026-01-26T06:14:25
DEVE00000870,DEV00000858,CUS000219,60.182.22.146,browser,2026-01-17T20:08:16
DEVE00000871,DEV00000859,CUS001967,175.126.19.74,tablet,2026-06-04T09:06:27
DEVE00000872,DEV00000860,CUS000371,117.155.1.61,android,2025-10-18T20:50:11
DEVE00000873,DEV00000861,CUS000601,119.40.76.83,tablet,2025-06-30T07:55:55
DEVE00000874,DEV00000862,CUS000666,34.21.16.130,iphone,2026-01-05T11:52:25
DEVE00000875,DEV00000863,CUS000348,119.87.42.101,tablet,2026-03-20T04:07:34
DEVE00000876,DEV00000864,CUS001255,106.156.104.10,browser,2026-02-01T17:17:09
DEVE00000877,DEV00000865,CUS000460,62.77.106.107,android,2025-11-24T19:39:42
DEVE00000878,DEV00000866,CUS001797,98.12.139.253,iphone,2025-07-05T06:03:21
DEVE00000879,DEV00000867,CUS000662,150.188.123.215,iphone,2026-01-15T22:05:21
DEVE00000880,DEV00000868,CUS001931,82.187.53.238,browser,2026-02-01T05:27:38
DEVE00000881,DEV00000869,CUS001200,54.60.129.162,tablet,2026-01-21T17:48:04
DEVE00000882,DEV00000870,CUS001878,20.177.239.84,browser,2025-11-30T10:05:09
DEVE00000883,DEV00000871,CUS000779,10.241.171.245,iphone,2026-02-05T17:00:32
DEVE00000884,DEV00000872,CUS000084,201.188.102.199,browser,2026-01-23T08:50:24
DEVE00000885,DEV00000873,CUS001847,220.78.21.25,android,2025-06-26T21:50:01
DEVE00000886,DEV00000874,CUS000791,37.19.39.150,android,2025-10-31T07:51:50
DEVE00000887,DEV00000875,CUS000644,94.244.207.140,iphone,2026-04-26T05:10:14
DEVE00000888,DEV00000876,CUS001839,40.160.177.142,browser,2025-07-27T02:40:34
DEVE00000889,DEV00000877,CUS000782,126.208.183.97,iphone,2025-10-09T23:55:25
DEVE00000890,DEV00000878,CUS001450,55.135.34.142,iphone,2025-06-09T21:55:08
DEVE00000891,DEV00000879,CUS001530,113.170.164.174,tablet,2025-08-26T07:13:13
DEVE00000892,DEV00000880,CUS001668,82.46.187.11,android,2025-07-13T01:13:26
DEVE00000893,DEV00000881,CUS000654,115.197.150.12,browser,2025-11-11T11:54:52
DEVE00000894,DEV00000882,CUS000745,26.56.31.33,browser,2025-06-13T01:36:03
DEVE00000895,DEV00000883,CUS000645,99.107.195.108,android,2025-11-05T08:45:27
DEVE00000896,DEV00000884,CUS000012,218.148.79.48,android,2025-07-31T12:49:41
DEVE00000897,DEV00000885,CUS000346,186.241.189.101,iphone,2025-06-28T18:09:05
DEVE00000898,DEV00000886,CUS001285,196.14.231.244,tablet,2025-07-18T04:27:39
DEVE00000899,DEV00000887,CUS000993,6.102.210.189,iphone,2026-01-24T22:29:01
DEVE00000900,DEV00000888,CUS001928,35.143.217.236,android,2025-08-24T07:07:07
DEVE00000901,DEV00000889,CUS001592,164.210.203.52,iphone,2025-11-17T11:40:32
DEVE00000902,DEV00000890,CUS000509,214.238.164.182,android,2025-08-28T19:46:08
DEVE00000903,DEV00000891,CUS001621,12.41.140.95,browser,2026-05-10T03:21:35
DEVE00000904,DEV00000892,CUS000201,163.99.136.241,browser,2025-10-03T11:36:41
DEVE00000905,DEV00000893,CUS000223,213.142.236.10,tablet,2025-12-24T17:46:06
DEVE00000906,DEV00000894,CUS000508,156.33.31.12,android,2026-01-18T00:51:41
DEVE00000907,DEV00000895,CUS000607,43.104.120.131,browser,2026-03-29T02:26:55
DEVE00000908,DEV00000896,CUS000401,197.20.133.113,android,2026-06-04T02:45:33
DEVE00000909,DEV00000897,CUS001185,118.30.227.193,android,2026-02-19T18:53:52
DEVE00000910,DEV00000898,CUS000006,218.146.54.110,android,2025-08-22T00:42:59
DEVE00000911,DEV00000899,CUS000198,57.248.73.29,browser,2025-09-07T19:11:10
DEVE00000912,DEV00000900,CUS000757,60.186.160.140,browser,2025-10-18T05:43:44
DEVE00000913,DEV00000901,CUS001486,27.37.52.28,android,2026-05-07T08:38:47
DEVE00000914,DEV00000902,CUS000262,55.63.66.198,iphone,2026-01-11T20:14:54
DEVE00000915,DEV00000903,CUS000362,117.107.100.135,iphone,2025-08-06T21:45:40
DEVE00000916,DEV00000003,CUS001025,221.175.150.3,browser,2025-11-27T22:38:47
DEVE00000917,DEV00000904,CUS000287,111.175.149.169,android,2026-05-19T00:54:49
DEVE00000918,DEV00000905,CUS000819,112.63.141.187,android,2025-06-15T23:45:23
DEVE00000919,DEV00000906,CUS000575,46.59.23.218,browser,2026-04-24T00:22:16
DEVE00000920,DEV00000907,CUS000320,187.123.144.27,iphone,2026-02-07T10:04:04
DEVE00000921,DEV00000908,CUS000343,57.86.12.126,tablet,2026-01-16T20:34:38
DEVE00000922,DEV00000909,CUS000954,180.131.5.108,iphone,2025-11-25T08:57:16
DEVE00000923,DEV00000910,CUS000621,183.178.179.244,iphone,2025-08-16T02:34:22
DEVE00000924,DEV00000911,CUS001855,145.25.1.169,browser,2025-12-20T20:07:25
DEVE00000925,DEV00000912,CUS001833,89.239.155.235,browser,2026-02-21T09:04:57
DEVE00000926,DEV00000913,CUS001884,153.13.70.219,android,2025-12-11T20:57:05
DEVE00000927,DEV00000914,CUS001992,43.178.94.227,tablet,2025-10-25T21:36:12
DEVE00000928,DEV00000915,CUS001142,194.70.247.182,android,2026-02-10T11:16:43
DEVE00000929,DEV00000916,CUS001223,70.40.74.160,browser,2026-01-28T03:04:10
DEVE00000930,DEV00000917,CUS001801,186.204.231.60,android,2026-01-04T02:19:13
DEVE00000931,DEV00000918,CUS001215,86.35.6.200,iphone,2026-05-16T00:04:16
