flow_id,process_id,ip_id,bytes_sent,bytes_received,started_at
F00001023,P00004288,IP002208,4189941,2580451,2025-02-14T07:24:00
F00001024,P00000549,IP002003,4243898,3032945,2025-01-04T16:22:00
F00001025,P00001915,IP001026,912971,4220483,2025-02-20T20:32:00
F00001026,P00004100,IP001713,1738518,2166329,2025-02-02T07:48:00
F00001027,P00004685,IP000659,1143875,1719345,2025-01-30T10:25:00
F00001028,P00001792,IP002397,4396976,1335656,2025-02-26T00:48:00
F00001029,P00001004,IP000097,120008,3867430,2025-01-01T14:09:00
F00001030,P00001006,IP000567,56443,2428300,2025-03-15T14:40:00
F00001031,P00002237,IP001059,2945358,3522520,2025-03-10T11:22:00
F00001032,P00003714,IP001978,596252,3048304,2025-01-04T07:02:00
F00001033,P00002178,IP001903,3186648,3276551,2025-02-10T15:49:00
F00001034,P00000057,IP001710,4597493,4941763,2025-02-18T14:51:00
F00001035,P00001889,IP000404,3371188,2601511,2025-01-06T17:27:00
F00001036,P00003035,IP001641,4123485,3775940,2025-01-29T16:03:00
F00001037,P00003272,IP001940,3632529,3228561,2025-01-15T01:38:00
F00001038,P00003283,IP001968,3305585,393229,2025-03-22T02:31:00
F00001039,P00004605,IP000034,4195491,2869160,2025-02-02T13:15:00
F00001040,P00001144,IP001273,2764381,2689915,2025-03-06T15:08:00
F00001041,P00001515,IP001489,520351,2411940,2025-03-07T17:38:00
F00001042,P00004695,IP002127,4153330,4439480,2025-01-21T19:05:00
F00001043,P00001100,IP002053,4090773,1204594,2025-01-19T03:12:00
F00001044,P00003834,IP001129,1189092,1397700,2025-03-13T01:36:00
F00001045,P00000040,IP002269,3035191,340576,2025-02-21T20:09:00
F00001046,P00003392,IP000697,4990545,4498117,2025-02-26T22:26:00
F00001047,P00003829,IP000950,4414036,3622219,2025-03-19T19:03:00
F00001048,P00002257,IP000006,4017810,1171890,2025-03-02T12:54:00
F00001049,P00002500,IP001768,1695982,4900321,2025-04-01T05:43:00
F00001050,P00000306,IP000359,2155459,2073490,2025-03-16T03:14:00
F00001051,P00000455,IP002228,1593215,4753641,2025-03-26T21:53:00
F00001052,P00001958,IP000081,662595,910179,2025-03-17T01:25:00
F00001053,P00000917,IP002082,2204968,180018,2025-03-10T18:13:00
F00001054,P00003280,IP002055,4460933,2712799,2025-02-14T17:44:00
F00001055,P00002810,IP001309,3116689,1119353,2025-03-14T17:48:00
F00001056,P00002371,IP002332,3294231,875347,2025-03-02T05:17:00
F00001057,P00002814,IP000789,3456742,3837508,2025-03-10T02:49:00
F00001058,P00002072,IP002143,1771074,2662450,2025-01-27T02:30:00
F00001059,P00000596,IP002342,4581981,1675427,2025-02-21T21:46:00
F00001060,P00004109,IP000364,2026213,2753024,2025-02-25T11:26:00
F00001061,P00002859,IP001737,3624162,2075764,2025-01-25T19:27:00
F00001062,P00001665,IP002222,4824920,2981385,2025-02-16T19:48:00
F00001063,P00004400,IP001025,572936,3892170,2025-02-21T15:32:00
F00001064,P00004373,IP001339,3247080,385187,2025-03-02T01:25:00
F00001065,P00001004,IP002388,929862,3625326,2025-01-01T14:09:00
F00001066,P00001056,IP001739,2571330,3947130,2025-01-11T18:59:00
F00001067,P00003448,IP000688,4965374,1643612,2025-01-20T08:51:00
F00001068,P00003222,IP002198,2382070,1152559,2025-01-07T17:09:00
F00001069,P00003535,IP001482,980882,4070605,2025-03-29T18:01:00
F00001070,P00004832,IP001778,4038226,4736183,2025-01-06T19:46:00
F00001071,P00004966,IP000199,758862,32985,2025-02-06T02:36:00
F00001072,P00001074,IP002025,646643,487678,2025-01-20T17:13:00
F00001073,P00002562,IP000521,75799,1576054,2025-01-09T22:21:00
F00001074,P00004423,IP001860,1332556,846132,2025-03-05T22:51:00
F00001075,P00001053,IP001496,631151,4799448,2025-01-05T18:12:00
F00001076,P00000339,IP001441,3210307,1438893,2025-02-05T02:44:00
F00001077,P00002496,IP001108,3498721,1534107,2025-03-09T21:03:00
F00001078,P00001232,IP000006,2823515,3565414,2025-03-21T22:23:00
F00001079,P00003342,IP000965,1779603,2959624,2025-01-25T17:29:00
F00001080,P00000298,IP001179,1582244,1102969,2025-03-26T14:25:00
F00001081,P00003139,IP000985,4516993,766310,2025-01-10T11:26:00
F00001082,P00002265,IP000000,4148364,2633070,2025-01-26T13:51:00
F00001083,P00002567,IP002438,4421303,2380901,2025-01-28T00:55:00
F00001084,P00000536,IP000653,514187,1184060,2025-02-05T19:25:00
F00001085,P00002319,IP000776,2906927,413372,2025-01-28T07:07:00
F00001086,P00003996,IP000059,1781453,2069968,2025-01-19T13:01:00
F00001087,P00001508,IP002393,4739674,3906056,2025-01-05T04:46:00
F00001088,P00000200,IP001105,32859,2535771,2025-03-10T09:44:00
F00001089,P00001656,IP000049,3926413,4061966,2025-01-12T20:35:00
F00001090,P00000788,IP000712,1976500,2756102,2025-01-06T08:05:00
F00001091,P00001978,IP000529,4101784,3982263,2025-03-30T12:34:00
F00001092,P00001807,IP001452,2878594,2158076,2025-01-24T15:16:00
F00001093,P00003611,IP001792,1067713,3723038,2025-02-24T04:06:00
F00001094,P00002924,IP000922,2831665,2688534,2025-01-16T03:01:00
F00001095,P00002539,IP000437,2416826,3927213,2025-03-24T02:47:00
F00001096,P00000797,IP001595,3408243,3590310,2025-02-01T02:38:00
F00001097,P00000866,IP001011,4866276,1821698,2025-03-13T11:51:00
F00001098,P00004727,IP000522,2233580,1503571,2025-03-20T22:08:00
F00001099,P00003790,IP000568,578660,2900389,2025-02-27T21:00:00
F00001100,P00000482,IP000402,1742328,2136502,2025-02-17T04:03:00
F00001101,P00001823,IP002332,424017,3663067,2025-03-27T10:52:00
F00001102,P00001291,IP002210,2773022,4229990,2025-03-05T09:38:00
F00001103,P00001482,IP001828,3969169,1585039,2025-02-06T15:20:00
F00001104,P00001763,IP002314,586182,1103983,2025-02-26T20:22:00
F00001105,P00004939,IP000177,1854343,3774285,2025-03-15T01:08:00
F00001106,P00000916,IP000449,1241898,3704509,2025-03-25T08:23:00
F00001107,P00002839,IP002323,3042038,2642964,2025-01-11T10:54:00
F00001108,P00003784,IP000358,2414501,1516386,2025-03-25T05:09:00
F00001109,P00000690,IP000366,3535211,1568507,2025-02-24T17:14:00
F00001110,P00001452,IP000006,2728060,745329,2025-03-09T19:25:00
F00001111,P00000375,IP000004,2109202,1590458,2025-01-07T07:50:00
F00001112,P00003226,IP000883,3290881,2240205,2025-02-07T10:20:00
F00001113,P00002376,IP000656,4726433,3509883,2025-01-01T11:45:00
F00001114,P00004818,IP000603,1311288,62605,2025-03-21T19:24:00
F00001115,P00000461,IP000615,1385442,3703103,2025-02-21T06:44:00
F00001116,P00003260,IP000978,2677205,1318841,2025-01-23T16:22:00
F00001117,P00003783,IP002077,3741696,4574934,2025-01-18T10:07:00
F00001118,P00002618,IP000435,472998,1831291,2025-01-18T00:53:00
F00001119,P00001543,IP001524,1829177,331349,2025-02-25T22:58:00
F00001120,P00000116,IP000177,503355,3548408,2025-03-29T10:20:00
F00001121,P00001734,IP000575,2869861,4315826,2025-02-27T06:45:00
F00001122,P00003474,IP001949,3740916,2774223,2025-02-24T00:08:00
F00001123,P00002323,IP002259,3466135,1011692,2025-01-07T20:42:00
F00001124,P00003927,IP001265,3879972,233350,2025-03-28T16:32:00
F00001125,P00001976,IP001725,1817020,1847397,2025-01-17T20:39:00
F00001126,P00001505,IP001550,2967173,3465474,2025-03-24T23:40:00
F00001127,P00004328,IP000266,2803409,2488849,2025-02-23T16:48:00
F00001128,P00003365,IP001363,1015819,3905291,2025-02-10T01:01:00
F00001129,P00002560,IP001284,570363,4317458,2025-01-20T20:21:00
F00001130,P00003001,IP002046,3320973,4772187,2025-02-19T05:57:00
F00001131,P00003167,IP002319,3027770,4864750,2025-01-06T11:08:00
F00001132,P00003345,IP001686,105819,350498,2025-01-11T20:51:00
F00001133,P00001873,IP001833,2640602,1287264,2025-01-29T21:36:00
F00001134,P00001493,IP001618,2282162,4327219,2025-03-15T15:44:00
F00001135,P00002099,IP000361,73084,4730850,2025-02-03T19:41:00
F00001136,P00001308,IP000523,2735318,776691,2025-03-10T07:02:00
F00001137,P00002175,IP001965,4931504,3089304,2025-02-11T21:55:00
F00001138,P00001621,IP000534,1928203,4065794,2025-01-17T11:11:00
F00001139,P00003248,IP001118,587993,2388637,2025-01-09T01:52:00
F00001140,P00001179,IP001257,1795257,481718,2025-02-08T03:26:00
F00001141,P00001514,IP001932,387940,4572889,2025-01-19T19:56:00
F00001142,P00000634,IP001993,1302442,1501103,2025-01-09T13:37:00
F00001143,P00004836,IP000499,135464,1680437,2025-03-07T19:04:00
F00001144,P00002963,IP000608,2612253,1595513,2025-02-22T06:25:00
F00001145,P00004965,IP002487,3097814,276362,2025-01-28T06:10:00
F00001146,P00000712,IP001251,4762828,3306207,2025-02-23T22:20:00
F00001147,P00001090,IP000104,3866082,3628287,2025-02-04T16:54:00
F00001148,P00004846,IP000811,456699,4578314,2025-03-17T04:09:00
F00001149,P00003832,IP000870,2466801,4184530,2025-01-26T23:14:00
F00001150,P00003300,IP000098,421989,3676805,2025-01-18T22:03:00
F00001151,P00004143,IP001242,3349120,3615064,2025-03-02T02:47:00
F00001152,P00003212,IP001264,4714530,1862175,2025-03-13T18:25:00
F00001153,P00003534,IP000019,4740193,2594633,2025-03-14T05:53:00
F00001154,P00001723,IP002070,1331915,2986249,2025-03-06T05:04:00
F00001155,P00000134,IP001373,4859428,1516451,2025-03-11T04:41:00
F00001156,P00002737,IP001749,1385588,4788819,2025-02-02T18:23:00
F00001157,P00003905,IP001544,3190442,4744370,2025-01-20T20:45:00
F00001158,P00001198,IP000584,2746447,3757538,2025-02-22T18:18:00
F00001159,P00001301,IP001245,3463464,4532405,2025-02-14T23:47:00
F00001160,P00004962,IP001939,460197,2269030,2025-01-14T19:59:00
F00001161,P00003829,IP000986,2125026,2109006,2025-03-19T19:03:00
F00001162,P00003526,IP000431,385712,2964917,2025-02-05T14:25:00
F00001163,P00000820,IP001221,3240878,729320,2025-01-23T02:33:00
F00001164,P00004479,IP001550,4305113,3320741,2025-01-16T21:38:00
F00001165,P00001382,IP002248,3239017,4361749,2025-03-28T10:48:00
F00001166,P00004274,IP000693,2280415,2102082,2025-01-31T20:09:00
F00001167,P00004948,IP001043,159500,2062063,2025-01-25T20:53:00
F00001168,P00002950,IP001749,2718051,3498851,2025-01-26T08:27:00
F00001169,P00000710,IP001227,2290763,394747,2025-01-27T13:35:00
F00001170,P00004599,IP000933,1974199,851481,2025-02-20T13:00:00
F00001171,P00004460,IP000113,1017645,3313916,2025-03-10T03:37:00
F00001172,P00004745,IP001097,3933616,3530225,2025-03-02T13:17:00
F00001173,P00004797,IP000553,1707070,4143697,2025-01-14T23:31:00
F00001174,P00004045,IP001014,4622475,19848,2025-02-15T19:52:00
F00001175,P00000745,IP000646,1341762,233292,2025-02-13T20:12:00
F00001176,P00000628,IP000392,4204218,3079216,2025-01-02T05:51:00
F00001177,P00001477,IP000002,2017190,4864955,2025-03-15T09:52:00
F00001178,P00000814,IP000885,614077,1634562,2025-03-12T16:49:00
F00001179,P00001985,IP001617,1819141,558476,2025-03-13T01:21:00
F00001180,P00002384,IP002431,4641591,1488481,2025-02-21T18:28:00
F00001181,P00000651,IP000186,1540136,2050292,2025-01-13T06:02:00
F00001182,P00001001,IP001746,4059366,1571231,2025-02-14T15:50:00
F00001183,P00000286,IP000749,2916646,152466,2025-03-26T10:20:00
F00001184,P00002006,IP001869,4076573,2686097,2025-03-30T16:42:00
F00001185,P00003267,IP000056,65516,47905,2025-03-03T15:06:00
F00001186,P00000861,IP000324,3883264,3156010,2025-01-14T04:27:00
F00001187,P00002807,IP000870,1461056,2466531,2025-02-10T23:13:00
F00001188,P00002530,IP001053,1834807,4280879,2025-01-15T07:18:00
F00001189,P00003940,IP000297,2622478,2388117,2025-03-06T23:45:00
F00001190,P00004037,IP000472,952729,3902411,2025-02-11T21:25:00
F00001191,P00000479,IP002262,3793359,90617,2025-01-19T17:15:00
F00001192,P00001092,IP002183,1563495,278387,2025-01-13T06:19:00
F00001193,P00002084,IP000972,4359410,81184,2025-01-13T04:58:00
F00001194,P00004467,IP000827,2374310,4763967,2025-02-15T13:31:00
F00001195,P00000934,IP000839,1407095,950123,2025-03-15T17:07:00
F00001196,P00003116,IP000051,209839,3142922,2025-03-05T13:14:00
F00001197,P00004917,IP000879,1492803,2225550,2025-01-31T22:38:00
F00001198,P00000623,IP000568,2938620,1567913,2025-02-12T19:26:00
F00001199,P00003693,IP001478,1237848,360195,2025-03-07T08:23:00
F00001200,P00001343,IP000457,828255,3662974,2025-02-07T23:05:00
F00001201,P00003828,IP001188,1389421,4438746,2025-01-07T14:44:00
F00001202,P00001762,IP001582,4144937,222968,2025-01-31T14:52:00
F00001203,P00000831,IP000341,3362984,3740830,2025-01-29T16:03:00
F00001204,P00004141,IP001773,3928291,4504894,2025-01-20T09:53:00
F00001205,P00003370,IP002448,59281,1505973,2025-03-02T02:34:00
F00001206,P00002620,IP000773,4254774,3330148,2025-01-08T05:24:00
F00001207,P00002101,IP001770,3711381,1961839,2025-03-29T20:07:00
F00001208,P00000128,IP000167,4809859,2507136,2025-03-25T00:39:00
F00001209,P00000685,IP001384,1750898,194310,2025-01-27T08:03:00
F00001210,P00002317,IP000048,3028468,1655860,2025-03-01T20:49:00
F00001211,P00000635,IP001151,623001,508821,2025-03-14T16:45:00
F00001212,P00002807,IP000005,2682144,22115,2025-02-10T23:13:00
F00001213,P00004322,IP001310,1374257,4594911,2025-03-07T10:01:00
F00001214,P00002385,IP002004,3746256,522546,2025-03-07T09:16:00
F00001215,P00001906,IP002065,2101438,3658872,2025-02-02T11:25:00
F00001216,P00003703,IP000202,58258,4690407,2025-02-11T00:44:00
F00001217,P00001861,IP001841,3294298,2286812,2025-03-21T14:38:00
F00001218,P00002409,IP001391,4277724,1948676,2025-01-28T15:16:00
F00001219,P00002637,IP000031,706474,4173821,2025-02-04T01:28:00
F00001220,P00001338,IP001861,4990807,3713624,2025-03-13T02:46:00
F00001221,P00001985,IP000563,4601197,1572074,2025-03-13T01:21:00
F00001222,P00004626,IP000003,1094241,91350,2025-04-01T10:41:00
F00001223,P00002957,IP000645,530315,1621393,2025-01-27T12:22:00
F00001224,P00002094,IP000003,3215851,4480952,2025-03-14T06:36:00
F00001225,P00000254,IP002443,331751,3052483,2025-01-02T03:17:00
F00001226,P00000241,IP000169,3365823,2640781,2025-01-02T04:40:00
F00001227,P00000526,IP001921,2291539,3981453,2025-01-02T22:57:00
F00001228,P00000636,IP001887,411305,3295755,2025-01-12T09:49:00
F00001229,P00002224,IP001801,4754226,3654394,2025-02-26T04:33:00
F00001230,P00004179,IP000799,751388,1371832,2025-03-25T05:30:00
F00001231,P00002085,IP001834,211791,2582963,2025-03-07T07:27:00
F00001232,P00002439,IP000328,2067458,4550118,2025-03-07T18:53:00
F00001233,P00004269,IP000255,1042743,837233,2025-01-06T09:32:00
F00001234,P00002247,IP001373,3413173,4193089,2025-01-01T16:42:00
F00001235,P00003294,IP001704,597556,4902965,2025-02-24T14:26:00
F00001236,P00002771,IP002312,3348006,243228,2025-03-19T15:40:00
F00001237,P00000789,IP002327,1285857,793268,2025-01-28T04:34:00
F00001238,P00003685,IP001356,630060,4053195,2025-01-30T13:47:00
F00001239,P00003823,IP000164,1081660,1279917,2025-02-20T10:58:00
F00001240,P00001684,IP001030,2936133,1929468,2025-02-15T13:32:00
F00001241,P00002501,IP000664,3694640,3862588,2025-03-09T07:27:00
F00001242,P00001113,IP000776,1248024,497665,2025-02-14T09:50:00
F00001243,P00002894,IP000747,4463771,2246306,2025-01-21T00:02:00
F00001244,P00004293,IP001942,1977430,3026345,2025-01-14T02:44:00
F00001245,P00004112,IP001878,1437848,1595362,2025-03-03T01:15:00
F00001246,P00001760,IP001390,3964501,133411,2025-03-02T16:20:00
F00001247,P00001338,IP001044,251830,2035798,2025-03-13T02:46:00
F00001248,P00004713,IP001735,1639602,4433515,2025-02-17T20:50:00
F00001249,P00002525,IP001172,4477193,2399186,2025-01-03T19:29:00
F00001250,P00002183,IP001863,2084313,4911897,2025-01-08T10:14:00
F00001251,P00004564,IP001609,2909261,1097887,2025-03-23T11:49:00
F00001252,P00001964,IP002265,4637764,3492308,2025-01-31T20:36:00
F00001253,P00003718,IP000637,3970569,2088226,2025-03-18T06:07:00
F00001254,P00002731,IP000924,1968654,2615110,2025-03-27T12:16:00
F00001255,P00000024,IP000647,474195,875503,2025-03-21T19:06:00
F00001256,P00003367,IP001006,2266411,495836,2025-01-28T21:00:00
F00001257,P00000955,IP000545,770693,3140750,2025-01-10T05:12:00
F00001258,P00003263,IP001046,2880448,1485289,2025-02-09T13:56:00
F00001259,P00003404,IP000701,4430751,4669203,2025-02-21T15:28:00
F00001260,P00003437,IP000889,1635492,3057184,2025-02-24T13:56:00
F00001261,P00003763,IP000004,2234323,3051892,2025-02-02T06:20:00
F00001262,P00002974,IP000480,2571027,1706187,2025-01-04T20:30:00
F00001263,P00002219,IP000603,705149,650148,2025-02-07T06:57:00
F00001264,P00000862,IP001086,4830757,2222849,2025-03-25T06:30:00
F00001265,P00002400,IP001361,4010248,2422852,2025-03-31T20:32:00
F00001266,P00001365,IP000331,4649144,4458429,2025-02-10T18:06:00
F00001267,P00002451,IP001229,3175700,1993507,2025-02-17T01:46:00
F00001268,P00004142,IP001503,625806,1354153,2025-03-05T20:13:00
F00001269,P00000911,IP001670,2291082,4119870,2025-01-20T22:23:00
F00001270,P00001422,IP001586,2418276,1493516,2025-02-20T23:51:00
F00001271,P00004805,IP002052,3709166,1455734,2025-01-13T01:37:00
F00001272,P00002074,IP000836,2711334,1798645,2025-01-04T10:44:00
F00001273,P00004327,IP001534,4780895,992060,2025-03-28T01:51:00
F00001274,P00002950,IP000008,513071,3898398,2025-01-26T08:27:00
F00001275,P00002589,IP001069,3091970,631679,2025-01-07T15:46:00
F00001276,P00004333,IP001138,4027493,4771806,2025-03-01T18:46:00
F00001277,P00001453,IP000960,408729,2848871,2025-02-17T01:18:00
F00001278,P00003813,IP002284,1438846,2181734,2025-03-21T13:23:00
F00001279,P00002656,IP000312,215744,4220977,2025-02-15T22:34:00
F00001280,P00000751,IP001656,2515472,2001686,2025-01-29T17:03:00
F00001281,P00003919,IP001572,1409275,2588272,2025-03-05T09:13:00
F00001282,P00001684,IP000290,2253672,3487734,2025-02-15T13:32:00
F00001283,P00000108,IP002418,3265383,958310,2025-02-25T07:27:00
F00001284,P00000216,IP002436,3466407,2033005,2025-03-27T12:19:00
F00001285,P00003652,IP002486,859391,1233484,2025-01-17T13:20:00
F00001286,P00000523,IP002011,310225,3236032,2025-02-03T15:27:00
F00001287,P00002770,IP000001,2233615,3672350,2025-03-14T19:16:00
F00001288,P00000684,IP000036,858849,901680,2025-01-27T04:17:00
F00001289,P00001349,IP000568,1602378,682868,2025-01-01T10:38:00
F00001290,P00003402,IP001041,442170,1570800,2025-01-01T07:06:00
F00001291,P00003937,IP002216,3486570,4290312,2025-02-25T23:51:00
F00001292,P00001858,IP000462,1448374,504034,2025-03-03T20:44:00
F00001293,P00004539,IP000327,2216950,4596987,2025-03-26T09:57:00
F00001294,P00002419,IP000150,3876384,3313811,2025-03-29T20:42:00
F00001295,P00003118,IP001854,4238449,2191743,2025-01-20T04:55:00
F00001296,P00001342,IP000000,565865,2398514,2025-02-23T13:37:00
F00001297,P00000694,IP001104,1144395,2159192,2025-02-18T19:11:00
F00001298,P00003213,IP000007,1869364,4096536,2025-01-06T11:15:00
F00001299,P00001389,IP002184,3549602,568221,2025-03-01T03:00:00
F00001300,P00002899,IP000694,4352233,2701677,2025-03-15T20:33:00
F00001301,P00004906,IP002456,2292339,3833299,2025-02-04T15:01:00
F00001302,P00002651,IP001789,1789690,4108616,2025-02-21T18:10:00
F00001303,P00004987,IP002429,1926273,240940,2025-02-08T03:43:00
F00001304,P00002785,IP001957,4821680,3936241,2025-03-12T04:56:00
F00001305,P00004921,IP000855,3271224,3721066,2025-03-04T10:32:00
F00001306,P00003559,IP000004,836450,338638,2025-01-15T09:51:00
F00001307,P00003022,IP002479,2286750,4492041,2025-03-22T23:22:00
F00001308,P00000846,IP001149,1928482,4779897,2025-01-14T23:55:00
F00001309,P00000456,IP001396,3637789,213274,2025-03-26T17:44:00
F00001310,P00001092,IP002259,3437840,3213461,2025-01-13T06:19:00
F00001311,P00003485,IP001716,1774078,2996695,2025-01-02T21:27:00
F00001312,P00002517,IP001608,143434,4078350,2025-01-24T05:53:00
F00001313,P00002675,IP000702,730481,477715,2025-01-07T03:46:00
F00001314,P00000725,IP000530,3266754,1385816,2025-02-21T12:55:00
F00001315,P00001120,IP001170,870659,4415801,2025-03-13T05:17:00
F00001316,P00000191,IP000535,2327257,2896083,2025-01-20T06:58:00
F00001317,P00004771,IP002055,2928022,1964113,2025-01-24T19:36:00
F00001318,P00002634,IP000984,2821707,1321081,2025-02-04T05:38:00
F00001319,P00002264,IP001927,3801418,4955296,2025-02-05T10:46:00
F00001320,P00002710,IP000007,3501102,3041114,2025-02-19T18:10:00
F00001321,P00002643,IP000915,4075591,2114054,2025-03-24T13:35:00
F00001322,P00004588,IP001444,1297863,2770469,2025-02-23T20:40:00
F00001323,P00000622,IP001355,4620587,2436449,2025-01-09T18:14:00
F00001324,P00003434,IP002427,431057,690370,2025-03-22T06:01:00
F00001325,P00004028,IP000695,1323773,4029067,2025-01-13T05:49:00
F00001326,P00004824,IP000717,2296454,4719560,2025-03-01T09:07:00
F00001327,P00003507,IP000663,1753497,3333768,2025-01-02T07:25:00
F00001328,P00004066,IP002395,4729054,442440,2025-03-24T19:58:00
F00001329,P00001164,IP000917,4337032,2847317,2025-01-30T03:17:00
F00001330,P00002205,IP000000,493733,4699954,2025-01-16T14:20:00
F00001331,P00002148,IP001402,4784506,689172,2025-02-28T01:31:00
F00001332,P00001055,IP001699,4733184,2683402,2025-02-08T09:22:00
F00001333,P00003848,IP000906,4558079,2858135,2025-02-19T17:38:00
F00001334,P00000566,IP000826,4043996,3146765,2025-03-25T12:12:00
F00001335,P00002028,IP001164,3500047,589976,2025-03-21T20:36:00
F00001336,P00002558,IP001779,1405818,182646,2025-03-13T23:18:00
F00001337,P00002221,IP001450,1180654,188153,2025-03-09T02:13:00
F00001338,P00003259,IP000837,2210137,3419401,2025-03-06T18:15:00
F00001339,P00000624,IP002452,4179101,4408923,2025-01-22T03:33:00
F00001340,P00004063,IP000589,4372872,1506306,2025-01-17T20:11:00
F00001341,P00003132,IP002470,1582103,1833075,2025-01-11T04:50:00
F00001342,P00004158,IP000419,553349,4034675,2025-02-20T06:42:00
F00001343,P00000696,IP001575,404979,2057025,2025-01-02T17:05:00
F00001344,P00001657,IP000947,513071,4232984,2025-03-05T23:56:00
F00001345,P00003061,IP000355,4438820,2528070,2025-02-18T02:11:00
F00001346,P00002046,IP001760,454907,1516173,2025-02-27T00:44:00
F00001347,P00000130,IP000815,731230,1866681,2025-01-07T10:29:00
F00001348,P00003860,IP002213,405060,1328364,2025-02-14T16:49:00
F00001349,P00000547,IP000003,3485565,4072925,2025-03-30T14:27:00
F00001350,P00003384,IP001874,3890509,3816204,2025-02-15T19:56:00
F00001351,P00001967,IP001401,3826445,3166555,2025-03-06T15:10:00
F00001352,P00002548,IP001223,2775218,488050,2025-01-27T05:22:00
F00001353,P00001704,IP002065,929746,2775213,2025-02-09T18:22:00
F00001354,P00002048,IP000454,905015,423872,2025-02-24T03:03:00
F00001355,P00001144,IP000836,4816788,2643600,2025-03-06T15:08:00
F00001356,P00003043,IP000201,4507734,1134993,2025-03-20T09:53:00
F00001357,P00001574,IP000772,689985,1726229,2025-03-04T09:38:00
F00001358,P00002991,IP000286,2611656,4362320,2025-01-21T17:21:00
F00001359,P00002579,IP000116,3896656,191643,2025-02-06T14:30:00
F00001360,P00001173,IP000071,3625323,1162847,2025-03-27T03:17:00
F00001361,P00003461,IP000007,2360960,890293,2025-01-12T11:28:00
F00001362,P00002620,IP000505,2491092,2564542,2025-01-08T05:24:00
F00001363,P00004153,IP000643,900685,3523829,2025-01-03T16:58:00
F00001364,P00002340,IP001002,2138953,1139318,2025-01-19T02:30:00
F00001365,P00003712,IP002371,3805234,2090909,2025-02-28T00:12:00
F00001366,P00000446,IP001154,450365,3664059,2025-03-05T03:23:00
F00001367,P00004643,IP001957,1416688,2893098,2025-03-19T21:34:00
F00001368,P00001374,IP000645,1920130,3030234,2025-03-24T09:23:00
F00001369,P00004155,IP001859,3876414,936707,2025-03-10T20:56:00
F00001370,P00001317,IP000740,4504855,2218578,2025-02-01T01:09:00
F00001371,P00004347,IP002291,710011,4963945,2025-01-22T23:35:00
F00001372,P00004828,IP001229,3005169,692544,2025-01-03T05:01:00
F00001373,P00003146,IP001367,4885399,563943,2025-03-11T14:14:00
F00001374,P00004783,IP001612,2459653,2504291,2025-03-03T10:19:00
F00001375,P00003543,IP001316,1211208,1998704,2025-03-30T01:01:00
F00001376,P00004785,IP000004,608660,3107215,2025-01-19T12:07:00
F00001377,P00001391,IP000639,4415146,3151503,2025-01-22T00:21:00
F00001378,P00004059,IP001352,2144577,4141607,2025-01-13T13:48:00
F00001379,P00000076,IP002056,4931914,3942089,2025-03-02T19:44:00
F00001380,P00003998,IP001419,377987,1048094,2025-01-20T08:02:00
F00001381,P00002467,IP000178,1916944,3552799,2025-02-11T16:38:00
F00001382,P00004014,IP001407,373030,1075272,2025-03-03T13:36:00
F00001383,P00004124,IP000234,2597071,643619,2025-01-17T07:23:00
F00001384,P00003780,IP000132,4154832,2024348,2025-03-23T18:33:00
F00001385,P00002210,IP001734,359875,2082033,2025-02-20T04:32:00
F00001386,P00000867,IP000907,2500479,105566,2025-01-16T14:53:00
F00001387,P00003992,IP000522,736607,3232540,2025-02-07T17:37:00
F00001388,P00002197,IP001325,1488932,4091991,2025-02-01T02:47:00
F00001389,P00002828,IP000733,4218174,1688008,2025-01-05T18:27:00
F00001390,P00001028,IP001636,4109524,4212179,2025-03-08T17:28:00
F00001391,P00002772,IP001454,438195,3547647,2025-02-25T19:02:00
F00001392,P00003205,IP002081,589249,2915324,2025-02-18T09:59:00
F00001393,P00002937,IP000449,2727210,3060275,2025-03-30T19:14:00
F00001394,P00003406,IP000331,3534754,3477838,2025-01-12T04:08:00
F00001395,P00004584,IP001235,362022,4745274,2025-02-16T00:56:00
F00001396,P00001962,IP000978,3254924,2104633,2025-03-04T02:57:00
F00001397,P00003336,IP001399,4770449,3108008,2025-02-09T07:06:00
F00001398,P00002568,IP001692,977899,601957,2025-01-04T04:48:00
F00001399,P00001794,IP001368,3484071,1576113,2025-03-15T06:45:00
F00001400,P00001534,IP001521,626187,4284627,2025-01-28T20:25:00
F00001401,P00001217,IP002486,3389823,565254,2025-02-03T20:10:00
F00001402,P00004861,IP000595,3604284,4760668,2025-03-15T11:06:00
F00001403,P00003694,IP001277,4681267,3253440,2025-03-24T15:01:00
F00001404,P00004749,IP001245,4409069,4041149,2025-02-10T16:04:00
F00001405,P00004678,IP002078,3425573,1662660,2025-02-10T13:05:00
F00001406,P00000698,IP000919,490421,2915143,2025-03-17T02:25:00
F00001407,P00001327,IP000208,2180018,1718602,2025-02-20T12:43:00
F00001408,P00003184,IP000750,1513628,2915479,2025-03-08T03:25:00
F00001409,P00004615,IP001728,2100904,1116983,2025-02-27T05:48:00
F00001410,P00001925,IP000001,1125337,4049050,2025-02-04T09:13:00
F00001411,P00002306,IP000040,927812,4092509,2025-01-03T08:17:00
F00001412,P00003198,IP000442,759038,4787174,2025-02-20T16:32:00
F00001413,P00004115,IP000998,3914951,142496,2025-01-19T04:23:00
F00001414,P00004293,IP001416,1897753,3257415,2025-01-14T02:44:00
