process_id,asset_id,command,started_at,parent_pid,pid
P00000759,AST000801,kubectl,2025-02-20T02:27:00,95258,37198
P00000760,AST000578,kubectl,2025-03-31T06:39:00,51613,12855
P00000761,AST000268,/usr/bin/python,2025-02-11T19:48:00,93008,39955
P00000762,AST000937,/usr/bin/git,2025-03-25T05:35:00,18031,58018
P00000763,AST001425,powershell.exe,2025-03-03T09:56:00,27495,28691
P00000764,AST000400,java,2025-03-25T00:18:00,95153,75555
P00000765,AST000208,curl,2025-03-28T05:02:00,55983,89156
P00000766,AST000344,java,2025-01-08T03:16:00,62112,23644
P00000767,AST000107,java,2025-01-16T17:35:00,77778,56961
P00000768,AST000304,chrome.exe,2025-03-22T13:47:00,4456,15671
P00000769,AST000493,node,2025-02-20T16:40:00,90176,78239
P00000770,AST000353,/bin/bash,2025-03-25T12:48:00,60775,85337
P00000771,AST000782,ssh,2025-02-05T21:35:00,48146,1620
P00000772,AST000245,/bin/bash,2025-01-15T02:49:00,64123,84170
P00000773,AST001369,/usr/bin/python,2025-03-07T07:40:00,76920,75201
P00000774,AST001172,/bin/bash,2025-03-03T09:20:00,77710,23836
P00000775,AST000786,curl,2025-03-03T22:00:00,39108,74997
P00000776,AST000256,/bin/bash,2025-01-13T11:06:00,93556,70552
P00000777,AST000378,/usr/bin/python,2025-02-21T23:55:00,51616,72983
P00000778,AST001098,/bin/bash,2025-03-09T16:40:00,68014,76740
P00000779,AST001103,chrome.exe,2025-03-25T04:14:00,86322,15478
P00000780,AST000370,powershell.exe,2025-03-18T23:43:00,698,72808
P00000781,AST000915,/usr/bin/python,2025-02-10T04:11:00,16885,75477
P00000782,AST000422,/bin/bash,2025-03-25T05:30:00,73728,33754
P00000783,AST000071,kubectl,2025-01-11T04:15:00,39136,47752
P00000784,AST001114,/usr/bin/python,2025-01-22T14:26:00,32551,39500
P00000785,AST000094,kubectl,2025-03-08T10:00:00,58317,18431
P00000786,AST001181,java,2025-03-04T23:43:00,68507,46252
P00000787,AST001241,chrome.exe,2025-03-10T17:25:00,90169,13077
P00000788,AST001357,/usr/bin/python,2025-01-06T08:05:00,24652,18668
P00000789,AST000613,/usr/bin/git,2025-01-28T04:34:00,72362,28416
P00000790,AST001211,powershell.exe,2025-02-15T09:28:00,95566,81667
P00000791,AST000864,node,2025-01-10T18:46:00,34168,50140
P00000792,AST001330,ssh,2025-01-21T13:39:00,10913,33415
P00000793,AST001385,powershell.exe,2025-02-24T23:42:00,70243,26807
P00000794,AST000144,chrome.exe,2025-03-22T09:11:00,93644,48877
P00000795,AST001154,kubectl,2025-03-26T22:06:00,79292,21601
P00000796,AST000859,curl,2025-01-20T10:47:00,49669,3496
P00000797,AST001236,node,2025-02-01T02:38:00,16335,69760
P00000798,AST000225,curl,2025-03-29T18:43:00,8646,43269
P00000799,AST001311,java,2025-01-12T12:23:00,35816,19279
P00000800,AST000462,/bin/bash,2025-02-05T00:20:00,49435,29227
P00000801,AST000775,powershell.exe,2025-01-14T04:12:00,69007,95563
P00000802,AST000627,/bin/bash,2025-03-17T16:42:00,69332,45831
P00000803,AST001434,kubectl,2025-03-15T09:37:00,35528,79721
P00000804,AST000202,java,2025-01-07T05:49:00,98550,51160
P00000805,AST000370,kubectl,2025-02-14T23:08:00,72309,78037
P00000806,AST000824,powershell.exe,2025-03-03T20:13:00,33956,1344
P00000807,AST001406,powershell.exe,2025-03-07T05:18:00,18701,49750
P00000808,AST001162,java,2025-02-04T01:48:00,92734,32751
P00000809,AST001388,ssh,2025-03-19T14:16:00,24000,57635
P00000810,AST000724,node,2025-03-01T17:08:00,36153,56168
P00000811,AST001066,/bin/bash,2025-01-30T10:25:00,40064,53382
P00000812,AST000640,/bin/bash,2025-01-12T21:39:00,10053,95776
P00000813,AST000491,/usr/bin/git,2025-01-12T05:38:00,7526,11186
P00000814,AST000585,/usr/bin/python,2025-03-12T16:49:00,55573,88840
P00000815,AST001041,ssh,2025-01-18T16:22:00,67504,89900
P00000816,AST001386,/bin/bash,2025-03-10T23:49:00,53146,1921
P00000817,AST001262,curl,2025-01-25T00:14:00,92091,70135
P00000818,AST000706,kubectl,2025-02-01T22:34:00,89664,79948
P00000819,AST000086,powershell.exe,2025-03-19T15:18:00,88411,68718
P00000820,AST000460,java,2025-01-23T02:33:00,17475,67429
P00000821,AST000723,ssh,2025-01-07T14:25:00,49689,22445
P00000822,AST000764,chrome.exe,2025-01-15T11:32:00,70664,15548
P00000823,AST000594,node,2025-02-08T16:29:00,34702,28026
P00000824,AST000004,curl,2025-03-22T19:24:00,28504,40053
P00000825,AST001316,ssh,2025-03-07T01:12:00,80970,64098
P00000826,AST000117,/usr/bin/git,2025-02-15T00:12:00,60340,43163
P00000827,AST000611,/usr/bin/python,2025-02-15T03:39:00,45839,94790
P00000828,AST000381,/usr/bin/python,2025-02-21T12:06:00,13283,56566
P00000829,AST001007,kubectl,2025-01-26T02:53:00,67413,20247
P00000830,AST000841,/usr/bin/python,2025-01-16T16:38:00,20399,86166
P00000831,AST000512,curl,2025-01-29T16:03:00,49062,39327
P00000832,AST000746,kubectl,2025-02-24T06:13:00,35322,14346
P00000833,AST000898,powershell.exe,2025-03-26T14:59:00,18334,46465
P00000834,AST000888,chrome.exe,2025-01-01T12:15:00,14506,24946
P00000835,AST000583,curl,2025-01-06T04:33:00,55189,97607
P00000836,AST000678,chrome.exe,2025-01-05T05:28:00,62823,87294
P00000837,AST000544,ssh,2025-01-16T14:22:00,72106,65055
P00000838,AST001396,curl,2025-01-17T11:05:00,65780,95257
P00000839,AST000796,/bin/bash,2025-01-17T03:44:00,2773,16631
P00000840,AST000318,/usr/bin/python,2025-02-14T17:04:00,89711,31099
P00000841,AST000106,curl,2025-03-28T11:40:00,78262,96756
P00000842,AST000016,node,2025-02-25T16:23:00,36992,63791
P00000843,AST000169,/usr/bin/git,2025-02-24T08:27:00,19988,95684
P00000844,AST001047,node,2025-01-24T08:30:00,15076,34641
P00000845,AST001435,curl,2025-02-01T22:44:00,26007,62214
P00000846,AST001446,kubectl,2025-01-14T23:55:00,80099,23848
P00000847,AST000386,powershell.exe,2025-03-17T21:28:00,30066,15889
P00000848,AST000270,node,2025-02-21T01:18:00,25190,19263
P00000849,AST000873,chrome.exe,2025-01-03T21:02:00,11920,6778
P00000850,AST000778,node,2025-02-22T17:55:00,91772,83109
P00000851,AST000473,curl,2025-01-29T11:28:00,62810,8141
P00000852,AST001044,/usr/bin/python,2025-02-24T21:58:00,39884,14525
P00000853,AST000551,java,2025-02-16T09:34:00,93269,54897
P00000854,AST000505,powershell.exe,2025-02-10T01:37:00,5360,170
P00000855,AST000106,chrome.exe,2025-03-26T10:58:00,37398,61973
P00000856,AST000573,curl,2025-03-19T03:26:00,24228,33164
P00000857,AST001006,node,2025-02-16T11:24:00,14619,12799
P00000858,AST001370,kubectl,2025-01-02T23:18:00,17080,43512
P00000859,AST000738,kubectl,2025-02-16T20:06:00,79262,48805
P00000860,AST000487,chrome.exe,2025-03-25T09:25:00,76589,50438
P00000861,AST000178,/usr/bin/git,2025-01-14T04:27:00,15776,5479
P00000862,AST001201,chrome.exe,2025-03-25T06:30:00,92362,58527
P00000863,AST000202,/usr/bin/git,2025-01-10T18:39:00,44945,39615
P00000864,AST001485,kubectl,2025-03-02T06:53:00,94473,20242
P00000865,AST000089,curl,2025-01-17T06:32:00,72155,93371
P00000866,AST000517,java,2025-03-13T11:51:00,58784,82657
P00000867,AST001469,/bin/bash,2025-01-16T14:53:00,63285,55019
P00000868,AST001072,powershell.exe,2025-03-06T00:44:00,78533,36033
P00000869,AST001426,/usr/bin/python,2025-01-17T09:53:00,74210,8068
P00000870,AST001420,ssh,2025-01-25T13:34:00,89745,69891
P00000871,AST001051,ssh,2025-01-10T05:38:00,98400,66852
P00000872,AST000786,curl,2025-03-13T13:19:00,79590,35685
P00000873,AST000423,powershell.exe,2025-01-24T00:07:00,74960,28648
P00000874,AST001212,kubectl,2025-03-31T00:18:00,59696,66136
P00000875,AST001449,node,2025-03-09T08:50:00,28880,38944
P00000876,AST001450,/bin/bash,2025-02-04T18:50:00,22428,29450
P00000877,AST000093,node,2025-03-10T08:07:00,5124,83935
P00000878,AST000303,node,2025-02-05T04:32:00,6753,84302
P00000879,AST000509,/bin/bash,2025-01-27T18:14:00,184,85119
P00000880,AST000711,java,2025-03-22T20:39:00,42541,11011
P00000881,AST001444,powershell.exe,2025-03-12T09:00:00,53523,80248
P00000882,AST000603,/usr/bin/python,2025-02-11T01:57:00,46594,28841
P00000883,AST001496,node,2025-02-05T06:01:00,2050,70536
P00000884,AST001346,curl,2025-03-16T03:37:00,85699,33830
P00000885,AST001282,kubectl,2025-03-23T20:37:00,27022,58058
P00000886,AST000451,chrome.exe,2025-02-11T09:10:00,76240,82649
P00000887,AST000809,chrome.exe,2025-01-20T15:13:00,95658,95295
P00000888,AST000888,ssh,2025-02-17T05:03:00,12281,65106
P00000889,AST000371,powershell.exe,2025-02-28T06:18:00,24755,74766
P00000890,AST001004,node,2025-01-24T22:06:00,2759,40753
P00000891,AST000333,/usr/bin/git,2025-01-23T13:27:00,24622,9203
P00000892,AST000293,chrome.exe,2025-01-10T14:33:00,59641,84657
P00000893,AST000824,powershell.exe,2025-01-13T17:58:00,95259,98462
P00000894,AST000024,curl,2025-03-19T03:24:00,50331,2815
P00000895,AST000225,/usr/bin/python,2025-01-02T21:59:00,17325,32650
P00000896,AST000171,/usr/bin/git,2025-02-04T04:52:00,1770,1331
P00000897,AST000217,/bin/bash,2025-03-11T11:33:00,26519,18349
P00000898,AST000983,powershell.exe,2025-03-14T15:09:00,40290,43583
P00000899,AST000980,/usr/bin/python,2025-01-20T08:19:00,71242,90807
P00000900,AST000547,/bin/bash,2025-03-22T18:33:00,2780,5936
P00000901,AST000210,/bin/bash,2025-03-11T10:07:00,67049,54532
P00000902,AST000290,/usr/bin/python,2025-01-01T07:39:00,29711,56085
P00000903,AST000789,node,2025-01-19T12:03:00,29608,89807
P00000904,AST000787,ssh,2025-03-29T03:50:00,22225,14535
P00000905,AST000459,java,2025-01-14T09:37:00,10000,80800
P00000906,AST000683,/bin/bash,2025-01-16T12:18:00,5682,79333
P00000907,AST000309,kubectl,2025-01-23T14:37:00,43889,78692
P00000908,AST000371,powershell.exe,2025-03-28T14:30:00,87461,90167
P00000909,AST000617,java,2025-03-21T09:47:00,13622,35632
P00000910,AST001022,node,2025-03-26T12:35:00,93233,10109
P00000911,AST000004,powershell.exe,2025-01-20T22:23:00,41977,19469
P00000912,AST000799,/bin/bash,2025-02-27T16:19:00,14833,75839
P00000913,AST000875,/bin/bash,2025-02-05T04:56:00,42344,16816
P00000914,AST000372,java,2025-02-19T12:02:00,64777,55652
P00000915,AST000985,/usr/bin/git,2025-03-30T14:07:00,83441,43807
P00000916,AST000283,curl,2025-03-25T08:23:00,54875,72102
P00000917,AST001018,ssh,2025-03-10T18:13:00,69793,70382
P00000918,AST000471,/usr/bin/git,2025-02-19T02:51:00,93707,55391
P00000919,AST001079,chrome.exe,2025-03-15T23:40:00,92156,11536
P00000920,AST000481,chrome.exe,2025-02-16T00:05:00,2249,47600
P00000921,AST001143,/bin/bash,2025-03-02T04:33:00,7809,45889
P00000922,AST000739,ssh,2025-01-18T10:03:00,18893,72386
P00000923,AST000862,chrome.exe,2025-02-01T07:11:00,7323,98010
P00000924,AST000282,powershell.exe,2025-01-16T23:44:00,49475,96186
P00000925,AST000053,java,2025-03-31T14:29:00,7089,92034
P00000926,AST000217,/bin/bash,2025-03-26T19:51:00,62499,77947
P00000927,AST000323,java,2025-01-04T05:00:00,18518,10453
P00000928,AST000501,/usr/bin/git,2025-01-10T00:25:00,54591,19723
P00000929,AST000373,kubectl,2025-03-02T04:46:00,91563,39357
P00000930,AST000962,ssh,2025-02-22T11:30:00,84522,91227
P00000931,AST000027,powershell.exe,2025-02-06T03:47:00,7865,84307
P00000932,AST000065,kubectl,2025-03-19T05:55:00,21018,1524
P00000933,AST000811,ssh,2025-02-24T23:12:00,72635,93345
P00000934,AST000528,node,2025-03-15T17:07:00,92977,29894
P00000935,AST000867,/bin/bash,2025-01-21T09:16:00,68355,49587
P00000936,AST000256,/usr/bin/git,2025-01-28T13:40:00,7340,28792
P00000937,AST000803,/usr/bin/git,2025-01-24T19:05:00,10120,90857
P00000938,AST000959,curl,2025-03-03T10:41:00,49869,21703
P00000939,AST000111,curl,2025-02-17T22:04:00,25524,35478
P00000940,AST000222,java,2025-01-14T02:39:00,79062,44070
P00000941,AST000057,powershell.exe,2025-01-31T09:37:00,70985,14054
P00000942,AST000133,/usr/bin/python,2025-01-28T20:22:00,99159,40616
P00000943,AST000384,/usr/bin/python,2025-03-12T06:53:00,31502,35380
P00000944,AST000174,/usr/bin/python,2025-03-14T19:16:00,73891,63513
P00000945,AST000093,/bin/bash,2025-01-07T10:44:00,40450,1211
P00000946,AST000730,kubectl,2025-02-06T13:35:00,25544,41318
P00000947,AST000800,/bin/bash,2025-02-15T04:25:00,43427,53483
P00000948,AST001031,powershell.exe,2025-01-13T17:08:00,3105,77062
P00000949,AST000782,/usr/bin/python,2025-03-03T20:00:00,38027,21231
P00000950,AST000310,/bin/bash,2025-03-29T15:48:00,82045,12327
P00000951,AST001471,powershell.exe,2025-01-30T07:21:00,94183,21208
P00000952,AST001027,kubectl,2025-03-08T20:46:00,44750,58752
P00000953,AST000268,java,2025-02-13T09:55:00,81720,56579
P00000954,AST000081,chrome.exe,2025-03-29T13:13:00,27371,80104
P00000955,AST001242,/usr/bin/git,2025-01-10T05:12:00,82286,65311
P00000956,AST000199,node,2025-01-02T04:52:00,71715,11525
P00000957,AST001021,java,2025-01-13T15:31:00,22246,38845
P00000958,AST000330,/usr/bin/git,2025-01-09T09:33:00,47623,46416
P00000959,AST000182,ssh,2025-01-10T06:06:00,33810,62131
P00000960,AST000524,powershell.exe,2025-02-26T22:11:00,16249,74645
P00000961,AST000999,node,2025-01-06T12:24:00,52552,53712
P00000962,AST001269,ssh,2025-03-29T04:24:00,48069,67271
P00000963,AST001279,/bin/bash,2025-02-10T12:45:00,89418,54258
P00000964,AST001036,/usr/bin/python,2025-02-27T08:58:00,81346,84492
P00000965,AST000116,kubectl,2025-02-01T23:53:00,1042,20358
P00000966,AST000215,powershell.exe,2025-02-07T12:49:00,74729,52434
P00000967,AST000149,ssh,2025-01-29T13:15:00,87707,12355
P00000968,AST000714,kubectl,2025-03-01T15:59:00,60930,14402
P00000969,AST000175,curl,2025-01-24T03:41:00,56770,26245
P00000970,AST000822,java,2025-02-12T02:12:00,44883,79315
P00000971,AST000995,ssh,2025-01-28T23:58:00,14985,36587
P00000972,AST000930,powershell.exe,2025-01-05T18:36:00,61600,19172
P00000973,AST001311,/usr/bin/git,2025-01-28T10:55:00,4106,78884
P00000974,AST000778,curl,2025-01-08T12:20:00,62051,28073
P00000975,AST000110,curl,2025-01-28T00:46:00,35370,33139
P00000976,AST001301,powershell.exe,2025-01-23T02:51:00,9078,36001
P00000977,AST000829,ssh,2025-01-11T10:10:00,55014,68883
P00000978,AST000438,powershell.exe,2025-03-27T08:51:00,7045,12216
P00000979,AST000877,powershell.exe,2025-02-13T10:08:00,26032,45880
P00000980,AST000858,kubectl,2025-03-03T16:13:00,90287,21161
P00000981,AST001426,/usr/bin/git,2025-02-25T12:06:00,51006,1401
P00000982,AST001148,/bin/bash,2025-03-18T06:46:00,94729,87651
P00000983,AST001184,java,2025-03-20T04:56:00,87041,96353
P00000984,AST000648,ssh,2025-01-02T05:08:00,19332,65563
P00000985,AST000648,curl,2025-01-15T23:00:00,34447,68348
P00000986,AST001479,powershell.exe,2025-01-01T15:22:00,83139,58994
P00000987,AST001308,/usr/bin/python,2025-03-16T03:19:00,28656,97841
P00000988,AST000384,kubectl,2025-02-23T23:46:00,21772,78866
P00000989,AST000773,chrome.exe,2025-01-28T11:52:00,25056,89180
P00000990,AST001181,java,2025-01-02T12:38:00,2123,39676
P00000991,AST000628,ssh,2025-03-06T04:15:00,85055,59868
P00000992,AST000847,java,2025-02-22T12:00:00,71103,55916
P00000993,AST001071,powershell.exe,2025-02-12T03:52:00,60139,56249
P00000994,AST000764,/usr/bin/git,2025-01-23T18:52:00,21320,71241
P00000995,AST000892,curl,2025-02-18T09:43:00,83114,37225
P00000996,AST001437,/bin/bash,2025-03-21T03:23:00,13607,11849
P00000997,AST001330,curl,2025-01-03T21:02:00,13589,65164
P00000998,AST001277,ssh,2025-03-11T03:24:00,65977,76283
P00000999,AST000066,curl,2025-03-27T09:53:00,27771,29313
P00001000,AST000931,/bin/bash,2025-03-12T13:00:00,25633,61648
P00001001,AST000254,curl,2025-02-14T15:50:00,84524,92353
P00001002,AST000810,chrome.exe,2025-01-01T12:47:00,66528,37272
P00001003,AST000548,node,2025-03-26T09:01:00,54358,88350
P00001004,AST000494,/usr/bin/python,2025-01-01T14:09:00,2036,3540
P00001005,AST000314,/usr/bin/git,2025-02-17T17:42:00,41612,44020
P00001006,AST000349,chrome.exe,2025-03-15T14:40:00,72842,51396
P00001007,AST000394,curl,2025-03-20T21:59:00,6761,75840
P00001008,AST000878,curl,2025-01-17T21:43:00,95436,22869
P00001009,AST000825,powershell.exe,2025-02-10T17:39:00,57332,30373
P00001010,AST000203,kubectl,2025-04-01T04:18:00,15516,82864
P00001011,AST001181,node,2025-02-20T21:24:00,72471,20947
P00001012,AST000660,/bin/bash,2025-01-27T03:10:00,3361,57433
P00001013,AST000023,powershell.exe,2025-03-22T20:15:00,3647,81115
P00001014,AST001449,/usr/bin/git,2025-03-11T02:41:00,50123,3414
P00001015,AST000267,java,2025-02-28T21:39:00,24453,31520
P00001016,AST001336,chrome.exe,2025-01-29T10:08:00,70179,32245
P00001017,AST001487,/usr/bin/python,2025-02-18T08:53:00,36041,10974
P00001018,AST000294,/usr/bin/git,2025-03-22T00:47:00,13556,14640
P00001019,AST000940,/bin/bash,2025-03-18T04:11:00,18591,37122
P00001020,AST000536,/bin/bash,2025-01-24T03:10:00,64782,47469
P00001021,AST000425,ssh,2025-02-20T03:26:00,2878,54330
P00001022,AST000150,/bin/bash,2025-03-04T21:21:00,27564,90190
P00001023,AST000859,ssh,2025-02-18T10:42:00,21117,23667
P00001024,AST000611,/usr/bin/git,2025-01-02T06:05:00,82735,79615
P00001025,AST000064,java,2025-01-16T11:42:00,63428,80578
P00001026,AST001228,powershell.exe,2025-03-11T00:10:00,68387,97315
P00001027,AST000521,/usr/bin/git,2025-01-16T06:34:00,3874,70348
P00001028,AST000047,powershell.exe,2025-03-08T17:28:00,28352,47926
P00001029,AST000235,java,2025-01-28T01:00:00,18162,28904
P00001030,AST000170,node,2025-03-30T04:19:00,35871,63220
P00001031,AST000408,kubectl,2025-01-12T11:53:00,85450,38677
P00001032,AST000956,kubectl,2025-03-05T14:53:00,52422,25404
P00001033,AST000512,node,2025-01-23T06:45:00,51489,13586
P00001034,AST001195,powershell.exe,2025-03-17T10:38:00,26979,94741
P00001035,AST000999,curl,2025-02-25T15:13:00,78163,98021
P00001036,AST000556,/bin/bash,2025-02-10T21:15:00,79600,50306
P00001037,AST000879,java,2025-01-26T19:21:00,49016,83029
P00001038,AST000131,/usr/bin/python,2025-02-27T05:42:00,67025,33269
P00001039,AST001201,/usr/bin/git,2025-02-22T10:01:00,84555,69633
P00001040,AST000721,/bin/bash,2025-02-20T01:01:00,23581,42394
P00001041,AST000879,chrome.exe,2025-01-24T12:12:00,9522,28304
P00001042,AST001345,powershell.exe,2025-02-17T12:41:00,41216,16130
P00001043,AST000019,/usr/bin/python,2025-02-10T23:29:00,93953,43205
P00001044,AST000437,java,2025-03-01T19:22:00,30494,73715
P00001045,AST000135,/usr/bin/git,2025-02-19T09:40:00,27811,69209
P00001046,AST000445,node,2025-01-14T19:08:00,93883,79779
P00001047,AST001374,curl,2025-01-10T19:35:00,89409,99216
P00001048,AST000891,chrome.exe,2025-02-10T10:55:00,25838,6609
P00001049,AST001011,node,2025-03-05T01:35:00,55213,15731
P00001050,AST000254,/usr/bin/git,2025-02-27T05:50:00,42845,77585
P00001051,AST000784,/usr/bin/python,2025-01-31T19:40:00,37361,2437
P00001052,AST001318,ssh,2025-03-15T00:09:00,37273,17278
P00001053,AST000824,kubectl,2025-01-05T18:12:00,5128,44322
P00001054,AST001320,ssh,2025-01-03T02:22:00,12468,54505
P00001055,AST001481,java,2025-02-08T09:22:00,98788,45427
P00001056,AST000819,java,2025-01-11T18:59:00,64726,80358
P00001057,AST000096,ssh,2025-02-20T10:11:00,64663,84129
P00001058,AST000248,/bin/bash,2025-02-17T21:05:00,3839,29462
P00001059,AST000097,/bin/bash,2025-01-02T04:44:00,42318,90224
P00001060,AST001483,powershell.exe,2025-02-25T07:43:00,11537,25155
P00001061,AST001482,/usr/bin/python,2025-02-17T18:20:00,90210,6980
P00001062,AST000531,/usr/bin/python,2025-01-06T03:46:00,39884,9935
P00001063,AST000540,/usr/bin/git,2025-02-12T23:28:00,49750,35477
P00001064,AST001430,/usr/bin/git,2025-01-22T04:42:00,60385,15815
P00001065,AST000258,/usr/bin/git,2025-02-10T05:03:00,54172,83580
P00001066,AST000915,kubectl,2025-03-27T04:10:00,69153,31625
P00001067,AST001183,ssh,2025-03-03T22:34:00,36772,42293
P00001068,AST001496,/bin/bash,2025-03-03T07:42:00,34579,38928
P00001069,AST001456,kubectl,2025-01-11T12:02:00,31769,86539
P00001070,AST001325,/bin/bash,2025-01-27T23:43:00,9850,64928
P00001071,AST000123,chrome.exe,2025-01-28T00:26:00,61362,50570
P00001072,AST000384,java,2025-03-04T03:34:00,27350,77501
P00001073,AST001080,node,2025-03-07T10:41:00,92867,59609
P00001074,AST001342,/bin/bash,2025-01-20T17:13:00,17048,28776
P00001075,AST000744,/usr/bin/git,2025-02-19T15:26:00,67301,26710
P00001076,AST000819,node,2025-01-25T02:20:00,55456,21621
P00001077,AST001405,/bin/bash,2025-02-09T19:42:00,19306,60518
P00001078,AST000219,/usr/bin/python,2025-01-15T08:12:00,60405,24614
P00001079,AST000546,kubectl,2025-01-04T16:15:00,59329,46231
P00001080,AST000543,/bin/bash,2025-01-16T18:47:00,46456,56654
P00001081,AST000434,kubectl,2025-01-20T13:32:00,56473,66674
P00001082,AST000683,node,2025-01-07T15:03:00,48468,12920
P00001083,AST000100,curl,2025-03-25T13:03:00,25420,38635
P00001084,AST000387,/usr/bin/git,2025-02-21T06:01:00,36167,69510
P00001085,AST001244,curl,2025-03-05T17:42:00,14312,89381
P00001086,AST000102,/bin/bash,2025-03-24T08:29:00,28781,15197
P00001087,AST000108,node,2025-01-05T19:38:00,31296,8730
P00001088,AST001089,chrome.exe,2025-01-13T09:24:00,81294,91786
P00001089,AST001466,curl,2025-02-21T13:22:00,13279,28921
P00001090,AST001416,chrome.exe,2025-02-04T16:54:00,22418,26783
P00001091,AST000711,/usr/bin/git,2025-03-23T09:49:00,37746,96291
P00001092,AST000006,kubectl,2025-01-13T06:19:00,91813,81642
P00001093,AST000976,chrome.exe,2025-02-09T23:28:00,22313,41402
P00001094,AST001395,powershell.exe,2025-01-09T05:41:00,43537,59766
P00001095,AST000290,ssh,2025-01-02T22:44:00,56089,43885
P00001096,AST000042,/bin/bash,2025-01-23T09:00:00,22378,89124
P00001097,AST000019,ssh,2025-03-18T12:01:00,76436,231
P00001098,AST001000,/bin/bash,2025-02-01T16:07:00,5922,2379
P00001099,AST001161,chrome.exe,2025-03-29T09:55:00,68849,66048
P00001100,AST000342,/bin/bash,2025-01-19T03:12:00,39925,96593
P00001101,AST000687,java,2025-02-27T16:44:00,71528,33830
P00001102,AST001358,java,2025-03-04T08:39:00,60130,1877
P00001103,AST000722,kubectl,2025-02-08T11:23:00,87024,78185
P00001104,AST000991,kubectl,2025-01-15T09:12:00,95449,83959
P00001105,AST000042,chrome.exe,2025-01-19T14:00:00,86425,18664
P00001106,AST000731,chrome.exe,2025-03-05T01:03:00,75706,97225
P00001107,AST001425,chrome.exe,2025-02-25T12:16:00,97566,11801
P00001108,AST000396,/bin/bash,2025-02-18T21:48:00,35904,82267
P00001109,AST001390,kubectl,2025-03-11T15:20:00,22932,34874
P00001110,AST001390,curl,2025-02-14T11:18:00,77221,54795
P00001111,AST000565,/usr/bin/python,2025-02-09T06:30:00,75959,68267
P00001112,AST001437,/bin/bash,2025-02-13T20:54:00,56815,59741
P00001113,AST001160,/bin/bash,2025-02-14T09:50:00,1093,65495
P00001114,AST001403,powershell.exe,2025-01-19T15:55:00,68576,38082
P00001115,AST001277,powershell.exe,2025-03-13T22:40:00,39800,63909
P00001116,AST000590,/usr/bin/python,2025-01-09T10:03:00,59489,5467
P00001117,AST000445,/bin/bash,2025-02-06T20:14:00,6973,64111
P00001118,AST000626,java,2025-01-01T14:41:00,86541,184
P00001119,AST000102,java,2025-02-02T04:42:00,37129,65897
P00001120,AST001362,/bin/bash,2025-03-13T05:17:00,93481,35577
P00001121,AST000292,/usr/bin/git,2025-01-26T14:44:00,10580,38216
P00001122,AST000448,java,2025-01-05T16:09:00,32602,89032
P00001123,AST001304,curl,2025-02-19T14:25:00,12864,34343
P00001124,AST000618,powershell.exe,2025-03-18T10:36:00,73913,57223
P00001125,AST001390,powershell.exe,2025-02-11T19:44:00,89565,26249
P00001126,AST000512,kubectl,2025-01-18T14:12:00,26152,39560
P00001127,AST000624,/usr/bin/git,2025-01-11T10:08:00,82356,60544
P00001128,AST001117,curl,2025-01-24T12:49:00,12589,18267
P00001129,AST001078,java,2025-02-26T23:41:00,66037,89905
P00001130,AST001459,java,2025-02-15T15:59:00,56056,61251
P00001131,AST000861,/usr/bin/python,2025-02-22T15:44:00,73258,3563
P00001132,AST000862,/usr/bin/git,2025-01-12T04:47:00,39635,31904
P00001133,AST001188,powershell.exe,2025-03-07T12:44:00,81382,71307
P00001134,AST001158,curl,2025-02-07T01:49:00,16507,52914
P00001135,AST001372,kubectl,2025-01-01T15:47:00,60323,7223
P00001136,AST000173,/bin/bash,2025-01-08T09:13:00,43711,78001
P00001137,AST000199,ssh,2025-02-07T19:18:00,90518,43525
P00001138,AST000124,kubectl,2025-01-16T19:57:00,96910,94072
P00001139,AST000108,kubectl,2025-03-31T06:59:00,18895,73768
P00001140,AST001014,powershell.exe,2025-01-18T07:37:00,39439,82444
P00001141,AST000636,/usr/bin/git,2025-01-01T16:33:00,90149,26406
P00001142,AST000234,powershell.exe,2025-01-09T00:00:00,79141,15964
P00001143,AST001064,chrome.exe,2025-01-13T08:26:00,13580,62194
P00001144,AST000050,curl,2025-03-06T15:08:00,7295,16066
P00001145,AST000614,powershell.exe,2025-02-21T16:30:00,30793,71759
P00001146,AST000533,ssh,2025-03-20T23:15:00,86267,80992
P00001147,AST000252,/usr/bin/python,2025-02-25T04:59:00,24224,18671
P00001148,AST001346,kubectl,2025-01-31T05:49:00,97212,91801
P00001149,AST001119,ssh,2025-01-26T16:15:00,38016,38038
P00001150,AST001367,ssh,2025-01-13T20:05:00,48148,87616
P00001151,AST000563,/bin/bash,2025-02-20T13:10:00,60813,54743
P00001152,AST000870,node,2025-01-19T00:57:00,59911,15845
P00001153,AST001155,/usr/bin/git,2025-02-19T00:22:00,39684,4567
P00001154,AST001321,/usr/bin/git,2025-03-25T22:25:00,58259,5687
P00001155,AST000726,ssh,2025-01-18T15:58:00,36295,1295
P00001156,AST000324,kubectl,2025-02-15T17:05:00,27628,45822
P00001157,AST001446,kubectl,2025-03-09T13:19:00,8227,22971
P00001158,AST001343,/usr/bin/git,2025-01-20T12:00:00,44472,60325
P00001159,AST001464,node,2025-01-18T09:30:00,51634,9040
P00001160,AST001321,ssh,2025-03-03T12:51:00,79409,86472
P00001161,AST000369,kubectl,2025-03-15T17:18:00,33978,17063
